SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
ctx_lh_bankssts	8.295619e-01	9.588959e-02	5.510849e-01	8.645084e+05	-2.950225e+02	5.980449e+02	2.872473e+00	8.441650e+00	3.461839e+00
ctx_lh_caudalanteriorcingulate	1.003747e+00	7.725977e-02	9.054024e-01	2.693953e+06	-3.154791e+02	6.389582e+02	3.495724e+00	1.309576e+01	5.450403e+00
ctx_lh_caudalmiddlefrontal	8.192775e-01	3.375520e-01	1.743297e-01	4.150481e+05	-2.818182e+02	5.716364e+02	2.431898e+00	1.175027e+01	8.164678e+00
ctx_lh_cuneus	8.827632e-01	1.353117e-01	5.420099e-01	1.084068e+06	-2.990982e+02	6.061964e+02	3.672548e+00	1.083153e+01	3.351781e+00
ctx_lh_entorhinal	4.672755e-01	4.610287e-02	6.583343e-01	6.951785e+05	-2.910988e+02	5.901976e+02	3.400983e+00	5.540956e+00	6.287218e+00
ctx_lh_fusiform	6.953522e-01	6.953729e-02	3.937149e-01	5.717380e+05	-2.875777e+02	5.831554e+02	2.522796e+00	7.231318e+00	4.665647e+00
ctx_lh_inferiorparietal	8.783057e-01	8.696364e-02	3.110672e-01	3.332426e+05	-2.778706e+02	5.637413e+02	1.746205e+00	8.973648e+00	3.643806e+00
ctx_lh_inferiortemporal	7.338782e-01	8.061134e-02	3.075562e-01	4.408673e+05	-2.829024e+02	5.738048e+02	2.315547e+00	7.626063e+00	4.437786e+00
ctx_lh_isthmuscingulate	8.653859e-01	9.126393e-02	4.564401e-01	1.472780e+06	-3.046110e+02	6.172220e+02	3.618477e+00	1.361420e+01	5.407142e+00
ctx_lh_lateraloccipital	7.415507e-01	1.489899e-01	3.465296e-01	6.636478e+05	-2.902679e+02	5.885358e+02	3.971702e+00	1.003859e+01	4.017468e+00
ctx_lh_lateralorbitofrontal	9.042136e-01	9.038189e-02	5.279174e-01	4.519020e+05	-2.833449e+02	5.746898e+02	1.864381e+00	7.169815e+00	2.693521e+00
ctx_lh_lingual	8.347036e-01	9.792153e-02	4.737232e-01	7.339835e+05	-2.920758e+02	5.921515e+02	2.729356e+00	8.833050e+00	3.547432e+00
ctx_lh_medialorbitofrontal	8.874294e-01	7.417999e-02	6.277452e-01	7.165637e+05	-2.916462e+02	5.912924e+02	2.131630e+00	7.926482e+00	3.574372e+00
ctx_lh_middletemporal	7.846994e-01	9.997250e-02	3.716793e-01	4.358154e+05	-2.826914e+02	5.733827e+02	2.351365e+00	7.457917e+00	3.317400e+00
ctx_lh_parahippocampal	6.065799e-01	4.448241e-02	5.163922e-01	7.318592e+05	-2.920221e+02	5.920442e+02	2.725769e+00	7.639932e+00	7.598082e+00
ctx_lh_paracentral	8.609633e-01	7.483173e-02	5.244033e-01	1.001990e+06	-2.976864e+02	6.033729e+02	2.678713e+00	1.029623e+01	4.707191e+00
ctx_lh_parsopercularis	1.003971e+00	1.449224e-01	4.591955e-01	5.030148e+05	-2.852729e+02	5.785458e+02	2.377859e+00	1.132682e+01	2.638777e+00
ctx_lh_parsorbitalis	7.494791e-01	3.192701e-01	2.042008e-01	7.607721e+05	-2.927255e+02	5.934509e+02	3.864664e+00	1.373658e+01	9.794572e+00
ctx_lh_parstriangularis	7.495151e-01	3.915372e-01	3.753690e-01	9.082441e+05	-2.959132e+02	5.998265e+02	3.958671e+00	9.544050e+00	5.634291e+00
ctx_lh_pericalcarine	1.105574e+00	7.150499e-02	7.143522e-01	1.261900e+06	-3.018297e+02	6.116593e+02	2.194673e+00	1.362954e+01	4.579809e+00
ctx_lh_postcentral	8.269139e-01	6.896997e-02	4.952255e-01	3.978368e+05	-2.810658e+02	5.701316e+02	1.712824e+00	6.532699e+00	3.335193e+00
ctx_lh_posteriorcingulate	9.849866e-01	8.614587e-02	7.280565e-01	1.328396e+06	-3.027524e+02	6.135049e+02	2.713720e+00	1.055933e+01	3.848819e+00
ctx_lh_precentral	9.598578e-01	9.379361e-02	3.839863e-01	3.642713e+05	-2.794646e+02	5.669292e+02	1.689552e+00	9.619498e+00	3.048535e+00
ctx_lh_precuneus	9.646715e-01	8.629289e-02	4.754604e-01	5.095113e+05	-2.855058e+02	5.790116e+02	1.845419e+00	9.437697e+00	3.201771e+00
ctx_lh_rostralanteriorcingulate	8.715908e-01	6.232950e-02	9.151059e-01	1.186928e+06	-3.007257e+02	6.094514e+02	2.487048e+00	8.161613e+00	4.716860e+00
ctx_lh_rostralmiddlefrontal	9.574085e-01	1.439442e-01	3.754402e-01	3.567867e+05	-2.790918e+02	5.661837e+02	2.173186e+00	1.062310e+01	2.712087e+00
ctx_lh_superiorfrontal	9.385715e-01	1.040111e-01	2.958311e-01	3.281386e+05	-2.775831e+02	5.631663e+02	1.801926e+00	1.106865e+01	3.472900e+00
ctx_lh_superiorparietal	8.010129e-01	8.829194e-02	2.761749e-01	3.864926e+05	-2.805299e+02	5.690598e+02	2.108537e+00	8.735881e+00	4.316779e+00
ctx_lh_superiortemporal	7.402413e-01	7.038619e-02	6.295499e-01	7.167910e+05	-2.916505e+02	5.913009e+02	2.503044e+00	6.533611e+00	3.769788e+00
ctx_lh_supramarginal	8.949316e-01	8.684509e-02	4.075943e-01	3.680764e+05	-2.796536e+02	5.673072e+02	1.735658e+00	7.922990e+00	3.058172e+00
ctx_lh_frontalpole	7.532602e-01	1.031045e-01	1.868253e-01	8.383598e+05	-2.944735e+02	5.969470e+02	3.761854e+00	1.459632e+01	8.573613e+00
ctx_lh_temporalpole	4.686781e-01	5.534892e-02	5.767065e-01	6.941366e+05	-2.910693e+02	5.901387e+02	3.619540e+00	5.294412e+00	5.176945e+00
ctx_lh_transversetemporal	1.038747e+00	6.888889e-02	9.231466e-01	2.009134e+06	-3.102016e+02	6.284033e+02	2.796398e+00	1.228786e+01	5.361730e+00
ctx_lh_insula	8.078925e-01	6.234225e-02	1.082789e+00	5.517147e+05	-2.869365e+02	5.818731e+02	1.786562e+00	4.646911e+00	3.055822e+00
ctx_rh_bankssts	9.315405e-01	8.308837e-02	6.389133e-01	1.278541e+06	-3.020640e+02	6.121280e+02	2.835550e+00	1.083478e+01	4.237921e+00
ctx_rh_caudalanteriorcingulate	9.184962e-01	7.392515e-02	8.124111e-01	1.601065e+06	-3.061130e+02	6.202261e+02	2.951356e+00	1.009130e+01	4.651353e+00
ctx_rh_caudalmiddlefrontal	9.833689e-01	5.746253e-02	2.664959e-01	4.205618e+05	-2.820684e+02	5.721368e+02	1.471120e+00	1.700583e+01	6.479527e+00
ctx_rh_cuneus	1.004364e+00	1.035939e-01	5.855634e-01	1.263643e+06	-3.018529e+02	6.117058e+02	2.950281e+00	1.291635e+01	3.803336e+00
ctx_rh_entorhinal	4.761080e-01	5.195331e-02	6.046050e-01	6.157628e+05	-2.889130e+02	5.858260e+02	3.274344e+00	5.087660e+00	5.178751e+00
ctx_rh_fusiform	6.933773e-01	7.268835e-02	4.354008e-01	3.513873e+05	-2.788155e+02	5.656310e+02	1.996142e+00	5.296477e+00	3.263482e+00
ctx_rh_inferiorparietal	8.974728e-01	8.376703e-02	3.322343e-01	2.450059e+05	-2.723275e+02	5.526550e+02	1.425560e+00	7.675939e+00	3.023167e+00
ctx_rh_inferiortemporal	6.946235e-01	7.955953e-02	2.868002e-01	4.314542e+05	-2.825106e+02	5.730211e+02	2.423607e+00	7.273998e+00	4.698903e+00
ctx_rh_isthmuscingulate	8.033467e-01	9.325856e-02	4.945265e-01	1.171803e+06	-3.004949e+02	6.089898e+02	3.469570e+00	1.026205e+01	4.463810e+00
ctx_rh_lateraloccipital	7.520670e-01	1.188791e-01	2.973110e-01	6.347410e+05	-2.894634e+02	5.869268e+02	3.387973e+00	1.015777e+01	4.630302e+00
ctx_rh_lateralorbitofrontal	9.002834e-01	8.709851e-02	5.622194e-01	3.660008e+05	-2.795489e+02	5.670978e+02	1.638387e+00	6.099906e+00	2.379432e+00
ctx_rh_lingual	8.295373e-01	9.647362e-02	5.127666e-01	1.006852e+06	-2.977639e+02	6.035278e+02	3.149087e+00	9.639995e+00	3.935174e+00
ctx_rh_medialorbitofrontal	8.814116e-01	8.370098e-02	5.960106e-01	6.881128e+05	-2.909125e+02	5.898249e+02	2.231519e+00	7.780724e+00	3.235700e+00
ctx_rh_middletemporal	7.884794e-01	8.475735e-02	4.160121e-01	4.840389e+05	-2.845805e+02	5.771609e+02	2.225532e+00	7.310901e+00	3.508014e+00
ctx_rh_parahippocampal	6.649954e-01	4.572038e-02	6.413583e-01	1.355431e+06	-3.031184e+02	6.142367e+02	3.338598e+00	1.005255e+01	8.985072e+00
ctx_rh_paracentral	9.196249e-01	7.559113e-02	5.798240e-01	7.021291e+05	-2.912839e+02	5.905679e+02	2.076908e+00	8.762467e+00	3.650962e+00
ctx_rh_parsopercularis	1.073605e+00	9.100134e-02	4.914598e-01	7.776239e+05	-2.931206e+02	5.942413e+02	2.091328e+00	1.440020e+01	3.714266e+00
ctx_rh_parsorbitalis	8.805357e-01	1.147977e-01	3.134602e-01	7.345314e+05	-2.920916e+02	5.921831e+02	3.023301e+00	1.378527e+01	4.775531e+00
ctx_rh_parstriangularis	1.018492e+00	1.215847e-01	4.514569e-01	7.026906e+05	-2.912914e+02	5.905828e+02	2.491930e+00	1.342089e+01	3.282589e+00
ctx_rh_pericalcarine	1.051388e+00	1.199137e-01	6.966319e-01	1.434154e+06	-3.041321e+02	6.162642e+02	3.130288e+00	1.238718e+01	3.259967e+00
ctx_rh_postcentral	9.007023e-01	6.622762e-02	5.892042e-01	3.059847e+05	-2.763304e+02	5.606607e+02	1.326104e+00	5.790340e+00	2.736794e+00
ctx_rh_posteriorcingulate	1.018516e+00	9.328261e-02	7.916714e-01	1.136302e+06	-2.999413e+02	6.078825e+02	2.473593e+00	9.292520e+00	3.149920e+00
ctx_rh_precentral	1.009814e+00	6.906656e-02	3.902469e-01	2.993711e+05	-2.759317e+02	5.598633e+02	1.254727e+00	1.021449e+01	3.419592e+00
ctx_rh_precuneus	1.002457e+00	8.566073e-02	5.221727e-01	4.972061e+05	-2.850690e+02	5.781381e+02	1.722467e+00	9.220162e+00	2.964416e+00
ctx_rh_rostralanteriorcingulate	8.562321e-01	6.282996e-02	8.238242e-01	1.231076e+06	-3.013863e+02	6.107726e+02	2.622982e+00	8.734673e+00	4.945865e+00
ctx_rh_rostralmiddlefrontal	9.377214e-01	1.168715e-01	3.468079e-01	3.054223e+05	-2.762926e+02	5.605853e+02	1.822701e+00	9.431397e+00	2.788523e+00
ctx_rh_superiorfrontal	9.489446e-01	9.160524e-02	2.964412e-01	3.210466e+05	-2.771912e+02	5.623824e+02	1.640717e+00	1.111915e+01	3.625096e+00
ctx_rh_superiorparietal	8.148634e-01	6.913386e-02	2.933679e-01	3.316128e+05	-2.777790e+02	5.635581e+02	1.690020e+00	8.194657e+00	4.490771e+00
ctx_rh_superiortemporal	8.001767e-01	6.517906e-02	6.895518e-01	3.837315e+05	-2.804013e+02	5.688026e+02	1.626181e+00	5.026694e+00	2.862832e+00
ctx_rh_supramarginal	9.154230e-01	7.452265e-02	4.788760e-01	3.126722e+05	-2.767243e+02	5.614486e+02	1.423204e+00	6.826058e+00	2.811338e+00
ctx_rh_frontalpole	8.509092e-01	9.499444e-02	2.846466e-01	1.466830e+06	-3.045419e+02	6.170839e+02	4.010151e+00	1.885545e+01	7.893379e+00
ctx_rh_temporalpole	4.771443e-01	5.231331e-02	6.115880e-01	1.149477e+06	-3.001495e+02	6.082990e+02	4.467333e+00	6.903787e+00	6.970541e+00
ctx_rh_transversetemporal	1.153670e+00	7.769749e-02	8.969855e-01	2.916017e+06	-3.169099e+02	6.418198e+02	3.175893e+00	1.690234e+01	5.658569e+00
ctx_rh_insula	8.449935e-01	5.660620e-02	1.111824e+00	4.026582e+05	-2.812680e+02	5.705360e+02	1.418488e+00	4.326607e+00	2.993687e+00
