SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
ctx_lh_parstriangularis	1.453656e+00	4.825927e-01	1.135344e+00	2.286293e+06	-3.125408e+02	6.330817e+02	4.216340e+00	2.011646e+01	3.214024e+00
ctx_lh_pericalcarine	2.067138e+00	5.220215e-01	1.936379e+00	3.425199e+06	-3.198077e+02	6.476154e+02	4.214283e+00	2.135109e+01	2.106996e+00
ctx_lh_postcentral	1.316635e+00	2.073319e-01	1.311030e+00	1.266912e+06	-3.018994e+02	6.117988e+02	2.698361e+00	7.807020e+00	1.490106e+00
ctx_lh_posteriorcingulate	1.350099e+00	1.847330e-01	1.341272e+00	3.658458e+06	-3.209880e+02	6.499760e+02	4.141370e+00	1.294316e+01	2.574043e+00
ctx_lh_precentral	1.476772e+00	3.950119e-01	9.399053e-01	5.400692e+05	-2.865787e+02	5.811574e+02	2.240711e+00	1.593686e+01	1.865888e+00
ctx_lh_precuneus	1.380247e+00	3.023156e-01	9.533321e-01	6.899483e+05	-2.909614e+02	5.899229e+02	2.709566e+00	1.358638e+01	1.719721e+00
ctx_lh_rostralanteriorcingulate	1.189413e+00	9.395259e-02	1.569663e+00	4.169159e+06	-3.233398e+02	6.546795e+02	3.541517e+00	1.090222e+01	4.426600e+00
ctx_lh_rostralmiddlefrontal	1.499329e+00	3.854340e-01	9.663167e-01	9.568590e+05	-2.969117e+02	6.018233e+02	3.007643e+00	2.133001e+01	2.377960e+00
ctx_lh_superiorfrontal	1.424889e+00	3.641826e-01	7.558942e-01	6.895984e+05	-2.910121e+02	5.900241e+02	2.585943e+00	2.522459e+01	2.636030e+00
ctx_lh_superiorparietal	1.264375e+00	3.494616e-01	9.202371e-01	8.101831e+05	-2.938591e+02	5.957181e+02	3.350563e+00	1.371241e+01	2.194304e+00
ctx_lh_superiortemporal	1.023111e+00	1.227665e-01	1.181480e+00	1.802003e+06	-3.082411e+02	6.244822e+02	3.212965e+00	7.532252e+00	2.494204e+00
ctx_lh_supramarginal	1.307169e+00	2.773327e-01	9.293412e-01	6.928387e+05	-2.910357e+02	5.900713e+02	2.746873e+00	1.189054e+01	1.678897e+00
ctx_lh_frontalpole	1.036425e+00	4.709362e-01	6.361114e-01	2.431551e+06	-3.136402e+02	6.352804e+02	4.648708e+00	1.647495e+01	5.412425e+00
ctx_lh_temporalpole	5.440175e-01	8.041402e-02	1.099068e+00	1.819003e+06	-3.084101e+02	6.248202e+02	5.195188e+00	5.810191e+00	3.943497e+00
ctx_lh_transversetemporal	1.819000e+00	1.831581e-01	1.899607e+00	5.075460e+06	-3.268859e+02	6.617718e+02	3.208681e+00	1.391606e+01	2.399483e+00
ctx_lh_insula	1.060421e+00	8.389082e-02	1.973304e+00	1.239761e+06	-3.015094e+02	6.110189e+02	2.008857e+00	4.746292e+00	2.740096e+00
ctx_rh_bankssts	1.242831e+00	1.450939e-01	9.968976e-01	2.670319e+06	-3.153227e+02	6.386454e+02	3.668603e+00	1.450144e+01	3.066107e+00
ctx_rh_caudalanteriorcingulate	1.237153e+00	1.319443e-01	1.515685e+00	6.366065e+06	-3.309604e+02	6.699208e+02	4.835870e+00	1.302646e+01	3.869854e+00
ctx_rh_caudalmiddlefrontal	1.485392e+00	4.239277e-01	7.271062e-01	9.685797e+05	-2.971580e+02	6.023160e+02	2.416611e+00	3.480877e+01	3.203305e+00
ctx_rh_cuneus	1.555492e+00	3.852905e-01	1.447526e+00	4.330841e+06	-3.240314e+02	6.560628e+02	6.075181e+00	2.182503e+01	2.874841e+00
ctx_rh_entorhinal	5.523874e-01	8.010716e-02	1.012622e+00	2.103617e+06	-3.110268e+02	6.300535e+02	5.576043e+00	6.602374e+00	4.399382e+00
ctx_rh_fusiform	8.378711e-01	1.196980e-01	7.766638e-01	9.132442e+05	-2.960083e+02	6.000166e+02	3.055154e+00	6.584141e+00	2.394376e+00
ctx_rh_inferiorparietal	1.289794e+00	3.028922e-01	8.321606e-01	2.535994e+05	-2.729451e+02	5.538902e+02	1.809848e+00	9.039388e+00	1.258562e+00
ctx_rh_inferiortemporal	8.600214e-01	1.688041e-01	5.799199e-01	6.857934e+05	-2.908568e+02	5.897135e+02	3.400608e+00	8.428021e+00	2.435047e+00
ctx_rh_isthmuscingulate	1.099406e+00	1.718671e-01	1.051569e+00	4.458232e+06	-3.245484e+02	6.570969e+02	5.815029e+00	1.494435e+01	3.549649e+00
ctx_rh_lateraloccipital	1.073019e+00	3.710194e-01	8.043639e-01	1.158374e+06	-3.002913e+02	6.085825e+02	4.482845e+00	1.418136e+01	3.202894e+00
ctx_rh_lateralorbitofrontal	1.337188e+00	1.718856e-01	1.145545e+00	6.819594e+05	-2.907524e+02	5.895049e+02	1.821314e+00	6.926420e+00	1.293818e+00
ctx_rh_lingual	9.173093e-01	3.512575e-01	1.040173e+00	1.832876e+06	-3.085521e+02	6.251042e+02	6.918575e+00	1.139872e+01	2.797669e+00
ctx_rh_medialorbitofrontal	1.223117e+00	2.621661e-01	1.188412e+00	1.702263e+06	-3.072230e+02	6.224460e+02	4.071048e+00	1.051714e+01	1.901066e+00
ctx_rh_middletemporal	1.025375e+00	1.929325e-01	7.779410e-01	7.230686e+05	-2.918078e+02	5.916155e+02	2.959240e+00	8.379939e+00	1.865215e+00
ctx_rh_parahippocampal	7.916472e-01	7.130824e-02	1.022584e+00	4.277853e+06	-3.238091e+02	6.556182e+02	5.326968e+00	1.226104e+01	7.207847e+00
ctx_rh_paracentral	1.430671e+00	1.981000e-01	1.269899e+00	1.816181e+06	-3.083831e+02	6.247663e+02	2.923360e+00	1.110373e+01	1.854263e+00
ctx_rh_parsopercularis	1.614272e+00	3.669624e-01	1.011828e+00	1.725061e+06	-3.074601e+02	6.229201e+02	3.828568e+00	3.397753e+01	2.918091e+00
ctx_rh_parsorbitalis	1.286430e+00	3.306528e-01	7.696709e-01	1.588379e+06	-3.059698e+02	6.199397e+02	4.594234e+00	2.648487e+01	3.741108e+00
ctx_rh_parstriangularis	1.569360e+00	4.040100e-01	1.052691e+00	1.401174e+06	-3.037217e+02	6.154434e+02	3.469866e+00	2.492388e+01	2.646678e+00
ctx_rh_pericalcarine	1.891385e+00	4.778932e-01	1.916375e+00	4.701450e+06	-3.255040e+02	6.590080e+02	5.297210e+00	2.029778e+01	2.336447e+00
ctx_rh_postcentral	1.494012e+00	1.732841e-01	1.461657e+00	1.040997e+06	-2.983643e+02	6.047286e+02	1.872747e+00	7.018550e+00	1.326446e+00
ctx_rh_posteriorcingulate	1.520834e+00	1.619636e-01	1.512227e+00	3.138877e+06	-3.182305e+02	6.444610e+02	3.049748e+00	1.186780e+01	2.340038e+00
ctx_rh_precentral	1.539447e+00	3.235653e-01	8.629702e-01	6.618049e+05	-2.902114e+02	5.884229e+02	2.481139e+00	2.560301e+01	2.040568e+00
ctx_rh_precuneus	1.451944e+00	3.003920e-01	1.039006e+00	1.111566e+06	-2.995464e+02	6.070927e+02	3.179905e+00	1.631803e+01	1.932893e+00
ctx_rh_rostralanteriorcingulate	1.175086e+00	9.814039e-02	1.598030e+00	6.168613e+06	-3.303965e+02	6.687930e+02	4.408032e+00	1.261900e+01	5.080158e+00
ctx_rh_rostralmiddlefrontal	1.418031e+00	3.717637e-01	8.960419e-01	5.076259e+05	-2.854783e+02	5.789565e+02	2.316012e+00	1.513026e+01	1.868044e+00
ctx_rh_superiorfrontal	1.437401e+00	3.625948e-01	7.789980e-01	6.368281e+05	-2.895710e+02	5.871420e+02	2.498166e+00	2.368615e+01	2.445394e+00
ctx_rh_superiorparietal	1.205717e+00	3.433705e-01	8.837342e-01	5.791258e+05	-2.878089e+02	5.836179e+02	2.970246e+00	1.117752e+01	1.934155e+00
ctx_rh_superiortemporal	1.093465e+00	1.043535e-01	1.220339e+00	8.109063e+05	-2.938682e+02	5.957364e+02	1.863377e+00	5.406733e+00	1.896824e+00
ctx_rh_supramarginal	1.342815e+00	1.942219e-01	9.856242e-01	5.914382e+05	-2.881875e+02	5.843751e+02	1.908927e+00	8.633029e+00	1.334980e+00
ctx_rh_frontalpole	1.143073e+00	3.021312e-01	7.015460e-01	3.699131e+06	-3.211935e+02	6.503869e+02	7.919468e+00	3.431132e+01	6.038023e+00
ctx_rh_temporalpole	5.706878e-01	7.462625e-02	1.135608e+00	2.728410e+06	-3.157091e+02	6.394182e+02	5.884828e+00	7.356554e+00	5.243328e+00
ctx_rh_transversetemporal	2.080572e+00	2.654265e-01	1.847036e+00	9.582845e+06	-3.383270e+02	6.846540e+02	4.810054e+00	2.892774e+01	2.886767e+00
ctx_rh_insula	1.111320e+00	7.444443e-02	1.997713e+00	8.399753e+05	-2.945080e+02	5.970159e+02	1.530224e+00	4.366736e+00	2.708859e+00
