MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
right_hippocampus	9.208503e-02	8.283325e-01	5.808413e-01	1.165542e+06	-3.003989e+02	6.087978e+02	4.321195e+00	1.070876e+00	1.603779e+00
right_amygdala	9.208503e-02	6.576685e-01	3.194364e+00	4.349864e+06	-3.241121e+02	6.562243e+02	4.321195e+00	1.900438e+00	4.596096e+00
right_accumbens_area	9.208503e-02	8.738660e-01	3.984148e+00	2.095862e+07	-3.524193e+02	7.128387e+02	4.321195e+00	3.270670e+00	6.756035e+00
right_ventraldc	9.208503e-02	6.923593e-01	2.433590e+00	2.145702e+06	-3.113839e+02	6.307677e+02	4.321195e+00	1.338946e+00	2.701753e+00
right_choroid_plexus	9.208503e-02	5.893242e-01	-1.430448e-02	4.799317e+08	-4.091130e+02	8.262261e+02	4.321195e+00	4.946326e+01	-1.133211e+03
aircavity	9.208503e-02	1.023156e-01	-7.653181e-01	2.096561e+05	-2.700198e+02	5.480396e+02	4.321195e+00	3.503680e+00	-7.115025e-01
skull	9.208503e-02	6.969915e-02	-5.578188e-01	1.917362e+05	-2.687482e+02	5.454964e+02	4.321195e+00	3.868366e+00	-5.696422e+00
vermis	9.208503e-02	1.017350e+00	-1.062866e-01	4.297356e+06	-3.238880e+02	6.557759e+02	4.321195e+00	2.426777e+00	-5.602054e+00
pons	9.208503e-02	7.115659e-01	1.045624e+00	1.350279e+06	-3.030507e+02	6.141014e+02	4.321195e+00	1.173147e+00	1.885106e+00
csf_extracerebral	9.208503e-02	4.338627e-02	-5.714503e-01	3.478033e+05	-2.795262e+02	5.670524e+02	4.321195e+00	8.053193e+00	-1.786204e+01
head_extracerebral	9.208503e-02	1.586413e-01	-4.579107e-01	7.104490e+05	-2.923544e+02	5.927088e+02	4.321195e+00	3.715203e+00	-4.335106e+00
ctx_lh_bankssts	9.208503e-02	1.328222e+00	1.162943e+00	4.785420e+06	-3.258631e+02	6.597263e+02	4.321195e+00	1.431045e+00	1.251812e+00
ctx_lh_caudalanteriorcingulate	9.208503e-02	1.465766e+00	1.838454e+00	9.481637e+06	-3.381321e+02	6.842642e+02	4.321195e+00	1.722380e+00	1.485219e+00
ctx_lh_caudalmiddlefrontal	9.208503e-02	1.687361e+00	7.900736e-01	5.081280e+06	-3.270127e+02	6.620253e+02	4.321195e+00	1.425498e+00	1.037865e+00
ctx_lh_cuneus	9.208503e-02	1.806329e+00	1.545211e+00	9.850943e+06	-3.389078e+02	6.858155e+02	4.321195e+00	1.611178e+00	1.095823e+00
ctx_lh_entorhinal	9.208503e-02	6.313663e-01	1.296257e+00	2.744281e+06	-3.158124e+02	6.396248e+02	4.321195e+00	1.756192e+00	3.216108e+00
ctx_lh_fusiform	9.208503e-02	9.179235e-01	7.578072e-01	1.647313e+06	-3.066939e+02	6.213878e+02	4.321195e+00	1.143786e+00	1.458040e+00
ctx_lh_inferiorparietal	9.208503e-02	1.514930e+00	9.241161e-01	2.170141e+06	-3.118859e+02	6.317717e+02	4.321195e+00	9.492587e-01	7.448790e-01
ctx_lh_inferiortemporal	9.208503e-02	1.151371e+00	7.176679e-01	2.161826e+06	-3.117329e+02	6.314659e+02	4.321195e+00	1.154481e+00	1.202544e+00
ctx_lh_isthmuscingulate	9.208503e-02	1.316969e+00	9.630915e-01	6.913256e+06	-3.325448e+02	6.730897e+02	4.321195e+00	1.811102e+00	1.608361e+00
ctx_lh_lateraloccipital	9.208503e-02	1.532383e+00	1.123299e+00	8.511721e+06	-3.363060e+02	6.806120e+02	4.321195e+00	1.778392e+00	1.363830e+00
ctx_lh_lateralorbitofrontal	9.208503e-02	1.437740e+00	1.118432e+00	1.503644e+06	-3.050500e+02	6.181000e+02	4.321195e+00	7.783929e-01	6.355324e-01
ctx_lh_lingual	9.208503e-02	1.406748e+00	1.148054e+00	4.489407e+06	-3.247649e+02	6.575297e+02	4.321195e+00	1.350727e+00	1.123407e+00
ctx_lh_medialorbitofrontal	9.208503e-02	1.403001e+00	1.350347e+00	2.538550e+06	-3.144626e+02	6.369253e+02	4.321195e+00	9.801814e-01	8.274269e-01
ctx_lh_middletemporal	9.208503e-02	1.260719e+00	8.173747e-01	2.510285e+06	-3.144137e+02	6.368275e+02	4.321195e+00	1.156562e+00	1.084305e+00
ctx_lh_parahippocampal	9.208503e-02	7.511389e-01	8.713237e-01	1.956370e+06	-3.097231e+02	6.274463e+02	4.321195e+00	1.388757e+00	2.117401e+00
ctx_lh_paracentral	9.208503e-02	1.405737e+00	1.192379e+00	4.878710e+06	-3.262285e+02	6.604570e+02	4.321195e+00	1.395047e+00	1.165046e+00
ctx_lh_parsopercularis	9.208503e-02	1.866004e+00	1.122763e+00	7.241900e+06	-3.333474e+02	6.746947e+02	4.321195e+00	1.481461e+00	9.541185e-01
ctx_lh_parsorbitalis	9.208503e-02	1.537228e+00	7.962371e-01	4.973492e+06	-3.265985e+02	6.611969e+02	4.321195e+00	1.470689e+00	1.160524e+00
ctx_lh_parstriangularis	9.208503e-02	1.771542e+00	1.220058e+00	6.794283e+06	-3.322871e+02	6.725741e+02	4.321195e+00	1.443979e+00	9.777107e-01
ctx_lh_pericalcarine	9.208503e-02	2.356722e+00	2.043620e+00	5.315506e+06	-3.277618e+02	6.635236e+02	4.321195e+00	9.498817e-01	5.419466e-01
ctx_lh_postcentral	9.208503e-02	1.469510e+00	1.383433e+00	2.472187e+06	-3.142140e+02	6.364281e+02	4.321195e+00	9.363425e-01	7.596196e-01
ctx_lh_posteriorcingulate	9.208503e-02	1.461235e+00	1.397043e+00	4.466949e+06	-3.246273e+02	6.572547e+02	4.321195e+00	1.258722e+00	1.028346e+00
ctx_lh_precentral	9.208503e-02	1.667334e+00	9.901248e-01	2.242143e+06	-3.123425e+02	6.326850e+02	4.321195e+00	9.040411e-01	6.481450e-01
ctx_lh_precuneus	9.208503e-02	1.553039e+00	1.008762e+00	1.767720e+06	-3.080388e+02	6.240775e+02	4.321195e+00	8.285078e-01	6.321899e-01
ctx_lh_rostralanteriorcingulate	9.208503e-02	1.144148e+00	1.511386e+00	4.718232e+06	-3.255699e+02	6.591397e+02	4.321195e+00	1.487077e+00	1.557282e+00
ctx_lh_rostralmiddlefrontal	9.208503e-02	1.697099e+00	1.008197e+00	3.565124e+06	-3.206645e+02	6.493289e+02	4.321195e+00	1.123009e+00	7.905933e-01
ctx_lh_superiorfrontal	9.208503e-02	1.572252e+00	7.840710e-01	2.238756e+06	-3.122788e+02	6.325576e+02	4.321195e+00	9.816843e-01	7.620610e-01
ctx_lh_superiorparietal	9.208503e-02	1.522581e+00	9.869941e-01	3.953454e+06	-3.225293e+02	6.530585e+02	4.321195e+00	1.256079e+00	9.746879e-01
ctx_lh_superiortemporal	9.208503e-02	1.093431e+00	1.237601e+00	2.380526e+06	-3.133210e+02	6.346419e+02	4.321195e+00	1.126404e+00	1.194588e+00
ctx_lh_supramarginal	9.208503e-02	1.485291e+00	9.867638e-01	1.944868e+06	-3.098189e+02	6.276379e+02	4.321195e+00	8.933972e-01	7.095526e-01
ctx_lh_frontalpole	9.208503e-02	1.335947e+00	7.649916e-01	4.878980e+06	-3.261832e+02	6.603664e+02	4.321195e+00	1.592977e+00	1.436170e+00
ctx_lh_temporalpole	9.208503e-02	6.594567e-01	1.296925e+00	3.225288e+06	-3.188938e+02	6.457875e+02	4.321195e+00	1.826530e+00	3.182483e+00
ctx_lh_transversetemporal	9.208503e-02	1.839001e+00	1.918743e+00	5.474987e+06	-3.282477e+02	6.644954e+02	4.321195e+00	1.124791e+00	7.917629e-01
ctx_lh_insula	9.208503e-02	1.012817e+00	1.878745e+00	1.620735e+06	-3.063396e+02	6.206792e+02	4.321195e+00	9.053257e-01	1.124091e+00
ctx_rh_bankssts	9.208503e-02	1.293409e+00	1.023095e+00	2.998343e+06	-3.174082e+02	6.428165e+02	4.321195e+00	1.190756e+00	1.074702e+00
ctx_rh_caudalanteriorcingulate	9.208503e-02	1.279162e+00	1.552110e+00	6.750573e+06	-3.320143e+02	6.720286e+02	4.321195e+00	1.634211e+00	1.538206e+00
ctx_rh_caudalmiddlefrontal	9.208503e-02	1.612181e+00	7.503872e-01	2.157393e+06	-3.116779e+02	6.313559e+02	4.321195e+00	9.631866e-01	7.381393e-01
ctx_rh_cuneus	9.208503e-02	1.830647e+00	1.549737e+00	6.227393e+06	-3.305859e+02	6.691719e+02	4.321195e+00	1.275847e+00	8.612727e-01
ctx_rh_entorhinal	9.208503e-02	6.610433e-01	1.181831e+00	3.337840e+06	-3.194768e+02	6.469536e+02	4.321195e+00	1.878749e+00	3.233803e+00
ctx_rh_fusiform	9.208503e-02	9.407022e-01	8.432147e-01	1.667419e+06	-3.069788e+02	6.219577e+02	4.321195e+00	1.111067e+00	1.362359e+00
ctx_rh_inferiorparietal	9.208503e-02	1.466904e+00	8.874774e-01	1.311812e+06	-3.027489e+02	6.134977e+02	4.321195e+00	7.581751e-01	6.152892e-01
ctx_rh_inferiortemporal	9.208503e-02	1.020361e+00	6.452982e-01	1.830821e+06	-3.086623e+02	6.253245e+02	4.321195e+00	1.161012e+00	1.382526e+00
ctx_rh_isthmuscingulate	9.208503e-02	1.243367e+00	1.121141e+00	5.698598e+06	-3.289971e+02	6.659942e+02	4.321195e+00	1.643609e+00	1.529870e+00
ctx_rh_lateraloccipital	9.208503e-02	1.403904e+00	8.899561e-01	6.033411e+06	-3.301138e+02	6.682276e+02	4.321195e+00	1.657690e+00	1.393832e+00
ctx_rh_lateralorbitofrontal	9.208503e-02	1.419602e+00	1.183902e+00	1.122280e+06	-2.997958e+02	6.075915e+02	4.321195e+00	6.681120e-01	5.527036e-01
ctx_rh_lingual	9.208503e-02	1.353330e+00	1.204827e+00	6.085958e+06	-3.302799e+02	6.685597e+02	4.321195e+00	1.590672e+00	1.373203e+00
ctx_rh_medialorbitofrontal	9.208503e-02	1.460754e+00	1.284881e+00	3.630090e+06	-3.209462e+02	6.498924e+02	4.321195e+00	1.158857e+00	9.386816e-01
ctx_rh_middletemporal	9.208503e-02	1.186525e+00	8.424733e-01	1.785393e+06	-3.082690e+02	6.245379e+02	4.321195e+00	1.003237e+00	9.920140e-01
ctx_rh_parahippocampal	9.208503e-02	7.841298e-01	1.020685e+00	4.389917e+06	-3.242750e+02	6.565500e+02	4.321195e+00	1.968701e+00	2.854976e+00
ctx_rh_paracentral	9.208503e-02	1.534247e+00	1.316749e+00	2.439095e+06	-3.137535e+02	6.355070e+02	4.321195e+00	9.198476e-01	7.143993e-01
ctx_rh_parsopercularis	9.208503e-02	1.758195e+00	1.049659e+00	2.860981e+06	-3.165684e+02	6.411368e+02	4.321195e+00	9.814425e-01	6.697270e-01
ctx_rh_parsorbitalis	9.208503e-02	1.480239e+00	8.156242e-01	3.750452e+06	-3.214743e+02	6.509486e+02	4.321195e+00	1.296652e+00	1.052266e+00
ctx_rh_parstriangularis	9.208503e-02	1.770265e+00	1.097853e+00	3.777590e+06	-3.216676e+02	6.513353e+02	4.321195e+00	1.108910e+00	7.507323e-01
ctx_rh_pericalcarine	9.208503e-02	2.251219e+00	2.019366e+00	1.032259e+07	-3.397302e+02	6.874604e+02	4.321195e+00	1.356318e+00	8.008342e-01
ctx_rh_postcentral	9.208503e-02	1.556085e+00	1.498255e+00	1.363508e+06	-3.033141e+02	6.146282e+02	4.321195e+00	6.599774e-01	5.137503e-01
ctx_rh_posteriorcingulate	9.208503e-02	1.560321e+00	1.540902e+00	3.334720e+06	-3.193293e+02	6.466587e+02	4.321195e+00	1.024821e+00	7.984678e-01
ctx_rh_precentral	9.208503e-02	1.651931e+00	8.885910e-01	1.522331e+06	-3.052548e+02	6.185096e+02	4.321195e+00	7.682881e-01	5.611505e-01
ctx_rh_precuneus	9.208503e-02	1.612624e+00	1.095641e+00	1.883237e+06	-3.091677e+02	6.263355e+02	4.321195e+00	8.228323e-01	6.061546e-01
ctx_rh_rostralanteriorcingulate	9.208503e-02	1.143127e+00	1.575662e+00	6.552986e+06	-3.314861e+02	6.709722e+02	4.321195e+00	1.736378e+00	1.822993e+00
ctx_rh_rostralmiddlefrontal	9.208503e-02	1.611662e+00	9.446281e-01	2.381134e+06	-3.134270e+02	6.348540e+02	4.321195e+00	9.578788e-01	7.098036e-01
ctx_rh_superiorfrontal	9.208503e-02	1.581314e+00	8.112696e-01	1.924716e+06	-3.095921e+02	6.271842e+02	4.321195e+00	9.012803e-01	6.922958e-01
ctx_rh_superiorparietal	9.208503e-02	1.462094e+00	9.630156e-01	2.756714e+06	-3.161286e+02	6.402571e+02	4.321195e+00	1.078855e+00	8.706547e-01
ctx_rh_superiortemporal	9.208503e-02	1.101238e+00	1.228850e+00	9.296082e+05	-2.963283e+02	6.006566e+02	4.321195e+00	7.031392e-01	7.406455e-01
ctx_rh_supramarginal	9.208503e-02	1.434025e+00	1.025493e+00	9.976531e+05	-2.978250e+02	6.036499e+02	4.321195e+00	6.478907e-01	5.313592e-01
ctx_rh_frontalpole	9.208503e-02	1.349510e+00	7.621371e-01	5.421033e+06	-3.280684e+02	6.641367e+02	4.321195e+00	1.666200e+00	1.487493e+00
ctx_rh_temporalpole	9.208503e-02	6.522645e-01	1.304125e+00	3.543287e+06	-3.205249e+02	6.490498e+02	4.321195e+00	1.940296e+00	3.432488e+00
ctx_rh_transversetemporal	9.208503e-02	2.175878e+00	1.880085e+00	1.073297e+07	-3.403634e+02	6.887267e+02	4.321195e+00	1.444077e+00	8.643514e-01
ctx_rh_insula	9.208503e-02	1.018036e+00	1.790411e+00	2.088541e+06	-3.109019e+02	6.298037e+02	4.321195e+00	1.036344e+00	1.264827e+00
