MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_lh_entorhinal	9.208503e-02	4.789355e-01	6.860907e-01	7.237030e+05	-2.918202e+02	5.916403e+02	4.321195e+00	1.198813e+00	2.948124e+00
ctx_lh_fusiform	9.208503e-02	7.074042e-01	4.060086e-01	6.730147e+05	-2.905179e+02	5.890359e+02	4.321195e+00	9.395601e-01	1.857999e+00
ctx_lh_inferiorparietal	9.208503e-02	8.845328e-01	3.176923e-01	4.190902e+05	-2.820185e+02	5.720371e+02	4.321195e+00	6.668419e-01	1.208161e+00
ctx_lh_inferiortemporal	9.208503e-02	7.595399e-01	3.251039e-01	5.275391e+05	-2.862147e+02	5.804293e+02	4.321195e+00	8.124875e-01	1.671090e+00
ctx_lh_isthmuscingulate	9.208503e-02	8.841859e-01	4.700913e-01	1.644651e+06	-3.066159e+02	6.212317e+02	4.321195e+00	1.260704e+00	1.906741e+00
ctx_lh_lateraloccipital	9.208503e-02	8.739879e-01	4.074351e-01	1.295289e+06	-3.023720e+02	6.127441e+02	4.321195e+00	1.144407e+00	1.849860e+00
ctx_lh_lateralorbitofrontal	9.208503e-02	9.156509e-01	5.391694e-01	5.422492e+05	-2.866254e+02	5.812508e+02	4.321195e+00	6.955753e-01	9.681411e-01
ctx_lh_lingual	9.208503e-02	8.743457e-01	4.997739e-01	9.543532e+05	-2.968177e+02	6.016354e+02	4.321195e+00	9.589266e-01	1.430732e+00
ctx_lh_medialorbitofrontal	9.208503e-02	8.675807e-01	6.141587e-01	8.787174e+05	-2.953137e+02	5.986274e+02	4.321195e+00	8.979698e-01	1.266872e+00
ctx_lh_middletemporal	9.208503e-02	8.363119e-01	4.026378e-01	6.469182e+05	-2.899085e+02	5.878170e+02	4.321195e+00	8.320156e-01	1.408774e+00
ctx_lh_parahippocampal	9.208503e-02	5.694512e-01	4.550972e-01	9.407957e+05	-2.965494e+02	6.010989e+02	4.321195e+00	1.267041e+00	2.954152e+00
ctx_lh_paracentral	9.208503e-02	8.477202e-01	5.176372e-01	1.201441e+06	-3.009472e+02	6.098943e+02	4.321195e+00	1.089522e+00	1.654923e+00
ctx_lh_parsopercularis	9.208503e-02	1.068343e+00	4.879925e-01	7.051325e+05	-2.914602e+02	5.909204e+02	4.321195e+00	7.370634e-01	9.217758e-01
ctx_lh_parsorbitalis	9.208503e-02	9.498850e-01	3.022636e-01	1.326457e+06	-3.027379e+02	6.134757e+02	4.321195e+00	1.144860e+00	1.999280e+00
ctx_lh_parstriangularis	9.208503e-02	1.044387e+00	5.318091e-01	1.739622e+06	-3.076455e+02	6.232911e+02	4.321195e+00	1.157683e+00	1.435892e+00
ctx_lh_pericalcarine	9.208503e-02	1.047643e+00	6.684933e-01	1.877469e+06	-3.089850e+02	6.259699e+02	4.321195e+00	1.164220e+00	1.352447e+00
ctx_lh_postcentral	9.208503e-02	8.083644e-01	4.823304e-01	5.446168e+05	-2.867028e+02	5.814057e+02	4.321195e+00	7.637107e-01	1.243533e+00
ctx_lh_posteriorcingulate	9.208503e-02	9.727482e-01	7.206554e-01	1.425946e+06	-3.040280e+02	6.160559e+02	4.321195e+00	1.040752e+00	1.272835e+00
ctx_lh_precentral	9.208503e-02	9.631274e-01	3.902533e-01	5.201835e+05	-2.858806e+02	5.797612e+02	4.321195e+00	6.927573e-01	1.048030e+00
ctx_lh_precuneus	9.208503e-02	9.563799e-01	4.746060e-01	6.696485e+05	-2.904232e+02	5.888464e+02	4.321195e+00	7.685158e-01	1.077025e+00
ctx_lh_rostralanteriorcingulate	9.208503e-02	8.194194e-01	8.399136e-01	1.623790e+06	-3.063735e+02	6.207470e+02	4.321195e+00	1.209395e+00	1.706951e+00
ctx_lh_rostralmiddlefrontal	9.208503e-02	1.020739e+00	4.042853e-01	5.501287e+05	-2.869768e+02	5.819536e+02	4.321195e+00	6.856747e-01	9.668281e-01
ctx_lh_superiorfrontal	9.208503e-02	9.552566e-01	3.075397e-01	4.511614e+05	-2.833285e+02	5.746570e+02	4.321195e+00	6.660237e-01	1.146197e+00
ctx_lh_superiorparietal	9.208503e-02	8.232129e-01	2.901386e-01	5.006151e+05	-2.852249e+02	5.784498e+02	4.321195e+00	7.654383e-01	1.557563e+00
ctx_lh_superiortemporal	9.208503e-02	7.445934e-01	6.350405e-01	8.348789e+05	-2.944019e+02	5.968038e+02	4.321195e+00	9.569518e-01	1.549312e+00
ctx_lh_supramarginal	9.208503e-02	8.996285e-01	4.138325e-01	4.479220e+05	-2.831958e+02	5.743916e+02	4.321195e+00	6.617256e-01	1.036656e+00
ctx_lh_frontalpole	9.208503e-02	8.026254e-01	2.129031e-01	1.025421e+06	-2.980946e+02	6.041892e+02	4.321195e+00	1.143905e+00	2.881400e+00
ctx_lh_temporalpole	9.208503e-02	5.133921e-01	6.549348e-01	9.242204e+05	-2.963029e+02	6.006058e+02	4.321195e+00	1.289246e+00	2.974596e+00
ctx_lh_transversetemporal	9.208503e-02	9.717293e-01	8.481297e-01	2.773987e+06	-3.160124e+02	6.400248e+02	4.321195e+00	1.414067e+00	1.695563e+00
ctx_lh_insula	9.208503e-02	7.682201e-01	1.013847e+00	7.907229e+05	-2.934214e+02	5.948428e+02	4.321195e+00	8.539869e-01	1.269018e+00
ctx_rh_bankssts	9.208503e-02	9.226329e-01	6.340707e-01	1.504753e+06	-3.049968e+02	6.179935e+02	4.321195e+00	1.126410e+00	1.489682e+00
ctx_rh_caudalanteriorcingulate	9.208503e-02	8.882686e-01	7.876573e-01	1.901214e+06	-3.092099e+02	6.264199e+02	4.321195e+00	1.252091e+00	1.643116e+00
ctx_rh_caudalmiddlefrontal	9.208503e-02	9.433576e-01	2.409163e-01	7.211313e+05	-2.917590e+02	5.915180e+02	4.321195e+00	8.716841e-01	1.756852e+00
ctx_rh_cuneus	9.208503e-02	1.019113e+00	5.967122e-01	1.477180e+06	-3.046689e+02	6.173378e+02	4.321195e+00	1.061834e+00	1.300835e+00
ctx_rh_entorhinal	9.208503e-02	5.061502e-01	6.618672e-01	7.257045e+05	-2.919032e+02	5.918065e+02	4.321195e+00	1.153320e+00	2.696648e+00
ctx_rh_fusiform	9.208503e-02	7.147976e-01	4.556211e-01	4.364876e+05	-2.827607e+02	5.735214e+02	4.321195e+00	7.402551e-01	1.380003e+00
ctx_rh_inferiorparietal	9.208503e-02	8.963930e-01	3.337374e-01	3.366420e+05	-2.780478e+02	5.640955e+02	4.321195e+00	5.904337e-01	1.030363e+00
ctx_rh_inferiortemporal	9.208503e-02	7.274015e-01	3.097765e-01	5.509014e+05	-2.869480e+02	5.818961e+02	4.321195e+00	8.563246e-01	1.880182e+00
ctx_rh_isthmuscingulate	9.208503e-02	8.443253e-01	5.225602e-01	1.338596e+06	-3.029148e+02	6.138295e+02	4.321195e+00	1.151034e+00	1.744441e+00
ctx_rh_lateraloccipital	9.208503e-02	8.336387e-01	3.392345e-01	1.004049e+06	-2.977731e+02	6.035462e+02	4.321195e+00	1.058461e+00	1.953874e+00
ctx_rh_lateralorbitofrontal	9.208503e-02	9.070822e-01	5.692275e-01	4.314079e+05	-2.825101e+02	5.730201e+02	4.321195e+00	6.186379e-01	8.543252e-01
ctx_rh_lingual	9.208503e-02	8.679105e-01	5.426305e-01	1.300119e+06	-3.023909e+02	6.127819e+02	4.321195e+00	1.112263e+00	1.624646e+00
ctx_rh_medialorbitofrontal	9.208503e-02	8.838181e-01	6.012366e-01	8.589807e+05	-2.949059e+02	5.978118e+02	4.321195e+00	8.810091e-01	1.228990e+00
ctx_rh_middletemporal	9.208503e-02	8.115963e-01	4.341802e-01	6.202268e+05	-2.890736e+02	5.861472e+02	4.321195e+00	8.220488e-01	1.387752e+00
ctx_rh_parahippocampal	9.208503e-02	6.139088e-01	5.544703e-01	1.784913e+06	-3.080748e+02	6.241497e+02	4.321195e+00	1.621491e+00	3.289738e+00
ctx_rh_paracentral	9.208503e-02	8.978758e-01	5.641828e-01	8.941398e+05	-2.956268e+02	5.992536e+02	4.321195e+00	8.989593e-01	1.259755e+00
ctx_rh_parsopercularis	9.208503e-02	1.060780e+00	4.875080e-01	8.743747e+05	-2.952315e+02	5.984630e+02	4.321195e+00	8.273903e-01	1.043899e+00
ctx_rh_parsorbitalis	9.208503e-02	9.237420e-01	3.368972e-01	9.209208e+05	-2.961626e+02	6.003252e+02	4.321195e+00	9.580475e-01	1.616165e+00
ctx_rh_parstriangularis	9.208503e-02	1.050104e+00	4.692530e-01	8.983814e+05	-2.957205e+02	5.994409e+02	4.321195e+00	8.474476e-01	1.095545e+00
ctx_rh_pericalcarine	9.208503e-02	1.088575e+00	7.197428e-01	1.637500e+06	-3.065269e+02	6.210537e+02	4.321195e+00	1.043181e+00	1.147877e+00
ctx_rh_postcentral	9.208503e-02	8.611445e-01	5.548222e-01	5.542632e+05	-2.870258e+02	5.820517e+02	4.321195e+00	7.274076e-01	1.065355e+00
ctx_rh_posteriorcingulate	9.208503e-02	1.015370e+00	7.941713e-01	1.242570e+06	-3.015509e+02	6.111019e+02	4.321195e+00	9.316131e-01	1.074665e+00
ctx_rh_precentral	9.208503e-02	9.745299e-01	3.686722e-01	5.219327e+05	-2.859440e+02	5.798881e+02	4.321195e+00	6.950815e-01	1.070258e+00
ctx_rh_precuneus	9.208503e-02	9.878163e-01	5.167709e-01	6.238475e+05	-2.891477e+02	5.862954e+02	4.321195e+00	7.190169e-01	9.480615e-01
ctx_rh_rostralanteriorcingulate	9.208503e-02	8.095543e-01	7.719820e-01	1.592848e+06	-3.060266e+02	6.200532e+02	4.321195e+00	1.222940e+00	1.757468e+00
ctx_rh_rostralmiddlefrontal	9.208503e-02	9.738519e-01	3.662305e-01	4.366433e+05	-2.827673e+02	5.735346e+02	4.321195e+00	6.351419e-01	9.795844e-01
ctx_rh_superiorfrontal	9.208503e-02	9.504755e-01	3.008481e-01	4.174933e+05	-2.819233e+02	5.718466e+02	4.321195e+00	6.440876e-01	1.126948e+00
ctx_rh_superiorparietal	9.208503e-02	8.011681e-01	2.860876e-01	4.677983e+05	-2.839660e+02	5.759319e+02	4.321195e+00	7.537342e-01	1.587511e+00
ctx_rh_superiortemporal	9.208503e-02	7.758444e-01	6.622964e-01	5.237054e+05	-2.860027e+02	5.800054e+02	4.321195e+00	7.354649e-01	1.134229e+00
ctx_rh_supramarginal	9.208503e-02	8.939321e-01	4.659745e-01	4.460208e+05	-2.831088e+02	5.742176e+02	4.321195e+00	6.533554e-01	9.816344e-01
ctx_rh_frontalpole	9.208503e-02	8.744817e-01	2.991277e-01	1.586861e+06	-3.059533e+02	6.199065e+02	4.321195e+00	1.316935e+00	2.490069e+00
ctx_rh_temporalpole	9.208503e-02	5.066114e-01	6.758413e-01	1.316926e+06	-3.026372e+02	6.132743e+02	4.321195e+00	1.551954e+00	3.612205e+00
ctx_rh_transversetemporal	9.208503e-02	1.095730e+00	8.463297e-01	3.457986e+06	-3.199796e+02	6.479592e+02	4.321195e+00	1.474269e+00	1.574605e+00
ctx_rh_insula	9.208503e-02	7.773003e-01	9.820806e-01	1.067868e+06	-2.988228e+02	6.056457e+02	4.321195e+00	9.930538e-01	1.461342e+00
