Logan Ref	Kappa2	BPnd	k2ref	MSE	LogLikelihood	AIC	%Cov Kappa2	%Cov BPnd	%Cov k2ref
ctx_lh_frontalpole	2.937368e-01	7.473797e-01	1.000000e+06	6.533150e-01	-5.204067e+00	1.840813e+01	3.054340e+01	2.569950e+00	NaN
ctx_lh_temporalpole	4.964379e-02	1.092942e+00	1.000000e+06	4.863405e-01	-4.318616e+00	1.663723e+01	4.988216e+00	2.305971e+00	NaN
ctx_lh_transversetemporal	1.330971e-01	1.924928e+00	1.000000e+06	3.577161e-02	3.510648e+00	9.787048e-01	2.798159e+00	3.423763e-01	NaN
ctx_lh_insula	4.839020e-02	1.857215e+00	1.000000e+06	1.199252e+00	-7.026248e+00	2.205250e+01	8.660718e+00	3.235554e+00	NaN
ctx_rh_bankssts	1.528573e-01	1.011710e+00	1.000000e+06	6.056373e-02	1.931023e+00	4.137954e+00	4.128116e+00	5.738230e-01	NaN
ctx_rh_caudalanteriorcingulate	9.137785e-02	1.520228e+00	1.000000e+06	2.858008e-01	-2.723773e+00	1.344755e+01	5.503770e+00	1.116171e+00	NaN
ctx_rh_caudalmiddlefrontal	6.812473e+00	7.318481e-01	1.000000e+06	6.962097e-03	8.420669e+00	-8.841338e+00	6.064073e+01	2.034660e-01	NaN
ctx_rh_cuneus	2.166403e-01	1.538928e+00	1.000000e+06	1.807820e-02	5.557992e+00	-3.115984e+00	3.004933e+00	2.351517e-01	NaN
ctx_rh_entorhinal	5.220690e-02	1.007054e+00	1.000000e+06	7.280418e-01	-5.528964e+00	1.905793e+01	6.301799e+00	2.864493e+00	NaN
ctx_rh_fusiform	1.013442e-01	8.044700e-01	1.000000e+06	1.378946e-02	6.370399e+00	-4.740798e+00	1.385078e+00	3.417547e-01	NaN
ctx_rh_inferiorparietal	3.652176e-01	8.678669e-01	1.000000e+06	1.142026e-03	1.384370e+01	-1.968740e+01	1.296284e+00	7.675088e-02	NaN
ctx_rh_inferiortemporal	1.669564e-01	6.146059e-01	1.000000e+06	3.384373e-02	3.676850e+00	6.463000e-01	3.299202e+00	5.493346e-01	NaN
ctx_rh_isthmuscingulate	1.449138e-01	1.076246e+00	1.000000e+06	1.017137e-01	3.756268e-01	7.248746e+00	5.088632e+00	7.318040e-01	NaN
ctx_rh_lateraloccipital	3.844534e-01	8.515219e-01	1.000000e+06	7.416217e-03	8.231104e+00	-8.462209e+00	3.367977e+00	1.893623e-01	NaN
ctx_rh_lateralorbitofrontal	1.770340e-01	1.157036e+00	1.000000e+06	2.401873e-02	4.705610e+00	-1.411219e+00	3.013196e+00	3.359645e-01	NaN
ctx_rh_lingual	1.592222e-01	1.163549e+00	1.000000e+06	1.020331e-01	3.662210e-01	7.267558e+00	5.808120e+00	7.307005e-01	NaN
ctx_rh_medialorbitofrontal	1.526497e-01	1.269030e+00	1.000000e+06	3.252926e-02	3.795692e+00	4.086165e-01	3.128669e+00	3.909872e-01	NaN
ctx_rh_middletemporal	1.718617e-01	8.186616e-01	1.000000e+06	1.462403e-02	6.194113e+00	-4.388225e+00	2.288405e+00	3.136158e-01	NaN
ctx_rh_parahippocampal	6.305423e-02	9.611478e-01	1.000000e+06	2.589687e+00	-9.335765e+00	2.667153e+01	1.285814e+01	4.868594e+00	NaN
ctx_rh_paracentral	1.768318e-01	1.296598e+00	1.000000e+06	9.552174e-02	5.640499e-01	6.871900e+00	6.142962e+00	6.555470e-01	NaN
ctx_rh_parsopercularis	8.802429e-01	1.026668e+00	1.000000e+06	4.909007e-03	9.468897e+00	-1.093779e+01	6.596954e+00	1.458471e-01	NaN
ctx_rh_parsorbitalis	6.911516e-01	7.881578e-01	1.000000e+06	1.385406e-01	-5.513777e-01	9.102755e+00	2.381799e+01	7.384649e-01	NaN
ctx_rh_parstriangularis	1.224070e+00	1.062752e+00	1.000000e+06	1.457234e-02	6.204736e+00	-4.409472e+00	1.520593e+01	2.349521e-01	NaN
ctx_rh_pericalcarine	3.952793e-01	1.960605e+00	1.000000e+06	3.284450e-02	3.766759e+00	4.664823e-01	7.191519e+00	2.730062e-01	NaN
ctx_rh_postcentral	1.429603e-01	1.482333e+00	1.000000e+06	3.065119e-02	3.974097e+00	5.180535e-02	2.802591e+00	3.524024e-01	NaN
ctx_rh_posteriorcingulate	1.386087e-01	1.523679e+00	1.000000e+06	1.484731e-01	-7.591006e-01	9.518201e+00	6.075447e+00	7.846762e-01	NaN
ctx_rh_precentral	1.149051e+00	8.698446e-01	1.000000e+06	4.765419e-02	2.650200e+00	2.699600e+00	2.454873e+01	4.389312e-01	NaN
ctx_rh_precuneus	3.075937e-01	1.081909e+00	1.000000e+06	2.542521e-02	4.534888e+00	-1.069775e+00	5.262165e+00	3.325964e-01	NaN
ctx_rh_rostralanteriorcingulate	6.249946e-02	1.603636e+00	1.000000e+06	5.559487e-01	-4.719916e+00	1.743983e+01	6.744824e+00	1.990426e+00	NaN
ctx_rh_rostralmiddlefrontal	7.183492e-01	9.183307e-01	1.000000e+06	8.705918e-03	7.750103e+00	-7.500205e+00	6.763616e+00	1.910766e-01	NaN
ctx_rh_superiorfrontal	1.433467e+00	7.889769e-01	1.000000e+06	2.990845e-02	4.047689e+00	-9.537724e-02	2.474728e+01	3.754975e-01	NaN
ctx_rh_superiorparietal	3.286450e-01	9.343443e-01	1.000000e+06	8.061785e-03	7.980706e+00	-7.961413e+00	3.022608e+00	1.910282e-01	NaN
ctx_rh_superiortemporal	8.707476e-02	1.206702e+00	1.000000e+06	1.238516e-01	-2.151418e-01	8.430284e+00	3.787055e+00	9.070035e-01	NaN
ctx_rh_supramarginal	2.089765e-01	1.015334e+00	1.000000e+06	3.307370e-02	3.745896e+00	5.082081e-01	4.101523e+00	4.029892e-01	NaN
ctx_rh_frontalpole	4.798879e-01	7.253379e-01	1.000000e+06	9.645993e-02	5.347284e-01	6.930543e+00	1.661581e+01	8.456420e-01	NaN
ctx_rh_temporalpole	4.135956e-02	1.188525e+00	1.000000e+06	5.456386e-01	-4.663759e+00	1.732752e+01	5.044293e+00	2.628615e+00	NaN
ctx_rh_transversetemporal	4.003729e-01	1.830210e+00	1.000000e+06	5.051387e-02	2.475368e+00	3.049265e+00	9.523497e+00	3.691528e-01	NaN
ctx_rh_insula	4.855754e-02	1.806565e+00	1.000000e+06	4.014366e-01	-3.743037e+00	1.548607e+01	4.856153e+00	1.820721e+00	NaN
