SRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_rh_entorhinal	9.335370e-02	5.032125e-01	6.577829e-01	6.864944e+05	-2.908859e+02	5.897718e+02	4.834700e+00	1.433608e+00	3.663096e+00
ctx_rh_fusiform	9.335370e-02	7.126498e-01	4.531909e-01	3.765733e+05	-2.800819e+02	5.681637e+02	4.834700e+00	9.725023e-01	2.446074e+00
ctx_rh_inferiorparietal	9.335370e-02	8.974512e-01	3.322196e-01	2.450059e+05	-2.723275e+02	5.526550e+02	4.834700e+00	7.735348e-01	2.179839e+00
ctx_rh_inferiortemporal	9.335370e-02	7.248847e-01	3.084967e-01	4.830456e+05	-2.845609e+02	5.771218e+02	4.834700e+00	1.171884e+00	3.723524e+00
ctx_rh_isthmuscingulate	9.335370e-02	8.409423e-01	5.214209e-01	1.249413e+06	-3.016586e+02	6.113172e+02	4.834700e+00	1.622149e+00	3.548514e+00
ctx_rh_lateraloccipital	9.335370e-02	8.314375e-01	3.389650e-01	8.167102e+05	-2.940321e+02	5.960642e+02	4.834700e+00	1.437284e+00	4.092731e+00
ctx_rh_lateralorbitofrontal	9.335370e-02	9.061627e-01	5.667985e-01	3.681581e+05	-2.796547e+02	5.673095e+02	4.834700e+00	8.426239e-01	1.718990e+00
ctx_rh_lingual	9.335370e-02	8.669587e-01	5.399314e-01	1.070375e+06	-2.988792e+02	6.057584e+02	4.834700e+00	1.474476e+00	3.132463e+00
ctx_rh_medialorbitofrontal	9.335370e-02	8.843035e-01	5.985175e-01	6.886065e+05	-2.909256e+02	5.898513e+02	4.834700e+00	1.145866e+00	2.293711e+00
ctx_rh_middletemporal	9.335370e-02	8.105027e-01	4.325000e-01	5.101337e+05	-2.855432e+02	5.790865e+02	4.834700e+00	1.092493e+00	2.690664e+00
ctx_rh_parahippocampal	9.335370e-02	6.165969e-01	5.464198e-01	1.593621e+06	-3.060352e+02	6.200703e+02	4.834700e+00	2.046572e+00	4.991953e+00
ctx_rh_paracentral	9.335370e-02	8.998930e-01	5.615706e-01	7.281691e+05	-2.919309e+02	5.918618e+02	4.834700e+00	1.190358e+00	2.445818e+00
ctx_rh_parsopercularis	9.335370e-02	1.062423e+00	4.838912e-01	7.842980e+05	-2.932743e+02	5.945487e+02	4.834700e+00	1.223406e+00	2.588541e+00
ctx_rh_parsorbitalis	9.335370e-02	9.229247e-01	3.354832e-01	7.901766e+05	-2.934033e+02	5.948067e+02	4.834700e+00	1.376597e+00	3.821232e+00
ctx_rh_parstriangularis	9.335370e-02	1.049882e+00	4.683356e-01	7.314520e+05	-2.920148e+02	5.920295e+02	4.834700e+00	1.194381e+00	2.584713e+00
ctx_rh_pericalcarine	9.335370e-02	1.086654e+00	7.183327e-01	1.490840e+06	-3.048317e+02	6.176633e+02	4.834700e+00	1.505242e+00	2.580564e+00
ctx_rh_postcentral	9.335370e-02	8.643698e-01	5.503481e-01	4.110499e+05	-2.816450e+02	5.712900e+02	4.834700e+00	9.104752e-01	1.917024e+00
ctx_rh_posteriorcingulate	9.335370e-02	1.014951e+00	7.886605e-01	1.137130e+06	-2.999541e+02	6.079082e+02	4.834700e+00	1.305098e+00	2.198758e+00
ctx_rh_precentral	9.335370e-02	9.794696e-01	3.650842e-01	3.581011e+05	-2.791630e+02	5.663259e+02	4.834700e+00	8.981464e-01	2.315603e+00
ctx_rh_precuneus	9.335370e-02	9.904362e-01	5.131838e-01	5.057193e+05	-2.853691e+02	5.787382e+02	4.834700e+00	9.860285e-01	2.061328e+00
ctx_rh_rostralanteriorcingulate	9.335370e-02	8.121752e-01	7.602381e-01	1.402281e+06	-3.037332e+02	6.154663e+02	4.834700e+00	1.586023e+00	2.954724e+00
ctx_rh_rostralmiddlefrontal	9.335370e-02	9.729861e-01	3.649444e-01	3.458932e+05	-2.785564e+02	5.651129e+02	4.834700e+00	8.842130e-01	2.284760e+00
ctx_rh_superiorfrontal	9.335370e-02	9.523157e-01	2.984660e-01	3.214956e+05	-2.772183e+02	5.624365e+02	4.834700e+00	8.899457e-01	2.652356e+00
ctx_rh_superiorparietal	9.335370e-02	8.033672e-01	2.840825e-01	3.392635e+05	-2.781833e+02	5.643666e+02	4.834700e+00	9.638504e-01	3.133061e+00
ctx_rh_superiortemporal	9.335370e-02	7.759040e-01	6.589614e-01	4.329367e+05	-2.825770e+02	5.731540e+02	4.834700e+00	9.300888e-01	1.873097e+00
ctx_rh_supramarginal	9.335370e-02	8.964590e-01	4.627346e-01	3.364586e+05	-2.780345e+02	5.640690e+02	4.834700e+00	8.477103e-01	1.939883e+00
ctx_rh_frontalpole	9.335370e-02	8.728381e-01	2.975213e-01	1.486515e+06	-3.047789e+02	6.175578e+02	4.834700e+00	1.957045e+00	6.000373e+00
ctx_rh_temporalpole	9.335370e-02	5.048689e-01	6.677833e-01	1.218892e+06	-3.012293e+02	6.104586e+02	4.834700e+00	1.901614e+00	4.823979e+00
ctx_rh_transversetemporal	9.335370e-02	1.099114e+00	8.392925e-01	3.160421e+06	-3.183602e+02	6.447204e+02	4.834700e+00	2.081884e+00	3.330299e+00
ctx_rh_insula	9.335370e-02	7.787682e-01	9.743447e-01	8.461612e+05	-2.946341e+02	5.972683e+02	4.834700e+00	1.173733e+00	2.061284e+00
