SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
csf	2.917507e-01	3.817117e-03	-1.599911e+05	1.235540e+05	-2.600016e+02	5.280033e+02	1.211675e+00	2.526905e+00	-4.767323e-19
left_accumbens_area	8.743869e-01	7.517187e-02	1.528750e+00	8.436260e+06	-3.360337e+02	6.800673e+02	6.076038e+00	1.271243e+01	7.737606e+00
left_ventraldc	7.039233e-01	3.871740e-02	1.829876e+00	5.546388e+05	-2.870376e+02	5.820752e+02	1.670400e+00	4.533187e+00	6.195696e+00
left_choroid_plexus	5.760862e-01	-1.029917e-02	-5.148657e-01	2.793462e+06	-3.161363e+02	6.402726e+02	3.423238e+00	-5.988749e+01	-1.768633e+01
right_cerebral_white_matter	6.208598e-01	2.303091e-02	3.360867e-01	2.668086e+04	-2.324163e+02	4.728327e+02	4.290029e-01	2.821680e+00	4.864680e+00
right_cerebellum_white_matter	7.835832e-01	2.855410e-02	1.377025e-01	1.137510e+05	-2.585189e+02	5.250379e+02	7.543586e-01	9.302785e+00	1.295027e+01
right_cerebellum_cortex	8.874400e-01	2.004675e-02	-1.555964e-02	1.865339e+04	-2.259727e+02	4.599453e+02	2.582304e-01	1.906725e+01	-6.565726e+01
right_thalamus	9.555414e-01	4.101637e-02	2.490216e+00	7.519418e+05	-2.925100e+02	5.930199e+02	1.408109e+00	5.388612e+00	7.036332e+00
right_caudate	7.841203e-01	6.722095e-02	1.000764e+00	9.620332e+05	-2.969545e+02	6.019091e+02	2.371262e+00	5.565519e+00	3.350906e+00
right_putamen	9.820140e-01	6.428109e-02	1.755583e+00	8.198794e+05	-2.940709e+02	5.961417e+02	1.589848e+00	4.404064e+00	3.070695e+00
right_pallidum	6.067140e-01	3.656981e-02	1.586003e+00	1.039634e+06	-2.983470e+02	6.046940e+02	2.664413e+00	6.342668e+00	9.208749e+00
right_hippocampus	7.421892e-01	3.997031e-02	5.838956e-01	5.368177e+05	-2.864603e+02	5.809205e+02	1.732343e+00	7.534664e+00	6.577121e+00
right_amygdala	6.173662e-01	4.789088e-02	1.953360e+00	1.079053e+06	-2.990104e+02	6.060208e+02	2.718268e+00	4.671153e+00	5.938105e+00
right_accumbens_area	8.595270e-01	5.062416e-02	1.851968e+00	5.494612e+06	-3.283087e+02	6.646175e+02	4.467801e+00	1.236516e+01	1.202676e+01
right_ventraldc	7.321643e-01	3.500841e-02	2.266567e+00	7.013426e+05	-2.912586e+02	5.905172e+02	1.758422e+00	5.418329e+00	8.882853e+00
right_choroid_plexus	5.456088e-01	6.098594e-06	-1.001422e+00	2.829395e+06	-3.163660e+02	6.407321e+02	4.003639e+00	1.697779e+05	-2.427521e+02
aircavity	2.070083e-01	1.538471e-03	6.152699e+04	7.617530e+04	-2.514648e+02	5.109295e+02	1.340878e+00	4.922858e+00	1.070385e-18
skull	2.407921e-01	-1.710464e-03	-8.502517e-01	1.004989e+05	-2.564351e+02	5.208703e+02	1.676036e+00	-8.104865e+01	-6.979866e+00
vermis	8.009473e-01	2.682613e-02	-1.011475e-01	1.110469e+06	-2.995366e+02	6.070731e+02	2.409601e+00	9.910564e+01	-4.214333e+01
pons	6.825431e-01	4.200539e-02	8.810070e-01	2.164304e+05	-2.700930e+02	5.481859e+02	1.164516e+00	3.483795e+00	3.379477e+00
csf_extracerebral	6.031662e-01	1.416525e-02	-1.252041e-01	2.493120e+04	-2.311915e+02	4.703829e+02	4.228220e-01	9.102294e+00	-1.411794e+01
head_extracerebral	1.823887e-01	1.779095e-03	-1.468863e+00	1.608065e+05	-2.649534e+02	5.379069e+02	2.979741e+00	5.597045e+01	-4.729623e+01
ctx_lh_bankssts	9.975192e-01	8.547619e-02	4.775770e-01	1.132499e+06	-2.998836e+02	6.077672e+02	2.513717e+00	1.403688e+01	4.216742e+00
ctx_lh_caudalanteriorcingulate	9.315584e-01	6.923267e-02	7.834042e-01	1.701564e+06	-3.072089e+02	6.224177e+02	2.785001e+00	1.036262e+01	4.713513e+00
ctx_lh_caudalmiddlefrontal	1.056049e+00	3.017295e-01	2.287439e-01	2.867015e+05	-2.751537e+02	5.583074e+02	1.482518e+00	2.042194e+01	4.659598e+00
ctx_lh_cuneus	1.092692e+00	1.240446e-01	5.361568e-01	5.771384e+05	-2.877534e+02	5.835069e+02	1.972731e+00	1.117105e+01	2.228251e+00
ctx_lh_entorhinal	6.640659e-01	5.810918e-02	6.968682e-01	9.217754e+05	-2.961750e+02	6.003499e+02	2.757146e+00	6.353699e+00	4.589141e+00
ctx_lh_fusiform	8.870181e-01	6.725325e-02	4.665937e-01	3.588649e+05	-2.791952e+02	5.663904e+02	1.431848e+00	6.741392e+00	3.003469e+00
ctx_lh_inferiorparietal	8.716524e-01	3.333630e-01	2.151375e-01	2.894745e+05	-2.753304e+02	5.586609e+02	1.664453e+00	8.403027e+00	4.739515e+00
ctx_lh_inferiortemporal	8.902451e-01	8.210402e-02	3.031047e-01	2.400597e+05	-2.719594e+02	5.519188e+02	1.354840e+00	7.492660e+00	2.877164e+00
ctx_lh_isthmuscingulate	9.721414e-01	9.991967e-02	3.556063e-01	9.256672e+05	-2.962512e+02	6.005024e+02	2.658571e+00	1.610382e+01	4.410096e+00
ctx_lh_lateraloccipital	9.231341e-01	2.833960e-01	2.666850e-01	2.861366e+05	-2.751211e+02	5.582423e+02	1.888593e+00	1.135199e+01	4.141693e+00
ctx_lh_lateralorbitofrontal	1.035964e+00	1.040727e-01	5.089713e-01	2.709151e+05	-2.741360e+02	5.562720e+02	1.299260e+00	6.972232e+00	1.723381e+00
ctx_lh_lingual	1.089544e+00	7.768880e-02	4.745301e-01	6.861581e+05	-2.908672e+02	5.897345e+02	1.712808e+00	1.402839e+01	3.569373e+00
ctx_lh_medialorbitofrontal	9.647564e-01	7.125925e-02	6.394951e-01	8.442190e+05	-2.945927e+02	5.971854e+02	1.976024e+00	8.998312e+00	3.561794e+00
ctx_lh_middletemporal	9.185574e-01	1.227996e-01	3.361421e-01	3.779366e+05	-2.801288e+02	5.682577e+02	2.061879e+00	9.937016e+00	2.791974e+00
ctx_lh_parahippocampal	7.725865e-01	4.535781e-02	6.103408e-01	9.169211e+05	-2.960799e+02	6.001598e+02	2.234639e+00	9.158207e+00	6.927986e+00
ctx_lh_paracentral	9.775801e-01	9.122805e-02	4.937865e-01	6.051041e+05	-2.886049e+02	5.852098e+02	1.927161e+00	9.463817e+00	2.864362e+00
ctx_lh_parsopercularis	1.020815e+00	3.942551e-01	4.154391e-01	6.758597e+05	-2.905960e+02	5.891920e+02	2.159658e+00	1.095467e+01	3.726885e+00
ctx_lh_parsorbitalis	9.444171e-01	2.518167e-01	3.155456e-01	6.672045e+05	-2.903614e+02	5.887227e+02	3.397824e+00	1.908745e+01	5.435227e+00
ctx_lh_parstriangularis	1.153116e+00	1.323203e-01	5.385953e-01	6.483498e+05	-2.898424e+02	5.876849e+02	2.060935e+00	1.393658e+01	2.309772e+00
ctx_lh_pericalcarine	1.378043e+00	6.625202e-02	6.294254e-01	1.536388e+06	-3.053765e+02	6.187531e+02	1.819254e+00	3.631379e+01	5.271000e+00
ctx_lh_postcentral	9.036948e-01	1.057391e-01	3.805503e-01	5.059891e+05	-2.853797e+02	5.787595e+02	2.162942e+00	9.525639e+00	2.996967e+00
ctx_lh_posteriorcingulate	1.037787e+00	8.429950e-02	5.826050e-01	1.372354e+06	-3.033401e+02	6.146802e+02	2.556073e+00	1.370645e+01	4.072161e+00
ctx_lh_precentral	9.821908e-01	2.849059e-01	2.818166e-01	1.702251e+05	-2.657712e+02	5.395423e+02	1.380954e+00	1.023066e+01	3.029577e+00
ctx_lh_precuneus	1.069504e+00	1.061395e-01	3.790220e-01	3.765694e+05	-2.800626e+02	5.681252e+02	1.581280e+00	1.294760e+01	2.590780e+00
ctx_lh_rostralanteriorcingulate	9.973906e-01	6.809753e-02	7.398371e-01	8.736272e+05	-2.952120e+02	5.984240e+02	1.869314e+00	8.638724e+00	3.540317e+00
ctx_lh_rostralmiddlefrontal	1.012751e+00	1.542810e-01	4.188013e-01	3.752777e+05	-2.800052e+02	5.680104e+02	2.087221e+00	1.102024e+01	2.243368e+00
ctx_lh_superiorfrontal	1.086295e+00	9.284996e-02	3.791790e-01	2.521707e+05	-2.728442e+02	5.536884e+02	1.179454e+00	1.106449e+01	2.262328e+00
ctx_lh_superiorparietal	8.783607e-01	1.240157e-01	2.197564e-01	2.240321e+05	-2.707193e+02	5.494387e+02	1.775967e+00	9.807033e+00	3.275890e+00
ctx_lh_superiortemporal	8.734995e-01	8.233834e-02	5.099063e-01	4.329707e+05	-2.825739e+02	5.731478e+02	1.724726e+00	6.444635e+00	2.561221e+00
ctx_lh_supramarginal	1.016767e+00	9.712422e-02	3.525884e-01	3.121160e+05	-2.766820e+02	5.613641e+02	1.453780e+00	1.071149e+01	2.614990e+00
ctx_lh_frontalpole	9.847671e-01	1.298793e-01	5.012142e-01	8.626268e+05	-2.949880e+02	5.979761e+02	2.794334e+00	1.183540e+01	2.859013e+00
ctx_lh_temporalpole	6.955289e-01	5.368892e-02	7.069559e-01	8.817289e+05	-2.953773e+02	5.987545e+02	2.509137e+00	6.692177e+00	4.982300e+00
ctx_lh_transversetemporal	1.194413e+00	8.390372e-02	8.095733e-01	1.614758e+06	-3.062677e+02	6.205353e+02	2.265948e+00	1.363953e+01	3.629827e+00
ctx_lh_insula	9.220778e-01	6.115509e-02	9.139033e-01	4.772400e+05	-2.843257e+02	5.766515e+02	1.398876e+00	5.139871e+00	2.772300e+00
ctx_rh_bankssts	9.726393e-01	8.384032e-02	4.340138e-01	1.582824e+06	-3.059118e+02	6.198236e+02	3.063928e+00	1.726197e+01	5.441247e+00
ctx_rh_caudalanteriorcingulate	1.094078e+00	6.579599e-02	6.605382e-01	1.433204e+06	-3.041194e+02	6.162388e+02	2.192334e+00	1.484229e+01	5.003573e+00
ctx_rh_caudalmiddlefrontal	1.090490e+00	3.074938e-01	1.972646e-01	3.296871e+05	-2.776694e+02	5.633388e+02	1.476755e+00	3.361873e+01	5.676542e+00
ctx_rh_cuneus	1.064603e+00	1.378831e-01	4.617058e-01	5.983642e+05	-2.884029e+02	5.848057e+02	2.277222e+00	1.336515e+01	2.550764e+00
ctx_rh_entorhinal	7.179440e-01	5.209416e-02	7.530768e-01	1.413759e+06	-3.038772e+02	6.157545e+02	3.029016e+00	8.579561e+00	6.433648e+00
ctx_rh_fusiform	8.378486e-01	7.686020e-02	3.977688e-01	2.708522e+05	-2.741313e+02	5.562625e+02	1.427842e+00	5.816384e+00	2.578736e+00
ctx_rh_inferiorparietal	9.562715e-01	1.237045e-01	2.105581e-01	1.726012e+05	-2.660251e+02	5.400502e+02	1.436760e+00	1.171216e+01	3.001933e+00
ctx_rh_inferiortemporal	8.796444e-01	6.835896e-02	3.300877e-01	3.411786e+05	-2.782881e+02	5.645763e+02	1.479060e+00	8.335295e+00	3.700171e+00
ctx_rh_isthmuscingulate	9.716194e-01	7.292526e-02	3.444974e-01	1.516871e+06	-3.051463e+02	6.182926e+02	2.894794e+00	2.133188e+01	7.128313e+00
ctx_rh_lateraloccipital	8.536491e-01	2.820595e-01	2.367709e-01	3.432193e+05	-2.783923e+02	5.647847e+02	2.182595e+00	1.073510e+01	5.074791e+00
ctx_rh_lateralorbitofrontal	1.018628e+00	8.157634e-02	4.976088e-01	4.147616e+05	-2.818042e+02	5.716083e+02	1.446804e+00	8.589806e+00	2.571130e+00
ctx_rh_lingual	1.042618e+00	7.760391e-02	4.692936e-01	5.989565e+05	-2.884175e+02	5.848350e+02	1.674211e+00	1.173509e+01	3.364718e+00
ctx_rh_medialorbitofrontal	9.667857e-01	7.670219e-02	5.275145e-01	5.605841e+05	-2.872279e+02	5.824559e+02	1.707085e+00	8.563994e+00	3.032771e+00
ctx_rh_middletemporal	9.329374e-01	8.654900e-02	3.537386e-01	3.062716e+05	-2.763418e+02	5.606836e+02	1.471651e+00	8.312912e+00	2.758194e+00
ctx_rh_parahippocampal	7.164126e-01	4.914898e-02	6.196224e-01	9.479566e+05	-2.966830e+02	6.013660e+02	2.500133e+00	8.068992e+00	6.208182e+00
ctx_rh_paracentral	1.012582e+00	9.820804e-02	4.801897e-01	6.792060e+05	-2.906815e+02	5.893630e+02	2.059993e+00	1.113656e+01	2.957079e+00
ctx_rh_parsopercularis	1.113975e+00	3.388534e-01	3.081971e-01	3.976680e+05	-2.810474e+02	5.700948e+02	1.577609e+00	1.970990e+01	3.975529e+00
ctx_rh_parsorbitalis	1.032358e+00	1.453684e-01	3.549661e-01	6.541692e+05	-2.900059e+02	5.880119e+02	2.678489e+00	1.832340e+01	3.486119e+00
ctx_rh_parstriangularis	1.096561e+00	1.014790e-01	3.941312e-01	4.964940e+05	-2.850378e+02	5.780756e+02	1.713553e+00	1.536871e+01	2.931193e+00
ctx_rh_pericalcarine	1.360110e+00	6.948516e-02	6.432126e-01	1.622879e+06	-3.063627e+02	6.207254e+02	1.922670e+00	3.233982e+01	5.064544e+00
ctx_rh_postcentral	9.514789e-01	8.956390e-02	3.425461e-01	5.050175e+05	-2.853450e+02	5.786900e+02	1.896060e+00	1.154137e+01	3.562868e+00
ctx_rh_posteriorcingulate	1.069428e+00	1.093403e-01	5.605416e-01	1.020714e+06	-2.980100e+02	6.040199e+02	2.464759e+00	1.304826e+01	3.011943e+00
ctx_rh_precentral	1.025029e+00	3.201789e-01	2.179569e-01	1.744083e+05	-2.662072e+02	5.404145e+02	1.123805e+00	1.282362e+01	3.698544e+00
ctx_rh_precuneus	9.030305e-01	3.441184e-01	2.742951e-01	3.738290e+05	-2.799353e+02	5.678706e+02	1.838864e+00	9.011499e+00	4.252674e+00
ctx_rh_rostralanteriorcingulate	1.019926e+00	9.826585e-02	5.896728e-01	9.521260e+05	-2.967592e+02	6.015183e+02	2.331650e+00	1.072226e+01	2.983554e+00
ctx_rh_rostralmiddlefrontal	1.045382e+00	1.172678e-01	3.516933e-01	2.172934e+05	-2.701673e+02	5.483345e+02	1.323448e+00	1.022051e+01	2.043730e+00
ctx_rh_superiorfrontal	9.711267e-01	3.285061e-01	2.596969e-01	1.497202e+05	-2.634659e+02	5.349318e+02	1.104911e+00	7.869472e+00	2.886070e+00
ctx_rh_superiorparietal	9.072864e-01	7.966464e-02	1.932281e-01	2.944541e+05	-2.756348e+02	5.592697e+02	1.518974e+00	1.217724e+01	4.820614e+00
ctx_rh_superiortemporal	9.108785e-01	6.563026e-02	5.516781e-01	3.647652e+05	-2.794880e+02	5.669759e+02	1.361221e+00	6.288651e+00	2.798556e+00
ctx_rh_supramarginal	1.021624e+00	7.610239e-02	2.956043e-01	2.058139e+05	-2.691868e+02	5.463736e+02	1.054339e+00	1.073794e+01	2.870636e+00
ctx_rh_frontalpole	9.330033e-01	1.084520e-01	3.738517e-01	1.245516e+06	-3.015997e+02	6.111994e+02	3.347238e+00	1.633322e+01	4.731385e+00
ctx_rh_temporalpole	6.735066e-01	5.055069e-02	7.695540e-01	6.754951e+05	-2.905801e+02	5.891603e+02	2.208328e+00	5.663425e+00	4.616317e+00
ctx_rh_transversetemporal	1.337043e+00	7.548800e-02	7.012928e-01	2.289488e+06	-3.125561e+02	6.331122e+02	2.367347e+00	2.888554e+01	5.228737e+00
ctx_rh_insula	9.326910e-01	5.531725e-02	8.396592e-01	3.086646e+05	-2.764820e+02	5.609641e+02	1.093021e+00	4.752067e+00	2.649539e+00
