MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
head_extracerebral	6.776418e-02	1.568443e-01	-5.301145e-01	7.224246e+05	-2.924806e+02	5.929611e+02	4.672814e+00	3.878692e+00	-4.079544e+00
ctx_lh_bankssts	6.776418e-02	1.593575e+00	1.025834e+00	3.796642e+06	-3.216902e+02	6.513803e+02	4.672814e+00	1.105043e+00	1.089737e+00
ctx_lh_caudalanteriorcingulate	6.776418e-02	1.460043e+00	1.819057e+00	7.042888e+06	-3.328152e+02	6.736303e+02	4.672814e+00	1.416887e+00	1.640924e+00
ctx_lh_caudalmiddlefrontal	6.776418e-02	1.744446e+00	6.415058e-01	2.921289e+06	-3.170072e+02	6.420144e+02	4.672814e+00	1.009446e+00	9.816326e-01
ctx_lh_cuneus	6.776418e-02	2.070101e+00	1.497137e+00	1.226278e+07	-3.427865e+02	6.935730e+02	4.672814e+00	1.556125e+00	1.227590e+00
ctx_lh_entorhinal	6.776418e-02	9.809222e-01	1.475967e+00	3.403707e+06	-3.197897e+02	6.475794e+02	4.672814e+00	1.347021e+00	2.200155e+00
ctx_lh_fusiform	6.776418e-02	1.162836e+00	8.709946e-01	1.322870e+06	-3.027158e+02	6.134317e+02	4.672814e+00	8.180045e-01	1.098186e+00
ctx_lh_inferiorparietal	6.776418e-02	1.604999e+00	7.822674e-01	2.813874e+06	-3.164063e+02	6.408125e+02	4.672814e+00	9.990490e-01	1.003757e+00
ctx_lh_inferiortemporal	6.776418e-02	1.341863e+00	7.215380e-01	1.544543e+06	-3.055461e+02	6.190923e+02	4.672814e+00	8.325565e-01	1.000054e+00
ctx_lh_isthmuscingulate	6.776418e-02	1.505687e+00	8.159234e-01	5.774139e+06	-3.293279e+02	6.666558e+02	4.672814e+00	1.471891e+00	1.558111e+00
ctx_lh_lateraloccipital	6.776418e-02	1.854180e+00	9.796395e-01	5.808478e+06	-3.293485e+02	6.666969e+02	4.672814e+00	1.262540e+00	1.083118e+00
ctx_lh_lateralorbitofrontal	6.776418e-02	1.638005e+00	1.073854e+00	1.985308e+06	-3.100795e+02	6.281590e+02	4.672814e+00	7.769456e-01	7.460802e-01
ctx_lh_lingual	6.776418e-02	1.907444e+00	1.197351e+00	4.960968e+06	-3.264841e+02	6.609682e+02	4.672814e+00	1.098464e+00	9.175363e-01
ctx_lh_medialorbitofrontal	6.776418e-02	1.464316e+00	1.274811e+00	4.342620e+06	-3.241250e+02	6.562500e+02	4.672814e+00	1.193053e+00	1.287099e+00
ctx_lh_middletemporal	6.776418e-02	1.428610e+00	7.778985e-01	2.810742e+06	-3.164676e+02	6.409352e+02	4.672814e+00	1.067137e+00	1.192820e+00
ctx_lh_parahippocampal	6.776418e-02	9.317260e-01	1.051883e+00	2.939637e+06	-3.170501e+02	6.421001e+02	4.672814e+00	1.379519e+00	2.296787e+00
ctx_lh_paracentral	6.776418e-02	1.545439e+00	1.113392e+00	4.364973e+06	-3.241753e+02	6.563505e+02	4.672814e+00	1.181662e+00	1.196138e+00
ctx_lh_parsopercularis	6.776418e-02	1.868179e+00	1.052403e+00	4.099273e+06	-3.231683e+02	6.543367e+02	4.672814e+00	1.041747e+00	8.882099e-01
ctx_lh_parsorbitalis	6.776418e-02	1.740401e+00	9.533044e-01	7.838498e+06	-3.347870e+02	6.775739e+02	4.672814e+00	1.526388e+00	1.387112e+00
ctx_lh_parstriangularis	6.776418e-02	1.909083e+00	1.260332e+00	3.429045e+06	-3.199528e+02	6.479055e+02	4.672814e+00	9.017263e-01	7.565410e-01
ctx_lh_pericalcarine	6.776418e-02	3.224085e+00	2.006495e+00	1.923844e+07	-3.508672e+02	7.097344e+02	4.672814e+00	1.405902e+00	7.907713e-01
ctx_lh_postcentral	6.776418e-02	1.603948e+00	1.164277e+00	5.585505e+06	-3.288044e+02	6.656088e+02	4.672814e+00	1.297229e+00	1.271189e+00
ctx_lh_posteriorcingulate	6.776418e-02	1.500712e+00	1.130756e+00	5.219886e+06	-3.275080e+02	6.630160e+02	4.672814e+00	1.320104e+00	1.381005e+00
ctx_lh_precentral	6.776418e-02	1.795777e+00	8.318194e-01	6.213235e+06	-3.305918e+02	6.691836e+02	4.672814e+00	1.375143e+00	1.232797e+00
ctx_lh_precuneus	6.776418e-02	1.590834e+00	7.861044e-01	2.219847e+06	-3.120742e+02	6.321483e+02	4.672814e+00	8.909973e-01	9.017344e-01
ctx_lh_rostralanteriorcingulate	6.776418e-02	1.394310e+00	1.369512e+00	3.052527e+06	-3.177284e+02	6.434568e+02	4.672814e+00	1.015460e+00	1.158885e+00
ctx_lh_rostralmiddlefrontal	6.776418e-02	1.703678e+00	1.061365e+00	2.834637e+06	-3.166021e+02	6.412042e+02	4.672814e+00	9.107353e-01	8.437830e-01
ctx_lh_superiorfrontal	6.776418e-02	1.634297e+00	8.145163e-01	1.038653e+06	-2.984032e+02	6.048064e+02	4.672814e+00	5.973139e-01	5.873929e-01
ctx_lh_superiorparietal	6.776418e-02	1.561490e+00	7.651597e-01	3.994122e+06	-3.226848e+02	6.533696e+02	4.672814e+00	1.211268e+00	1.249047e+00
ctx_lh_superiortemporal	6.776418e-02	1.293451e+00	1.092902e+00	2.044002e+06	-3.106362e+02	6.292724e+02	4.672814e+00	9.110107e-01	1.095541e+00
ctx_lh_supramarginal	6.776418e-02	1.616387e+00	8.314703e-01	1.992003e+06	-3.101630e+02	6.283260e+02	4.672814e+00	8.268920e-01	8.180159e-01
ctx_lh_frontalpole	6.776418e-02	1.741910e+00	1.359717e+00	7.075083e+06	-3.328855e+02	6.737711e+02	4.672814e+00	1.337214e+00	1.226155e+00
ctx_lh_temporalpole	6.776418e-02	9.961217e-01	1.572322e+00	2.865432e+06	-3.167389e+02	6.414779e+02	4.672814e+00	1.217069e+00	1.989945e+00
ctx_lh_transversetemporal	6.776418e-02	2.008021e+00	1.558565e+00	8.351740e+06	-3.358568e+02	6.797136e+02	4.672814e+00	1.303209e+00	1.072313e+00
ctx_lh_insula	6.776418e-02	1.220585e+00	1.741100e+00	1.423401e+06	-3.040006e+02	6.160012e+02	4.672814e+00	7.276809e-01	9.951452e-01
ctx_rh_bankssts	6.776418e-02	1.442179e+00	8.786762e-01	6.095308e+06	-3.301781e+02	6.683562e+02	4.672814e+00	1.534900e+00	1.678042e+00
ctx_rh_caudalanteriorcingulate	6.776418e-02	1.532806e+00	1.284229e+00	4.231243e+06	-3.236081e+02	6.552162e+02	4.672814e+00	1.143958e+00	1.186083e+00
ctx_rh_caudalmiddlefrontal	6.776418e-02	1.699044e+00	5.553187e-01	2.925477e+06	-3.170348e+02	6.420696e+02	4.672814e+00	1.051637e+00	1.091877e+00
ctx_rh_cuneus	6.776418e-02	1.997149e+00	1.380111e+00	7.763012e+06	-3.345365e+02	6.770731e+02	4.672814e+00	1.290494e+00	1.044615e+00
ctx_rh_entorhinal	6.776418e-02	1.041533e+00	1.526151e+00	4.545720e+06	-3.248965e+02	6.577929e+02	4.672814e+00	1.492397e+00	2.314614e+00
ctx_rh_fusiform	6.776418e-02	1.131892e+00	7.981176e-01	1.595369e+06	-3.061152e+02	6.202303e+02	4.672814e+00	9.266457e-01	1.287703e+00
ctx_rh_inferiorparietal	6.776418e-02	1.541720e+00	6.592799e-01	2.158724e+06	-3.115863e+02	6.311726e+02	4.672814e+00	9.225971e-01	9.941840e-01
ctx_rh_inferiortemporal	6.776418e-02	1.240248e+00	6.973813e-01	1.216668e+06	-3.013552e+02	6.107103e+02	4.672814e+00	7.801824e-01	1.017539e+00
ctx_rh_isthmuscingulate	6.776418e-02	1.376601e+00	7.481272e-01	6.087647e+06	-3.302473e+02	6.684945e+02	4.672814e+00	1.616974e+00	1.889596e+00
ctx_rh_lateraloccipital	6.776418e-02	1.672026e+00	8.645103e-01	5.082665e+06	-3.269416e+02	6.618831e+02	4.672814e+00	1.285762e+00	1.224626e+00
ctx_rh_lateralorbitofrontal	6.776418e-02	1.538050e+00	9.927223e-01	1.744307e+06	-3.076807e+02	6.233614e+02	4.672814e+00	7.694299e-01	7.863897e-01
ctx_rh_lingual	6.776418e-02	1.861795e+00	1.232190e+00	4.995009e+06	-3.266134e+02	6.612269e+02	4.672814e+00	1.110126e+00	9.512408e-01
ctx_rh_medialorbitofrontal	6.776418e-02	1.494336e+00	1.133772e+00	2.456413e+06	-3.138261e+02	6.356523e+02	4.672814e+00	9.048927e-01	9.499294e-01
ctx_rh_middletemporal	6.776418e-02	1.391142e+00	7.727371e-01	1.973625e+06	-3.100904e+02	6.281808e+02	4.672814e+00	9.109120e-01	1.045477e+00
ctx_rh_parahippocampal	6.776418e-02	8.787238e-01	1.177343e+00	2.992274e+06	-3.173777e+02	6.427553e+02	4.672814e+00	1.424553e+00	2.522925e+00
ctx_rh_paracentral	6.776418e-02	1.630072e+00	1.088557e+00	3.951954e+06	-3.224200e+02	6.528400e+02	4.672814e+00	1.095812e+00	1.056540e+00
ctx_rh_parsopercularis	6.776418e-02	1.984357e+00	8.780352e-01	5.094583e+06	-3.269627e+02	6.619254e+02	4.672814e+00	1.168901e+00	9.526524e-01
ctx_rh_parsorbitalis	6.776418e-02	1.748935e+00	9.852286e-01	4.254833e+06	-3.237958e+02	6.555915e+02	4.672814e+00	1.116083e+00	1.010823e+00
ctx_rh_parstriangularis	6.776418e-02	1.838181e+00	1.031544e+00	2.975888e+06	-3.173951e+02	6.427902e+02	4.672814e+00	8.989254e-01	7.773772e-01
ctx_rh_pericalcarine	6.776418e-02	3.170154e+00	2.085174e+00	1.173545e+07	-3.419687e+02	6.919373e+02	4.672814e+00	1.094787e+00	6.336772e-01
ctx_rh_postcentral	6.776418e-02	1.664406e+00	1.121348e+00	5.067414e+06	-3.269979e+02	6.619958e+02	4.672814e+00	1.218351e+00	1.151920e+00
ctx_rh_posteriorcingulate	6.776418e-02	1.587637e+00	1.117207e+00	4.155486e+06	-3.233663e+02	6.547326e+02	4.672814e+00	1.137791e+00	1.127049e+00
ctx_rh_precentral	6.776418e-02	1.855340e+00	7.405948e-01	5.959081e+06	-3.298251e+02	6.676502e+02	4.672814e+00	1.356459e+00	1.204485e+00
ctx_rh_precuneus	6.776418e-02	1.616687e+00	7.969173e-01	3.303106e+06	-3.192572e+02	6.465144e+02	4.672814e+00	1.073516e+00	1.067217e+00
ctx_rh_rostralanteriorcingulate	6.776418e-02	1.513226e+00	1.259721e+00	5.072849e+06	-3.269096e+02	6.618192e+02	4.672814e+00	1.263716e+00	1.319721e+00
ctx_rh_rostralmiddlefrontal	6.776418e-02	1.727117e+00	9.841079e-01	2.054636e+06	-3.107713e+02	6.295425e+02	4.672814e+00	7.823916e-01	7.177513e-01
ctx_rh_superiorfrontal	6.776418e-02	1.650671e+00	7.608635e-01	2.203397e+06	-3.120243e+02	6.320486e+02	4.672814e+00	8.749189e-01	8.609065e-01
ctx_rh_superiorparietal	6.776418e-02	1.507642e+00	7.095420e-01	2.589390e+06	-3.148929e+02	6.377859e+02	4.672814e+00	1.011148e+00	1.094584e+00
ctx_rh_superiortemporal	6.776418e-02	1.280298e+00	1.092917e+00	1.192741e+06	-3.009067e+02	6.098135e+02	4.672814e+00	7.016698e-01	8.536533e-01
ctx_rh_supramarginal	6.776418e-02	1.527039e+00	6.716393e-01	1.368488e+06	-3.033965e+02	6.147929e+02	4.672814e+00	7.368610e-01	7.982163e-01
ctx_rh_frontalpole	6.776418e-02	1.607836e+00	1.127109e+00	4.255458e+06	-3.237174e+02	6.554348e+02	4.672814e+00	1.141262e+00	1.117018e+00
ctx_rh_temporalpole	6.776418e-02	8.627106e-01	1.532901e+00	1.686300e+06	-3.071227e+02	6.222454e+02	4.672814e+00	1.045160e+00	1.967083e+00
ctx_rh_transversetemporal	6.776418e-02	2.789110e+00	1.892486e+00	1.695731e+07	-3.485989e+02	7.051977e+02	4.672814e+00	1.455654e+00	9.206412e-01
ctx_rh_insula	6.776418e-02	1.227624e+00	1.513917e+00	8.579396e+05	-2.948868e+02	5.977735e+02	4.672814e+00	5.773689e-01	7.623459e-01
