Logan Ref	Kappa2	BPnd	k2ref	MSE	LogLikelihood	AIC	%Cov Kappa2	%Cov BPnd	%Cov k2ref
ctx_lh_entorhinal	6.658457e-02	1.245862e+00	1.000000e+06	9.828171e-02	4.785978e-01	7.042804e+00	2.883175e+00	1.010934e+00	NaN
ctx_lh_fusiform	1.335069e-01	8.174568e-01	1.000000e+06	1.199130e-01	-1.181887e-01	8.236377e+00	5.679498e+00	1.175287e+00	NaN
ctx_lh_inferiorparietal	1.483504e+00	7.571152e-01	1.000000e+06	2.163693e-03	1.192666e+01	-1.585332e+01	7.319388e+00	1.296273e-01	NaN
ctx_lh_inferiortemporal	3.758623e-01	6.802713e-01	1.000000e+06	2.849972e-04	1.800794e+01	-2.801588e+01	6.745075e-01	5.176419e-02	NaN
ctx_lh_isthmuscingulate	9.520651e-01	7.632238e-01	1.000000e+06	5.779415e-02	2.071449e+00	3.857103e+00	2.625024e+01	7.471085e-01	NaN
ctx_lh_lateraloccipital	-2.335285e+00	9.441474e-01	1.000000e+06	5.068322e-03	9.373082e+00	-1.074616e+01	-1.730931e+01	1.688201e-01	NaN
ctx_lh_lateralorbitofrontal	3.885069e-01	1.028814e+00	1.000000e+06	3.203458e-03	1.074942e+01	-1.349884e+01	2.314538e+00	1.361870e-01	NaN
ctx_lh_lingual	1.876442e+00	1.145007e+00	1.000000e+06	9.525879e-03	7.480075e+00	-6.960150e+00	1.982234e+01	2.256490e-01	NaN
ctx_lh_medialorbitofrontal	1.474544e-01	1.212297e+00	1.000000e+06	3.345444e-01	-3.196197e+00	1.439239e+01	1.080463e+01	1.663872e+00	NaN
ctx_lh_middletemporal	4.232930e-01	7.415861e-01	1.000000e+06	9.565386e-03	7.467658e+00	-6.935317e+00	4.417866e+00	2.829047e-01	NaN
ctx_lh_parahippocampal	7.201695e-02	9.383101e-01	1.000000e+06	7.974016e-01	-5.801964e+00	1.960393e+01	9.436700e+00	3.506569e+00	NaN
ctx_lh_paracentral	3.054780e-01	1.044577e+00	1.000000e+06	5.660519e-03	9.041565e+00	-1.008313e+01	2.387133e+00	1.788294e-01	NaN
ctx_lh_parsopercularis	1.122609e+00	1.032865e+00	1.000000e+06	6.634141e-04	1.547318e+01	-2.294636e+01	3.061543e+00	6.083544e-02	NaN
ctx_lh_parsorbitalis	7.175440e+00	9.108983e-01	1.000000e+06	2.083112e-02	5.132768e+00	-2.265535e+00	1.048670e+02	3.386809e-01	NaN
ctx_lh_parstriangularis	5.085414e-01	1.230078e+00	1.000000e+06	1.102450e-02	7.041751e+00	-6.083502e+00	5.743870e+00	2.349950e-01	NaN
ctx_lh_pericalcarine	-3.419038e-01	1.956871e+00	1.000000e+06	1.145463e-01	1.917294e-02	7.961654e+00	-1.079218e+01	4.898849e-01	NaN
ctx_lh_postcentral	2.913782e-01	1.102131e+00	1.000000e+06	3.193665e-02	3.850849e+00	2.983026e-01	5.935798e+00	4.618170e-01	NaN
ctx_lh_posteriorcingulate	1.953463e-01	1.082316e+00	1.000000e+06	3.987031e-01	-3.722540e+00	1.544508e+01	1.544336e+01	1.871970e+00	NaN
ctx_lh_precentral	-6.436802e-01	7.940363e-01	1.000000e+06	5.178619e-02	2.400741e+00	3.198518e+00	-1.464245e+01	5.555248e-01	NaN
ctx_lh_precuneus	1.399615e+00	7.578608e-01	1.000000e+06	6.326791e-03	8.707732e+00	-9.415464e+00	1.180892e+01	2.216311e-01	NaN
ctx_lh_rostralanteriorcingulate	1.191565e-01	1.290771e+00	1.000000e+06	4.262796e-02	2.984580e+00	2.030840e+00	2.912192e+00	5.412489e-01	NaN
ctx_lh_rostralmiddlefrontal	4.769191e-01	1.025952e+00	1.000000e+06	1.094207e-02	7.064266e+00	-6.128533e+00	5.484615e+00	2.632252e-01	NaN
ctx_lh_superiorfrontal	9.773478e-01	7.959815e-01	1.000000e+06	9.017164e-04	1.455248e+01	-2.110495e+01	3.189905e+00	8.415005e-02	NaN
ctx_lh_superiorparietal	4.239458e+00	7.257598e-01	1.000000e+06	1.037219e-02	7.224727e+00	-6.449454e+00	4.437506e+01	2.779449e-01	NaN
ctx_lh_superiortemporal	1.394811e-01	1.021442e+00	1.000000e+06	1.351220e-01	-4.764224e-01	8.952845e+00	6.245100e+00	1.101294e+00	NaN
ctx_lh_supramarginal	9.876028e-01	8.056700e-01	1.000000e+06	9.635719e-03	7.445681e+00	-6.891362e+00	9.980042e+00	2.552030e-01	NaN
ctx_lh_frontalpole	3.268597e-01	1.283863e+00	1.000000e+06	7.204980e-02	1.410039e+00	5.179922e+00	8.574479e+00	5.344968e-01	NaN
ctx_lh_temporalpole	5.887592e-02	1.366183e+00	1.000000e+06	6.011116e-01	-4.954230e+00	1.790846e+01	7.263503e+00	2.767260e+00	NaN
ctx_lh_transversetemporal	2.738937e-01	1.526573e+00	1.000000e+06	9.306698e-02	6.421532e-01	6.715694e+00	9.927685e+00	7.174112e-01	NaN
ctx_lh_insula	7.071862e-02	1.579380e+00	1.000000e+06	2.860330e-01	-2.726210e+00	1.345242e+01	5.416408e+00	1.614287e+00	NaN
ctx_rh_bankssts	2.452698e-01	8.533109e-01	1.000000e+06	2.023512e-01	-1.687902e+00	1.137580e+01	1.413332e+01	1.499436e+00	NaN
ctx_rh_caudalanteriorcingulate	1.525702e-01	1.243036e+00	1.000000e+06	2.532887e-01	-2.361478e+00	1.272296e+01	9.470287e+00	1.390442e+00	NaN
ctx_rh_caudalmiddlefrontal	-3.591206e-01	5.340564e-01	1.000000e+06	8.955566e-02	7.575304e-01	6.484939e+00	-1.100144e+01	9.427539e-01	NaN
ctx_rh_cuneus	6.969631e-01	1.331461e+00	1.000000e+06	2.112199e-02	5.091167e+00	-2.182334e+00	1.040830e+01	2.949860e-01	NaN
ctx_rh_entorhinal	6.997338e-02	1.306393e+00	1.000000e+06	8.755112e-01	-6.082312e+00	2.016462e+01	9.465830e+00	3.127709e+00	NaN
ctx_rh_fusiform	1.460221e-01	7.385331e-01	1.000000e+06	1.440686e-01	-6.687572e-01	9.337514e+00	6.920697e+00	1.385110e+00	NaN
ctx_rh_inferiorparietal	-8.752036e+00	6.332650e-01	1.000000e+06	1.387759e-02	6.351286e+00	-4.702571e+00	-1.052383e+02	3.433990e-01	NaN
ctx_rh_inferiortemporal	2.336818e-01	6.603937e-01	1.000000e+06	1.897376e-02	5.412941e+00	-2.825881e+00	3.596469e+00	4.634843e-01	NaN
ctx_rh_isthmuscingulate	2.953043e-01	7.252646e-01	1.000000e+06	4.485846e-02	2.831575e+00	2.336850e+00	6.480807e+00	6.062536e-01	NaN
ctx_rh_lateraloccipital	6.740783e+00	8.251916e-01	1.000000e+06	3.448666e-03	1.052815e+01	-1.305630e+01	4.218487e+01	1.560430e-01	NaN
ctx_rh_lateralorbitofrontal	3.106368e-01	9.520061e-01	1.000000e+06	1.629091e-02	5.870290e+00	-3.740580e+00	4.432470e+00	3.460289e-01	NaN
ctx_rh_lingual	5.440820e-01	1.191902e+00	1.000000e+06	2.463177e-03	1.153775e+01	-1.507551e+01	2.914882e+00	1.136803e-01	NaN
ctx_rh_medialorbitofrontal	1.960534e-01	1.084229e+00	1.000000e+06	6.644947e-03	8.560541e+00	-9.121083e+00	1.795728e+00	2.125698e-01	NaN
ctx_rh_middletemporal	3.673667e-01	7.334211e-01	1.000000e+06	1.723701e-02	5.700935e+00	-3.401871e+00	5.342333e+00	4.038533e-01	NaN
ctx_rh_parahippocampal	6.946666e-02	9.727964e-01	1.000000e+06	1.121873e+00	-6.826154e+00	2.165231e+01	1.097391e+01	4.227862e+00	NaN
ctx_rh_paracentral	3.873936e-01	1.036904e+00	1.000000e+06	6.193826e-04	1.567921e+01	-2.335842e+01	1.017953e+00	6.011713e-02	NaN
ctx_rh_parsopercularis	-3.808662e-01	8.451089e-01	1.000000e+06	4.181303e-02	3.042487e+00	1.915025e+00	-7.880569e+00	4.822726e-01	NaN
ctx_rh_parsorbitalis	1.318284e+00	9.507798e-01	1.000000e+06	2.050198e-03	1.208830e+01	-1.617661e+01	6.168013e+00	1.081883e-01	NaN
ctx_rh_parstriangularis	2.330904e+00	1.000268e+00	1.000000e+06	8.520442e-03	7.814707e+00	-7.629413e+00	2.231719e+01	2.156360e-01	NaN
ctx_rh_pericalcarine	-6.192646e-01	2.051838e+00	1.000000e+06	2.163549e-01	-1.888649e+00	1.177730e+01	-2.674151e+01	6.743851e-01	NaN
ctx_rh_postcentral	3.750239e-01	1.072606e+00	1.000000e+06	1.660351e-02	5.813269e+00	-3.626538e+00	5.297433e+00	3.184030e-01	NaN
ctx_rh_posteriorcingulate	2.533619e-01	1.075825e+00	1.000000e+06	1.839302e-02	5.506199e+00	-3.012397e+00	3.891027e+00	3.520672e-01	NaN
ctx_rh_precentral	-3.479073e-01	7.076762e-01	1.000000e+06	4.554095e-02	2.786276e+00	2.427448e+00	-7.511710e+00	5.539977e-01	NaN
ctx_rh_precuneus	1.842421e+00	7.691429e-01	1.000000e+06	2.319854e-03	1.171760e+01	-1.543520e+01	9.261610e+00	1.298347e-01	NaN
ctx_rh_rostralanteriorcingulate	1.784892e-01	1.191742e+00	1.000000e+06	2.274294e-01	-2.038408e+00	1.207682e+01	1.032699e+01	1.308921e+00	NaN
ctx_rh_rostralmiddlefrontal	7.650776e-01	9.554647e-01	1.000000e+06	4.025148e-03	1.006443e+01	-1.212885e+01	5.295136e+00	1.625715e-01	NaN
ctx_rh_superiorfrontal	2.259435e+01	7.388446e-01	1.000000e+06	5.332624e-03	9.220581e+00	-1.044116e+01	1.723726e+02	2.004491e-01	NaN
ctx_rh_superiorparietal	1.090313e+00	6.817091e-01	1.000000e+06	1.773636e-03	1.252302e+01	-1.704603e+01	5.004024e+00	1.294177e-01	NaN
ctx_rh_superiortemporal	1.296160e-01	1.029173e+00	1.000000e+06	1.301788e-01	-3.646156e-01	8.729231e+00	5.766610e+00	1.096444e+00	NaN
ctx_rh_supramarginal	2.134689e+00	6.499991e-01	1.000000e+06	1.974761e-03	1.220077e+01	-1.640154e+01	9.919940e+00	1.324315e-01	NaN
ctx_rh_frontalpole	2.914746e-01	1.077280e+00	1.000000e+06	7.540368e-02	1.273543e+00	5.452914e+00	9.079299e+00	7.180244e-01	NaN
ctx_rh_temporalpole	5.303364e-02	1.253854e+00	1.000000e+06	6.686050e-01	-5.273469e+00	1.854694e+01	6.954152e+00	3.080012e+00	NaN
ctx_rh_transversetemporal	-1.384039e+00	1.850858e+00	1.000000e+06	3.225826e-02	3.820789e+00	3.584213e-01	-2.468531e+01	3.010637e-01	NaN
ctx_rh_insula	7.848110e-02	1.408271e+00	1.000000e+06	6.668422e-02	1.642207e+00	4.715587e+00	2.739508e+00	7.672846e-01	NaN
