Logan Ref	Kappa2	BPnd	k2ref	MSE	LogLikelihood	AIC	%Cov Kappa2	%Cov BPnd	%Cov k2ref
right_choroid_plexus	3.626859e-01	-1.299971e-02	1.000000e+06	-1.009742e-27	5.987203e+01	-1.117441e+02	NaN	NaN	NaN
aircavity	2.160507e-02	-5.921692e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
skull	7.335407e-03	-1.168787e-01	1.000000e+06	-6.828380e-27	5.613053e+01	-1.042611e+02	NaN	NaN	NaN
vermis	-2.103426e-01	-1.969344e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
pons	4.206429e-02	1.049455e+00	1.000000e+06	-5.048710e-29	6.301111e+01	-1.180222e+02	NaN	NaN	NaN
csf_extracerebral	2.058152e-02	-6.400106e-01	1.000000e+06	-1.464126e-27	5.859166e+01	-1.091833e+02	NaN	NaN	NaN
head_extracerebral	2.854927e-02	-4.062748e-01	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_bankssts	1.916273e-01	9.998791e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_caudalanteriorcingulate	4.278353e-02	2.313600e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_caudalmiddlefrontal	-3.292375e-01	7.648832e-01	1.000000e+06	-4.038968e-28	6.073852e+01	-1.134770e+02	NaN	NaN	NaN
ctx_lh_cuneus	1.141485e-01	1.447309e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_entorhinal	8.175220e-02	8.345416e-01	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_fusiform	1.382581e-01	5.816464e-01	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_inferiorparietal	9.463408e-01	8.336756e-01	1.000000e+06	-1.009742e-27	5.762481e+01	-1.072496e+02	NaN	NaN	NaN
ctx_lh_inferiortemporal	3.562900e-01	5.995180e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_lh_isthmuscingulate	2.215843e-01	9.984282e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_lh_lateraloccipital	1.725992e-01	1.025525e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_lateralorbitofrontal	2.342526e-01	1.092304e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_lingual	2.409782e-01	1.013496e+00	1.000000e+06	-2.524355e-28	5.901111e+01	-1.100222e+02	NaN	NaN	NaN
ctx_lh_medialorbitofrontal	1.187450e-01	1.339499e+00	1.000000e+06	-5.048710e-29	6.301111e+01	-1.180222e+02	NaN	NaN	NaN
ctx_lh_middletemporal	1.379167e-01	8.213246e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_parahippocampal	1.850163e-01	6.007654e-01	1.000000e+06	-6.563323e-28	5.101111e+01	-9.402221e+01	NaN	NaN	NaN
ctx_lh_paracentral	4.185196e-02	1.685554e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_parsopercularis	1.060558e+00	1.022485e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_parsorbitalis	7.105251e-02	9.771167e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_parstriangularis	-1.723235e+00	1.026106e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_pericalcarine	2.146445e-01	2.017942e+00	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_lh_postcentral	1.509907e-01	1.225375e+00	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_lh_posteriorcingulate	1.394326e-01	1.406392e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_precentral	1.713351e+00	9.565082e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_precuneus	7.889747e-01	9.493155e-01	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_lh_rostralanteriorcingulate	8.464730e-02	1.455339e+00	1.000000e+06	-1.009742e-28	6.212481e+01	-1.162496e+02	NaN	NaN	NaN
ctx_lh_rostralmiddlefrontal	-3.089824e+00	9.569541e-01	1.000000e+06	-1.009742e-27	5.762481e+01	-1.072496e+02	NaN	NaN	NaN
ctx_lh_superiorfrontal	1.526173e+01	7.833104e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_superiorparietal	3.494993e-01	8.683406e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_superiortemporal	9.501077e-02	1.094073e+00	1.000000e+06	-2.524355e-28	5.901111e+01	-1.100222e+02	NaN	NaN	NaN
ctx_lh_supramarginal	2.265457e-01	9.961142e-01	1.000000e+06	-2.625329e-27	4.962481e+01	-9.124962e+01	NaN	NaN	NaN
ctx_lh_frontalpole	4.846690e-01	8.122568e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_temporalpole	7.407239e-02	8.984682e-01	1.000000e+06	-5.048710e-29	6.301111e+01	-1.180222e+02	NaN	NaN	NaN
ctx_lh_transversetemporal	-5.992458e-02	9.917265e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_lh_insula	1.869180e-02	3.390540e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_bankssts	1.966134e-02	2.000929e+00	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_rh_caudalanteriorcingulate	1.672212e-02	3.260070e+00	1.000000e+06	-2.625329e-27	4.962481e+01	-9.124962e+01	NaN	NaN	NaN
ctx_rh_caudalmiddlefrontal	4.633451e+00	7.447747e-01	1.000000e+06	-1.009742e-27	5.762481e+01	-1.072496e+02	NaN	NaN	NaN
ctx_rh_cuneus	6.138418e-01	1.200731e+00	1.000000e+06	-1.009742e-27	5.762481e+01	-1.072496e+02	NaN	NaN	NaN
ctx_rh_entorhinal	8.429417e-02	7.867558e-01	1.000000e+06	-9.087678e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_fusiform	1.064351e-01	6.461985e-01	1.000000e+06	-2.524355e-28	5.901111e+01	-1.100222e+02	NaN	NaN	NaN
ctx_rh_inferiorparietal	4.108745e-01	8.028149e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_inferiortemporal	2.299855e-01	5.568447e-01	1.000000e+06	-1.009742e-27	5.762481e+01	-1.072496e+02	NaN	NaN	NaN
ctx_rh_isthmuscingulate	7.151831e-02	1.354041e+00	1.000000e+06	-6.563323e-28	5.101111e+01	-9.402221e+01	NaN	NaN	NaN
ctx_rh_lateraloccipital	2.168594e-01	7.911106e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_lateralorbitofrontal	2.431147e-01	1.146162e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_lingual	3.564256e-02	1.673327e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_medialorbitofrontal	2.296537e-03	1.401646e+01	1.000000e+06	-1.312665e-26	5.320536e+01	-9.841073e+01	NaN	NaN	NaN
ctx_rh_middletemporal	1.729640e-01	7.646079e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_rh_parahippocampal	7.248363e-02	1.012489e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_paracentral	2.393335e-01	1.278962e+00	1.000000e+06	-8.077936e-28	6.023852e+01	-1.124770e+02	NaN	NaN	NaN
ctx_rh_parsopercularis	-2.667687e-01	9.535776e-01	1.000000e+06	-8.077936e-28	6.023852e+01	-1.124770e+02	NaN	NaN	NaN
ctx_rh_parsorbitalis	-1.123158e-01	6.103619e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_parstriangularis	-7.099011e-01	9.885044e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_pericalcarine	-4.266756e-02	9.759272e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_postcentral	1.252629e-01	1.439579e+00	1.000000e+06	-6.563323e-28	5.101111e+01	-9.402221e+01	NaN	NaN	NaN
ctx_rh_posteriorcingulate	-2.629907e-02	3.655148e-02	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_precentral	4.932828e+01	8.379985e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_rh_precuneus	1.843800e-02	2.369194e+00	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_rostralanteriorcingulate	4.565616e-02	1.957207e+00	1.000000e+06	-5.048710e-29	6.301111e+01	-1.180222e+02	NaN	NaN	NaN
ctx_rh_rostralmiddlefrontal	1.336911e+00	9.027274e-01	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_superiorfrontal	6.856772e+00	7.993158e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_rh_superiorparietal	1.522053e-01	9.369164e-01	1.000000e+06	-4.038968e-28	NaN	NaN	NaN	NaN	NaN
ctx_rh_superiortemporal	5.757341e-02	1.270663e+00	1.000000e+06	-2.524355e-28	6.125832e+01	-1.145166e+02	NaN	NaN	NaN
ctx_rh_supramarginal	1.825179e-01	9.677689e-01	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_frontalpole	3.811039e-01	7.980270e-01	1.000000e+06	-8.077936e-28	6.023852e+01	-1.124770e+02	NaN	NaN	NaN
ctx_rh_temporalpole	6.881569e-02	9.965663e-01	1.000000e+06	-0.000000e+00	NaN	NaN	NaN	NaN	NaN
ctx_rh_transversetemporal	6.322154e-01	1.714642e+00	1.000000e+06	-2.019484e-28	6.162481e+01	-1.152496e+02	NaN	NaN	NaN
ctx_rh_insula	5.003946e-02	1.914608e+00	1.000000e+06	-1.009742e-28	NaN	NaN	NaN	NaN	NaN
