MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_rh_entorhinal	1.035791e-01	5.714799e-01	4.570068e-01	5.831531e+05	-2.556958e+02	5.193915e+02	7.588045e+00	1.227664e+00	4.016599e+00
ctx_rh_fusiform	1.035791e-01	7.275490e-01	3.573430e-01	3.927364e+05	-2.494087e+02	5.068173e+02	7.588045e+00	8.624988e-01	2.442897e+00
ctx_rh_inferiorparietal	1.035791e-01	9.331655e-01	2.811907e-01	1.940523e+05	-2.380873e+02	4.841745e+02	7.588045e+00	5.323930e-01	1.336190e+00
ctx_rh_inferiortemporal	1.035791e-01	7.915164e-01	2.440350e-01	2.608970e+05	-2.428792e+02	4.937583e+02	7.588045e+00	6.864290e-01	2.196371e+00
ctx_rh_isthmuscingulate	1.035791e-01	9.665860e-01	4.548491e-01	1.301347e+06	-2.685386e+02	5.450773e+02	7.588045e+00	1.283118e+00	2.482083e+00
ctx_rh_lateraloccipital	1.035791e-01	8.253651e-01	2.726551e-01	4.088716e+05	-2.501344e+02	5.082689e+02	7.588045e+00	8.287587e-01	2.381930e+00
ctx_rh_lateralorbitofrontal	1.035791e-01	1.025583e+00	5.386802e-01	3.915972e+05	-2.493244e+02	5.066489e+02	7.588045e+00	6.616772e-01	1.133713e+00
ctx_rh_lingual	1.035791e-01	8.561247e-01	4.998513e-01	6.572544e+05	-2.576316e+02	5.232632e+02	7.588045e+00	9.701149e-01	2.038098e+00
ctx_rh_medialorbitofrontal	1.035791e-01	9.515372e-01	5.438286e-01	6.768289e+05	-2.580734e+02	5.241467e+02	7.588045e+00	9.167599e-01	1.691997e+00
ctx_rh_middletemporal	1.035791e-01	8.630474e-01	3.542002e-01	2.329372e+05	-2.411142e+02	4.902285e+02	7.588045e+00	5.958508e-01	1.428431e+00
ctx_rh_parahippocampal	1.035791e-01	6.600950e-01	4.881675e-01	4.883748e+05	-2.528587e+02	5.137175e+02	7.588045e+00	1.008679e+00	2.787314e+00
ctx_rh_paracentral	1.035791e-01	9.889946e-01	5.266948e-01	9.359873e+05	-2.633386e+02	5.346772e+02	7.588045e+00	1.045706e+00	1.869582e+00
ctx_rh_parsopercularis	1.035791e-01	1.194012e+00	4.596263e-01	5.572763e+05	-2.549644e+02	5.179287e+02	7.588045e+00	7.416259e-01	1.158937e+00
ctx_rh_parsorbitalis	1.035791e-01	1.038605e+00	2.976296e-01	9.600144e+05	-2.637113e+02	5.354226e+02	7.588045e+00	1.096561e+00	2.398318e+00
ctx_rh_parstriangularis	1.035791e-01	1.115112e+00	4.313524e-01	5.028593e+05	-2.533543e+02	5.147085e+02	7.588045e+00	7.329643e-01	1.252596e+00
ctx_rh_pericalcarine	1.035791e-01	1.095702e+00	6.727615e-01	9.006501e+05	-2.626600e+02	5.333200e+02	7.588045e+00	9.359145e-01	1.422988e+00
ctx_rh_postcentral	1.035791e-01	8.878574e-01	4.895235e-01	2.902661e+05	-2.445310e+02	4.970621e+02	7.588045e+00	6.342504e-01	1.296218e+00
ctx_rh_posteriorcingulate	1.035791e-01	1.149634e+00	7.980043e-01	2.313312e+06	-2.777410e+02	5.634821e+02	7.588045e+00	1.415522e+00	1.999267e+00
ctx_rh_precentral	1.035791e-01	1.042353e+00	3.418192e-01	2.957339e+05	-2.448254e+02	4.976508e+02	7.588045e+00	6.048591e-01	1.228340e+00
ctx_rh_precuneus	1.035791e-01	1.038621e+00	4.864721e-01	5.110115e+05	-2.535765e+02	5.151530e+02	7.588045e+00	7.641824e-01	1.341763e+00
ctx_rh_rostralanteriorcingulate	1.035791e-01	9.273443e-01	7.261381e-01	9.998710e+05	-2.643192e+02	5.366384e+02	7.588045e+00	1.093037e+00	1.940973e+00
ctx_rh_rostralmiddlefrontal	1.035791e-01	1.058576e+00	3.315071e-01	2.854165e+05	-2.442974e+02	4.965948e+02	7.588045e+00	5.892216e-01	1.196273e+00
ctx_rh_superiorfrontal	1.035791e-01	1.043502e+00	2.940279e-01	2.306055e+05	-2.408469e+02	4.896938e+02	7.588045e+00	5.413830e-01	1.188748e+00
ctx_rh_superiorparietal	1.035791e-01	7.937224e-01	2.457510e-01	2.235821e+05	-2.403555e+02	4.887111e+02	7.588045e+00	6.374246e-01	2.029952e+00
ctx_rh_superiortemporal	1.035791e-01	7.820866e-01	5.617117e-01	1.998261e+05	-2.385535e+02	4.851071e+02	7.588045e+00	5.653084e-01	1.257500e+00
ctx_rh_supramarginal	1.035791e-01	9.606396e-01	3.916458e-01	1.794835e+05	-2.368386e+02	4.816772e+02	7.588045e+00	4.866210e-01	1.002713e+00
ctx_rh_frontalpole	1.035791e-01	9.653527e-01	2.592979e-01	7.253770e+05	-2.591850e+02	5.263700e+02	7.588045e+00	1.011131e+00	2.565348e+00
ctx_rh_temporalpole	1.035791e-01	5.469824e-01	6.450272e-01	4.770283e+05	-2.524749e+02	5.129497e+02	7.588045e+00	1.119805e+00	3.483886e+00
ctx_rh_transversetemporal	1.035791e-01	1.155136e+00	7.859976e-01	2.184636e+06	-2.768251e+02	5.616501e+02	7.588045e+00	1.387045e+00	1.956521e+00
ctx_rh_insula	1.035791e-01	8.525989e-01	9.133793e-01	5.827311e+05	-2.556802e+02	5.193604e+02	7.588045e+00	8.644444e-01	1.639624e+00
