SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
right_thalamus	9.246723e-01	5.816674e-02	3.009342e+00	6.485220e+05	-2.573888e+02	5.227775e+02	2.070423e+00	8.479975e+00	1.433867e+01
right_caudate	8.900050e-01	1.191310e-01	1.103169e+00	7.435145e+05	-2.595866e+02	5.271732e+02	2.986525e+00	7.061870e+00	3.435926e+00
right_putamen	1.123996e+00	9.630238e-02	1.900794e+00	5.311871e+05	-2.542110e+02	5.164220e+02	1.735325e+00	6.144032e+00	4.201577e+00
right_pallidum	7.315082e-01	3.697690e-02	3.227864e+00	7.237926e+05	-2.591469e+02	5.262938e+02	2.663768e+00	1.375258e+01	3.831919e+01
right_hippocampus	7.247753e-01	5.344953e-02	6.665965e-01	3.932933e+05	-2.493893e+02	5.067787e+02	2.299477e+00	1.067449e+01	1.098776e+01
right_amygdala	5.186974e-01	4.770901e-02	2.955428e+00	1.983423e+06	-2.752804e+02	5.585608e+02	6.353664e+00	1.383952e+01	3.670937e+01
right_accumbens_area	8.964725e-01	6.220599e-02	2.536969e+00	2.973930e+06	-2.817560e+02	5.715119e+02	4.664546e+00	1.729752e+01	2.499793e+01
right_ventraldc	6.619184e-01	3.352317e-02	5.679935e+09	1.212117e+06	-2.674035e+02	5.428069e+02	2.156531e+00	1.788317e+00	1.135360e-32
right_choroid_plexus	5.389547e-01	1.110410e-02	1.703052e+09	4.627714e+06	-2.888333e+02	5.856666e+02	5.175102e+00	1.054915e+01	6.206551e-32
aircavity	1.710127e-01	-3.836255e-03	-8.764024e-01	5.868446e+04	-2.190749e+02	4.461498e+02	2.508714e+00	-4.821174e+01	-3.060857e+00
skull	1.843801e-01	-2.922964e-03	-8.930064e-01	7.523446e+04	-2.229866e+02	4.539731e+02	2.697150e+00	-6.278293e+01	-4.391476e+00
vermis	8.262649e-01	5.287202e-06	-1.002269e+00	7.404324e+05	-2.595163e+02	5.270325e+02	1.322017e+00	2.270690e+01	-1.468103e-05
pons	6.578383e-01	4.216225e-02	1.715913e+00	1.674361e+05	-2.357257e+02	4.794513e+02	1.488438e+00	6.039807e+00	1.119008e+01
csf_extracerebral	5.611403e-01	1.237369e-02	1.853214e-01	1.613936e+04	-1.982941e+02	4.045882e+02	5.242572e-01	1.527389e+01	7.022850e+01
head_extracerebral	1.723325e-01	-1.281350e-03	-9.456993e-01	1.208118e+05	-2.305860e+02	4.691720e+02	3.744523e+00	-1.548561e+02	-7.051920e+00
ctx_lh_bankssts	8.782355e-01	1.048801e-01	4.987862e-01	6.003203e+05	-2.561560e+02	5.203120e+02	2.935240e+00	1.167722e+01	5.073492e+00
ctx_lh_caudalanteriorcingulate	1.144713e+00	8.400471e-02	8.703430e-01	1.522673e+06	-2.710453e+02	5.500906e+02	3.099484e+00	2.180006e+01	9.074345e+00
ctx_lh_caudalmiddlefrontal	9.898553e-01	2.299222e-01	2.339870e-01	3.444567e+05	-2.472666e+02	5.025333e+02	3.464706e+00	2.579104e+01	5.519065e+00
ctx_lh_cuneus	8.210899e-01	1.515527e-01	4.328310e-01	3.263451e+05	-2.464041e+02	5.008082e+02	2.803333e+00	7.835547e+00	2.896703e+00
ctx_lh_entorhinal	5.009280e-01	5.565562e-02	5.776952e-01	5.362921e+05	-2.543547e+02	5.167094e+02	3.963171e+00	9.168428e+00	1.243007e+01
ctx_lh_fusiform	6.549001e-01	9.726891e-02	2.824662e-01	1.032887e+05	-2.279998e+02	4.639996e+02	1.686968e+00	4.529988e+00	3.367967e+00
ctx_lh_inferiorparietal	9.271430e-01	1.117349e-01	2.612579e-01	2.005672e+05	-2.386240e+02	4.852480e+02	1.779367e+00	1.192708e+01	4.313513e+00
ctx_lh_inferiortemporal	7.711607e-01	1.218234e-01	2.181934e-01	3.566686e+05	-2.478225e+02	5.036451e+02	3.029172e+00	1.138049e+01	6.235767e+00
ctx_lh_isthmuscingulate	9.705320e-01	1.235961e-01	4.420941e-01	5.465652e+05	-2.546521e+02	5.173043e+02	2.763078e+00	1.387695e+01	4.342240e+00
ctx_lh_lateraloccipital	7.804119e-01	1.355372e-01	2.966975e-01	5.309277e+05	-2.541886e+02	5.163772e+02	3.738066e+00	1.191273e+01	5.430188e+00
ctx_lh_lateralorbitofrontal	1.010659e+00	1.285238e-01	4.776725e-01	4.205140e+05	-2.504587e+02	5.089175e+02	2.343286e+00	1.227152e+01	3.475431e+00
ctx_lh_lingual	7.979544e-01	1.270300e-01	3.995150e-01	2.189133e+05	-2.400137e+02	4.880275e+02	2.185098e+00	6.630950e+00	2.883066e+00
ctx_lh_medialorbitofrontal	8.762063e-01	1.122356e-01	5.291427e-01	2.904981e+05	-2.445392e+02	4.970785e+02	2.086071e+00	7.527217e+00	3.134987e+00
ctx_lh_middletemporal	7.922596e-01	1.586423e-01	2.847214e-01	3.500241e+05	-2.475217e+02	5.030435e+02	3.288246e+00	1.028777e+01	4.240276e+00
ctx_lh_parahippocampal	6.276289e-01	6.412798e-02	4.001404e-01	6.097769e+05	-2.564093e+02	5.208187e+02	3.596569e+00	1.178625e+01	1.208219e+01
ctx_lh_paracentral	8.881853e-01	1.173980e-01	4.537202e-01	6.351117e+05	-2.570548e+02	5.221097e+02	3.168624e+00	1.251560e+01	4.847260e+00
ctx_lh_parsopercularis	1.113449e+00	1.276375e-01	4.181922e-01	9.228847e+05	-2.630361e+02	5.340722e+02	3.202121e+00	2.825142e+01	5.698306e+00
ctx_lh_parsorbitalis	8.613828e-01	4.066770e-01	1.870928e-01	3.958643e+05	-2.494923e+02	5.069845e+02	3.186949e+00	1.784304e+01	1.007762e+01
ctx_lh_parstriangularis	9.199332e-01	2.923397e-01	4.004532e-01	6.008190e+05	-2.561706e+02	5.203412e+02	5.305621e+00	1.837391e+01	4.734578e+00
ctx_lh_pericalcarine	1.076830e+00	8.588571e-02	7.250241e-01	6.168532e+05	-2.565909e+02	5.211818e+02	2.159287e+00	1.431302e+01	5.837771e+00
ctx_lh_postcentral	8.049006e-01	1.149052e-01	3.510492e-01	2.176823e+05	-2.399223e+02	4.878447e+02	2.095139e+00	7.440104e+00	3.477306e+00
ctx_lh_posteriorcingulate	1.131330e+00	8.041769e-02	7.731541e-01	1.107785e+06	-2.659556e+02	5.399111e+02	2.682079e+00	2.109416e+01	8.569865e+00
ctx_lh_precentral	9.907025e-01	1.523514e-01	3.491933e-01	3.502818e+05	-2.475336e+02	5.030672e+02	2.495905e+00	1.429543e+01	3.587213e+00
ctx_lh_precuneus	9.983440e-01	1.388080e-01	4.128200e-01	4.470082e+05	-2.514400e+02	5.108800e+02	2.595695e+00	1.397829e+01	3.737856e+00
ctx_lh_rostralanteriorcingulate	9.571963e-01	6.842788e-02	9.474559e-01	7.402060e+05	-2.595045e+02	5.270090e+02	2.434534e+00	1.317345e+01	8.968897e+00
ctx_lh_rostralmiddlefrontal	1.065444e+00	1.532788e-01	3.666744e-01	2.834862e+05	-2.441524e+02	4.963048e+02	2.079816e+00	1.542993e+01	3.083748e+00
ctx_lh_superiorfrontal	1.057027e+00	9.305091e-02	3.141203e-01	1.777514e+05	-2.366907e+02	4.813815e+02	1.333237e+00	1.623613e+01	4.318525e+00
ctx_lh_superiorparietal	7.625525e-01	1.121327e-01	2.141462e-01	1.228151e+05	-2.307648e+02	4.695296e+02	1.727103e+00	6.679232e+00	3.968566e+00
ctx_lh_superiortemporal	7.463382e-01	9.666220e-02	4.763103e-01	2.551802e+05	-2.424653e+02	4.929306e+02	2.195347e+00	6.524951e+00	3.781605e+00
ctx_lh_supramarginal	9.546222e-01	1.157352e-01	3.739865e-01	3.333458e+05	-2.467485e+02	5.014969e+02	2.176483e+00	1.231293e+01	4.078029e+00
ctx_lh_frontalpole	7.497803e-01	1.862252e-01	2.083796e-01	4.599728e+05	-2.518978e+02	5.117957e+02	4.607416e+00	1.365460e+01	6.536320e+00
ctx_lh_temporalpole	4.910460e-01	6.511897e-02	5.126995e-01	3.824343e+05	-2.489465e+02	5.058930e+02	3.580478e+00	6.946207e+00	8.302882e+00
ctx_lh_transversetemporal	9.507702e-01	1.637038e-01	7.184348e-01	2.877696e+06	-2.812374e+02	5.704748e+02	6.808519e+00	1.861837e+01	5.581171e+00
ctx_lh_insula	9.042453e-01	6.802631e-02	1.128526e+00	3.214810e+05	-2.461630e+02	5.003261e+02	1.665191e+00	7.398490e+00	5.905780e+00
ctx_rh_bankssts	8.963548e-01	1.040423e-01	5.202673e-01	7.700665e+05	-2.601382e+02	5.282765e+02	3.229081e+00	1.331265e+01	5.669760e+00
ctx_rh_caudalanteriorcingulate	1.038677e+00	8.090493e-02	7.989475e-01	1.131415e+06	-2.662958e+02	5.405915e+02	2.945579e+00	1.762500e+01	8.501690e+00
ctx_rh_caudalmiddlefrontal	1.038667e+00	5.610040e-02	2.663017e-01	2.879305e+05	-2.444026e+02	4.968051e+02	1.479934e+00	3.362563e+01	1.320291e+01
ctx_rh_cuneus	8.129233e-01	1.545652e-01	4.430079e-01	5.729456e+05	-2.554117e+02	5.188235e+02	3.777532e+00	1.005989e+01	3.721533e+00
ctx_rh_entorhinal	5.510955e-01	6.613686e-02	4.044204e-01	5.268858e+05	-2.540730e+02	5.161461e+02	3.837127e+00	9.448378e+00	1.060438e+01
ctx_rh_fusiform	6.820420e-01	9.657628e-02	3.061028e-01	2.515638e+05	-2.422382e+02	4.924764e+02	2.501453e+00	7.202725e+00	4.998237e+00
ctx_rh_inferiorparietal	9.488890e-01	8.302390e-02	2.970090e-01	1.664132e+05	-2.356408e+02	4.792816e+02	1.382833e+00	1.203054e+01	5.052134e+00
ctx_rh_inferiortemporal	7.610802e-01	1.016259e-01	2.160020e-01	1.878145e+05	-2.375609e+02	4.831218e+02	2.041851e+00	8.399672e+00	5.342204e+00
ctx_rh_isthmuscingulate	9.862903e-01	8.818512e-02	4.780229e-01	1.207512e+06	-2.673411e+02	5.426821e+02	3.495212e+00	2.349146e+01	9.350279e+00
ctx_rh_lateraloccipital	7.648728e-01	1.246749e-01	2.302634e-01	2.163068e+05	-2.398210e+02	4.876421e+02	2.394878e+00	8.483703e+00	4.558819e+00
ctx_rh_lateralorbitofrontal	1.013585e+00	1.158543e-01	5.244718e-01	3.481141e+05	-2.474341e+02	5.028683e+02	2.002709e+00	1.064242e+01	3.322324e+00
ctx_rh_lingual	8.170819e-01	1.094460e-01	4.565747e-01	5.098613e+05	-2.535402e+02	5.150804e+02	2.992402e+00	1.005023e+01	4.680388e+00
ctx_rh_medialorbitofrontal	9.846831e-01	7.952486e-02	5.916557e-01	5.975990e+05	-2.560828e+02	5.201656e+02	2.326630e+00	1.496693e+01	7.000944e+00
ctx_rh_middletemporal	8.351332e-01	1.073076e-01	3.283722e-01	1.660918e+05	-2.355964e+02	4.791929e+02	1.723570e+00	7.370583e+00	3.423878e+00
ctx_rh_parahippocampal	6.522600e-01	7.092363e-02	4.756932e-01	4.828757e+05	-2.526768e+02	5.133536e+02	3.121699e+00	9.452636e+00	8.342943e+00
ctx_rh_paracentral	9.173185e-01	1.488565e-01	4.767369e-01	6.710615e+05	-2.579356e+02	5.238712e+02	3.507421e+00	1.243515e+01	3.892780e+00
ctx_rh_parsopercularis	1.220981e+00	8.517213e-02	4.890868e-01	4.796607e+05	-2.525629e+02	5.131258e+02	1.754142e+00	2.949415e+01	6.134235e+00
ctx_rh_parsorbitalis	8.474127e-01	4.566538e-01	2.038774e-01	5.715725e+05	-2.553757e+02	5.187515e+02	3.485164e+00	1.649719e+01	1.048397e+01
ctx_rh_parstriangularis	1.080280e+00	1.573339e-01	4.097929e-01	4.116370e+05	-2.501160e+02	5.082320e+02	2.464949e+00	1.695361e+01	3.333324e+00
ctx_rh_pericalcarine	1.087882e+00	1.193998e-01	6.648625e-01	8.140622e+05	-2.610277e+02	5.300554e+02	2.786393e+00	1.474050e+01	4.297183e+00
ctx_rh_postcentral	8.879867e-01	9.188056e-02	4.905007e-01	2.667569e+05	-2.431754e+02	4.943507e+02	1.845645e+00	8.613637e+00	4.084742e+00
ctx_rh_posteriorcingulate	1.141497e+00	1.262747e-01	7.875915e-01	2.159295e+06	-2.766342e+02	5.612685e+02	4.298879e+00	2.150314e+01	6.021365e+00
ctx_rh_precentral	1.055273e+00	9.238529e-02	3.558375e-01	2.570075e+05	-2.425804e+02	4.931607e+02	1.581886e+00	1.692837e+01	4.816370e+00
ctx_rh_precuneus	1.071105e+00	8.269789e-02	5.271290e-01	4.325182e+05	-2.509307e+02	5.098615e+02	1.865272e+00	1.644533e+01	5.878612e+00
ctx_rh_rostralanteriorcingulate	9.501651e-01	8.485266e-02	7.712062e-01	9.525273e+05	-2.635409e+02	5.350817e+02	3.006975e+00	1.393928e+01	7.266633e+00
ctx_rh_rostralmiddlefrontal	1.053584e+00	1.162414e-01	3.280691e-01	2.469211e+05	-2.419433e+02	4.918867e+02	1.727519e+00	1.637751e+01	3.854603e+00
ctx_rh_superiorfrontal	1.061592e+00	8.530193e-02	3.105806e-01	1.968545e+05	-2.383238e+02	4.846476e+02	1.352595e+00	1.855283e+01	5.135458e+00
ctx_rh_superiorparietal	7.916820e-01	8.360626e-02	2.436396e-01	2.008617e+05	-2.386356e+02	4.852711e+02	1.854508e+00	9.609599e+00	6.330223e+00
ctx_rh_superiortemporal	7.839462e-01	8.001110e-02	5.653043e-01	1.885910e+05	-2.376287e+02	4.832575e+02	1.652969e+00	6.105882e+00	3.966876e+00
ctx_rh_supramarginal	9.673176e-01	9.439225e-02	3.975151e-01	1.664335e+05	-2.356301e+02	4.792601e+02	1.384072e+00	9.322578e+00	3.509809e+00
ctx_rh_frontalpole	9.400513e-01	1.293576e-01	2.399452e-01	6.483284e+05	-2.573855e+02	5.227710e+02	3.425698e+00	2.337108e+01	7.429052e+00
ctx_rh_temporalpole	5.133247e-01	6.622804e-02	5.430550e-01	4.040442e+05	-2.498257e+02	5.076515e+02	3.517786e+00	7.131681e+00	8.098878e+00
ctx_rh_transversetemporal	1.217279e+00	7.681379e-02	9.089614e-01	1.911365e+06	-2.746906e+02	5.573811e+02	3.174246e+00	2.875505e+01	1.177999e+01
ctx_rh_insula	9.145718e-01	6.385921e-02	1.144543e+00	3.171650e+05	-2.459453e+02	4.998907e+02	1.613156e+00	7.888022e+00	6.597471e+00
