SRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
right_putamen	1.025462e-01	1.080372e+00	1.749385e+00	6.363319e+05	-2.570887e+02	5.221774e+02	7.779637e+00	8.513511e-01	1.430321e+00
right_pallidum	1.025462e-01	6.319414e-01	1.239599e+00	1.405898e+06	-2.697694e+02	5.475388e+02	7.779637e+00	1.908563e+00	4.925530e+00
right_hippocampus	1.025462e-01	6.814469e-01	5.266652e-01	4.938844e+05	-2.530377e+02	5.140754e+02	7.779637e+00	1.261465e+00	3.549906e+00
right_amygdala	1.025462e-01	5.012714e-01	2.477869e+00	2.004894e+06	-2.754501e+02	5.589002e+02	7.779637e+00	2.442786e+00	9.718326e+00
right_accumbens_area	1.025462e-01	8.185387e-01	1.810043e+00	3.345319e+06	-2.836452e+02	5.752904e+02	7.779637e+00	2.296860e+00	4.943258e+00
right_ventraldc	1.025462e-01	5.567128e-01	2.553456e+00	2.164516e+06	-2.766789e+02	5.613577e+02	7.779637e+00	2.320103e+00	8.380533e+00
right_choroid_plexus	1.025462e-01	4.486564e-01	5.154513e-02	6.913546e+06	-2.952546e+02	5.985092e+02	7.779637e+00	7.014698e+00	1.435981e+02
aircavity	1.025462e-01	1.317517e-01	-6.985576e-01	2.348100e+05	-2.414130e+02	4.908259e+02	7.779637e+00	4.453071e+00	-1.894180e+00
skull	1.025462e-01	1.386755e-01	-6.260930e-01	3.049293e+05	-2.455487e+02	4.990974e+02	7.779637e+00	4.479552e+00	-2.996441e+00
vermis	1.025462e-01	8.099431e-01	-1.146027e-01	9.735885e+05	-2.638927e+02	5.357854e+02	7.779637e+00	2.398475e+00	-1.210931e+01
pons	1.025462e-01	5.915325e-01	1.020657e+00	4.606160e+05	-2.519158e+02	5.118317e+02	7.779637e+00	1.181324e+00	3.227146e+00
csf_extracerebral	1.025462e-01	5.075743e-01	-2.308943e-01	2.097791e+05	-2.394081e+02	4.868162e+02	7.779637e+00	1.385520e+00	-3.526933e+00
head_extracerebral	1.025462e-01	1.263511e-01	-5.580300e-01	3.450254e+05	-2.476488e+02	5.032976e+02	7.779637e+00	4.749057e+00	-5.306761e+00
ctx_lh_bankssts	1.025462e-01	9.016003e-01	5.233947e-01	6.210357e+05	-2.566958e+02	5.213917e+02	7.779637e+00	1.250234e+00	2.949842e+00
ctx_lh_caudalanteriorcingulate	1.025462e-01	1.096630e+00	7.886335e-01	1.625648e+06	-2.720965e+02	5.521930e+02	7.779637e+00	1.700552e+00	3.065625e+00
ctx_lh_caudalmiddlefrontal	1.025462e-01	1.062618e+00	2.623326e-01	4.158313e+05	-2.503167e+02	5.086333e+02	7.779637e+00	1.115966e+00	3.646074e+00
ctx_lh_cuneus	1.025462e-01	9.236496e-01	4.995039e-01	6.393066e+05	-2.572303e+02	5.224606e+02	7.779637e+00	1.269933e+00	3.022500e+00
ctx_lh_entorhinal	1.025462e-01	5.122599e-01	6.220969e-01	5.438490e+05	-2.545802e+02	5.171603e+02	7.779637e+00	1.521820e+00	5.107324e+00
ctx_lh_fusiform	1.025462e-01	7.109239e-01	3.401220e-01	2.282726e+05	-2.407236e+02	4.894472e+02	7.779637e+00	9.006303e-01	3.069126e+00
ctx_lh_inferiorparietal	1.025462e-01	9.434477e-01	2.727666e-01	2.084738e+05	-2.392880e+02	4.865760e+02	7.779637e+00	8.068720e-01	2.714601e+00
ctx_lh_inferiortemporal	1.025462e-01	8.278706e-01	2.559572e-01	4.503239e+05	-2.516102e+02	5.112205e+02	7.779637e+00	1.243579e+00	4.666255e+00
ctx_lh_isthmuscingulate	1.025462e-01	9.998322e-01	4.645110e-01	5.741473e+05	-2.554522e+02	5.189044e+02	7.779637e+00	1.191067e+00	2.820239e+00
ctx_lh_lateraloccipital	1.025462e-01	8.591530e-01	3.482477e-01	7.015215e+05	-2.586919e+02	5.253839e+02	7.779637e+00	1.462154e+00	4.406485e+00
ctx_lh_lateralorbitofrontal	1.025462e-01	1.039854e+00	4.994762e-01	4.472697e+05	-2.514739e+02	5.109477e+02	7.779637e+00	1.021940e+00	2.285958e+00
ctx_lh_lingual	1.025462e-01	8.697575e-01	4.553159e-01	3.931783e+05	-2.494597e+02	5.069195e+02	7.779637e+00	1.037514e+00	2.673488e+00
ctx_lh_medialorbitofrontal	1.025462e-01	9.125486e-01	5.656597e-01	3.408170e+05	-2.471240e+02	5.022480e+02	7.779637e+00	9.064413e-01	2.051557e+00
ctx_lh_middletemporal	1.025462e-01	8.932943e-01	3.392768e-01	6.009564e+05	-2.563040e+02	5.206079e+02	7.779637e+00	1.342144e+00	4.026644e+00
ctx_lh_parahippocampal	1.025462e-01	6.271324e-01	3.990887e-01	6.097897e+05	-2.564096e+02	5.208192e+02	7.779637e+00	1.526236e+00	5.178686e+00
ctx_lh_paracentral	1.025462e-01	9.265446e-01	4.870962e-01	6.841349e+05	-2.582533e+02	5.245066e+02	7.779637e+00	1.319313e+00	3.173533e+00
ctx_lh_parsopercularis	1.025462e-01	1.123998e+00	4.254024e-01	9.253478e+05	-2.630827e+02	5.341654e+02	7.779637e+00	1.495036e+00	3.506681e+00
ctx_lh_parsorbitalis	1.025462e-01	1.039864e+00	2.537946e-01	9.199449e+05	-2.630470e+02	5.340941e+02	7.779637e+00	1.676189e+00	5.661260e+00
ctx_lh_parstriangularis	1.025462e-01	1.102266e+00	4.706096e-01	1.044375e+06	-2.651107e+02	5.382214e+02	7.779637e+00	1.558523e+00	3.492733e+00
ctx_lh_pericalcarine	1.025462e-01	1.042163e+00	6.733096e-01	6.692963e+05	-2.578959e+02	5.237918e+02	7.779637e+00	1.159867e+00	2.271596e+00
ctx_lh_postcentral	1.025462e-01	8.537779e-01	3.912187e-01	3.002280e+05	-2.451517e+02	4.983033e+02	7.779637e+00	9.392480e-01	2.653473e+00
ctx_lh_posteriorcingulate	1.025462e-01	1.083513e+00	6.957853e-01	1.217946e+06	-2.674779e+02	5.429558e+02	7.779637e+00	1.530353e+00	2.899253e+00
ctx_lh_precentral	1.025462e-01	1.037914e+00	3.754579e-01	4.022979e+05	-2.497995e+02	5.075990e+02	7.779637e+00	1.032445e+00	2.703712e+00
ctx_lh_precuneus	1.025462e-01	1.037087e+00	4.379031e-01	4.878907e+05	-2.529023e+02	5.138047e+02	7.779637e+00	1.100641e+00	2.640827e+00
ctx_lh_rostralanteriorcingulate	1.025462e-01	9.016871e-01	8.009746e-01	8.979190e+05	-2.626027e+02	5.332055e+02	7.779637e+00	1.363819e+00	2.751662e+00
ctx_lh_rostralmiddlefrontal	1.025462e-01	1.099474e+00	3.852809e-01	3.095419e+05	-2.456237e+02	4.992474e+02	7.779637e+00	8.884123e-01	2.229226e+00
ctx_lh_superiorfrontal	1.025462e-01	1.045831e+00	3.045365e-01	1.816339e+05	-2.370260e+02	4.820521e+02	7.779637e+00	7.210377e-01	2.145384e+00
ctx_lh_superiorparietal	1.025462e-01	8.090279e-01	2.479478e-01	1.915241e+05	-2.379998e+02	4.839996e+02	7.779637e+00	8.206476e-01	3.186082e+00
ctx_lh_superiortemporal	1.025462e-01	7.845042e-01	5.244685e-01	3.150886e+05	-2.458952e+02	4.997904e+02	7.779637e+00	9.426501e-01	2.415504e+00
ctx_lh_supramarginal	1.025462e-01	9.748789e-01	3.895985e-01	3.459309e+05	-2.473777e+02	5.027554e+02	7.779637e+00	9.665287e-01	2.553788e+00
ctx_lh_frontalpole	1.025462e-01	8.807625e-01	2.649394e-01	8.447398e+05	-2.616601e+02	5.313202e+02	7.779637e+00	1.662858e+00	5.903555e+00
ctx_lh_temporalpole	1.025462e-01	5.299832e-01	6.313302e-01	4.647972e+05	-2.520601e+02	5.121202e+02	7.779637e+00	1.373932e+00	4.454881e+00
ctx_lh_transversetemporal	1.025462e-01	1.058687e+00	7.993210e-01	3.249487e+06	-2.831746e+02	5.743493e+02	7.779637e+00	2.426646e+00	4.442829e+00
ctx_lh_insula	1.025462e-01	8.519300e-01	9.551897e-01	4.683193e+05	-2.521879e+02	5.123757e+02	7.779637e+00	9.711428e-01	1.963900e+00
ctx_rh_bankssts	1.025462e-01	9.152637e-01	5.407726e-01	7.831422e+05	-2.604158e+02	5.288316e+02	7.779637e+00	1.386190e+00	3.194958e+00
ctx_rh_caudalanteriorcingulate	1.025462e-01	9.979770e-01	7.272569e-01	1.213511e+06	-2.674217e+02	5.428433e+02	7.779637e+00	1.555645e+00	3.036409e+00
ctx_rh_caudalmiddlefrontal	1.025462e-01	1.006928e+00	2.220150e-01	3.246643e+05	-2.463224e+02	5.006448e+02	7.779637e+00	1.023042e+00	3.861448e+00
ctx_rh_cuneus	1.025462e-01	9.240303e-01	5.134784e-01	9.645750e+05	-2.637661e+02	5.355321e+02	7.779637e+00	1.550415e+00	3.640763e+00
ctx_rh_entorhinal	1.025462e-01	5.738755e-01	4.566502e-01	5.541709e+05	-2.548798e+02	5.177596e+02	7.779637e+00	1.497399e+00	5.095570e+00
ctx_rh_fusiform	1.025462e-01	7.304076e-01	3.572309e-01	3.420506e+05	-2.471872e+02	5.023745e+02	7.779637e+00	1.081906e+00	3.523790e+00
ctx_rh_inferiorparietal	1.025462e-01	9.344542e-01	2.824421e-01	1.741125e+05	-2.363490e+02	4.806979e+02	7.779637e+00	7.351611e-01	2.426945e+00
ctx_rh_inferiortemporal	1.025462e-01	7.941469e-01	2.429301e-01	2.259322e+05	-2.405597e+02	4.891195e+02	7.779637e+00	8.992781e-01	3.576539e+00
ctx_rh_isthmuscingulate	1.025462e-01	9.700583e-01	4.589821e-01	1.216583e+06	-2.674556e+02	5.429111e+02	7.779637e+00	1.754709e+00	4.246162e+00
ctx_rh_lateraloccipital	1.025462e-01	8.279364e-01	2.719356e-01	3.328509e+05	-2.468044e+02	5.016089e+02	7.779637e+00	1.060034e+00	3.816414e+00
ctx_rh_lateralorbitofrontal	1.025462e-01	1.028720e+00	5.376993e-01	3.567490e+05	-2.478293e+02	5.036587e+02	7.779637e+00	8.998052e-01	1.952704e+00
ctx_rh_lingual	1.025462e-01	8.596730e-01	4.990906e-01	5.753175e+05	-2.554897e+02	5.189793e+02	7.779637e+00	1.237787e+00	3.068736e+00
ctx_rh_medialorbitofrontal	1.025462e-01	9.539106e-01	5.455529e-01	6.383257e+05	-2.571375e+02	5.222750e+02	7.779637e+00	1.230280e+00	2.760284e+00
ctx_rh_middletemporal	1.025462e-01	8.654044e-01	3.539906e-01	1.984440e+05	-2.385176e+02	4.850352e+02	7.779637e+00	7.735787e-01	2.299603e+00
ctx_rh_parahippocampal	1.025462e-01	6.609916e-01	4.933683e-01	4.867783e+05	-2.528065e+02	5.136129e+02	7.779637e+00	1.285812e+00	3.801423e+00
ctx_rh_paracentral	1.025462e-01	9.922173e-01	5.265823e-01	8.354629e+05	-2.614847e+02	5.309695e+02	7.779637e+00	1.399960e+00	3.126404e+00
ctx_rh_parsopercularis	1.025462e-01	1.194503e+00	4.609312e-01	5.010445e+05	-2.532653e+02	5.145306e+02	7.779637e+00	1.064802e+00	2.322697e+00
ctx_rh_parsorbitalis	1.025462e-01	1.041617e+00	2.982367e-01	8.365229e+05	-2.614895e+02	5.309790e+02	7.779637e+00	1.554618e+00	4.698754e+00
ctx_rh_parstriangularis	1.025462e-01	1.118626e+00	4.308228e-01	4.477496e+05	-2.514777e+02	5.109555e+02	7.779637e+00	1.038085e+00	2.423209e+00
ctx_rh_pericalcarine	1.025462e-01	1.098135e+00	6.747334e-01	8.175590e+05	-2.610999e+02	5.301998e+02	7.779637e+00	1.258742e+00	2.395648e+00
ctx_rh_postcentral	1.025462e-01	8.892545e-01	4.920343e-01	2.668218e+05	-2.431795e+02	4.943591e+02	7.779637e+00	8.345147e-01	2.043270e+00
ctx_rh_posteriorcingulate	1.025462e-01	1.154053e+00	8.001488e-01	2.164367e+06	-2.766724e+02	5.613449e+02	7.779637e+00	1.919622e+00	3.351034e+00
ctx_rh_precentral	1.025462e-01	1.042143e+00	3.438954e-01	2.626216e+05	-2.429258e+02	4.938516e+02	7.779637e+00	8.480792e-01	2.338425e+00
ctx_rh_precuneus	1.025462e-01	1.040818e+00	4.892338e-01	4.689086e+05	-2.522002e+02	5.124003e+02	7.779637e+00	1.051162e+00	2.374864e+00
ctx_rh_rostralanteriorcingulate	1.025462e-01	9.280331e-01	7.322546e-01	9.743649e+05	-2.639073e+02	5.358145e+02	7.779637e+00	1.433444e+00	2.915071e+00
ctx_rh_rostralmiddlefrontal	1.025462e-01	1.059824e+00	3.323801e-01	2.479771e+05	-2.420182e+02	4.920365e+02	7.779637e+00	8.263310e-01	2.309267e+00
ctx_rh_superiorfrontal	1.025462e-01	1.044932e+00	2.950538e-01	2.061110e+05	-2.390483e+02	4.860966e+02	7.779637e+00	7.726149e-01	2.348389e+00
ctx_rh_superiorparietal	1.025462e-01	7.950283e-01	2.471415e-01	2.012804e+05	-2.386696e+02	4.853391e+02	7.779637e+00	8.465867e-01	3.324832e+00
ctx_rh_superiortemporal	1.025462e-01	7.832181e-01	5.640548e-01	1.886155e+05	-2.376311e+02	4.832622e+02	7.779637e+00	7.196889e-01	1.790485e+00
ctx_rh_supramarginal	1.025462e-01	9.617104e-01	3.920163e-01	1.676368e+05	-2.357427e+02	4.794853e+02	7.779637e+00	6.746910e-01	1.788482e+00
ctx_rh_frontalpole	1.025462e-01	9.685985e-01	2.567421e-01	6.693371e+05	-2.578949e+02	5.237899e+02	7.779637e+00	1.449945e+00	5.022453e+00
ctx_rh_temporalpole	1.025462e-01	5.485515e-01	6.494130e-01	4.687938e+05	-2.521966e+02	5.123932e+02	7.779637e+00	1.344805e+00	4.198207e+00
ctx_rh_transversetemporal	1.025462e-01	1.154228e+00	7.927618e-01	2.108192e+06	-2.762557e+02	5.605114e+02	7.779637e+00	1.899634e+00	3.325800e+00
ctx_rh_insula	1.025462e-01	8.522037e-01	9.246535e-01	5.330888e+05	-2.542555e+02	5.165111e+02	7.779637e+00	1.043862e+00	2.121642e+00
