SRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_lh_rostralmiddlefrontal	1.025462e-01	1.823491e+00	9.984975e-01	1.816949e+06	-2.740993e+02	5.561986e+02	7.779637e+00	1.452227e+00	1.901704e+00
ctx_lh_superiorfrontal	1.025462e-01	1.696698e+00	8.039415e-01	8.734367e+05	-2.623778e+02	5.327555e+02	7.779637e+00	1.110197e+00	1.607366e+00
ctx_lh_superiorparietal	1.025462e-01	1.452617e+00	9.053212e-01	2.631563e+06	-2.800011e+02	5.680023e+02	7.779637e+00	1.901360e+00	2.846396e+00
ctx_lh_superiortemporal	1.025462e-01	1.147619e+00	1.082567e+00	1.333430e+06	-2.690947e+02	5.461893e+02	7.779637e+00	1.378412e+00	2.240787e+00
ctx_lh_supramarginal	1.025462e-01	1.610536e+00	9.682429e-01	1.566349e+06	-2.717182e+02	5.514364e+02	7.779637e+00	1.397192e+00	1.953992e+00
ctx_lh_frontalpole	1.025462e-01	1.414457e+00	8.687059e-01	3.639476e+06	-2.850689e+02	5.781378e+02	7.779637e+00	2.283933e+00	3.506861e+00
ctx_lh_temporalpole	1.025462e-01	6.645691e-01	1.332080e+00	1.017859e+06	-2.646141e+02	5.372282e+02	7.779637e+00	1.549202e+00	3.838169e+00
ctx_lh_transversetemporal	1.025462e-01	1.896974e+00	1.883995e+00	1.216302e+07	-3.042943e+02	6.165887e+02	7.779637e+00	2.816498e+00	3.300580e+00
ctx_lh_insula	1.025462e-01	1.149297e+00	1.791624e+00	8.785303e+05	-2.622536e+02	5.325072e+02	7.779637e+00	9.601341e-01	1.542226e+00
ctx_rh_bankssts	1.025462e-01	1.272858e+00	8.960507e-01	2.901303e+06	-2.814380e+02	5.708759e+02	7.779637e+00	2.078806e+00	3.332069e+00
ctx_rh_caudalanteriorcingulate	1.025462e-01	1.417000e+00	1.461764e+00	3.765952e+06	-2.855368e+02	5.790737e+02	7.779637e+00	1.925646e+00	2.670998e+00
ctx_rh_caudalmiddlefrontal	1.025462e-01	1.682240e+00	7.565767e-01	1.031669e+06	-2.649488e+02	5.378977e+02	7.779637e+00	1.235831e+00	1.836126e+00
ctx_rh_cuneus	1.025462e-01	1.560503e+00	1.348733e+00	7.090603e+06	-2.956879e+02	5.993758e+02	7.779637e+00	2.632040e+00	3.490617e+00
ctx_rh_entorhinal	1.025462e-01	7.777341e-01	9.363497e-01	1.303528e+06	-2.685591e+02	5.451181e+02	7.779637e+00	1.709121e+00	3.713788e+00
ctx_rh_fusiform	1.025462e-01	9.144917e-01	6.689759e-01	1.553178e+06	-2.714116e+02	5.508233e+02	7.779637e+00	1.860696e+00	3.936218e+00
ctx_rh_inferiorparietal	1.025462e-01	1.535761e+00	8.057647e-01	1.048981e+06	-2.653481e+02	5.386962e+02	7.779637e+00	1.236562e+00	1.872656e+00
ctx_rh_inferiortemporal	1.025462e-01	1.150542e+00	5.699818e-01	1.117418e+06	-2.661966e+02	5.403931e+02	7.779637e+00	1.518977e+00	3.033465e+00
ctx_rh_isthmuscingulate	1.025462e-01	1.496287e+00	1.101827e+00	7.044813e+06	-2.955638e+02	5.991276e+02	7.779637e+00	2.871646e+00	4.028583e+00
ctx_rh_lateraloccipital	1.025462e-01	1.357869e+00	7.900264e-01	2.676153e+06	-2.802077e+02	5.684153e+02	7.779637e+00	2.043448e+00	3.301359e+00
ctx_rh_lateralorbitofrontal	1.025462e-01	1.621883e+00	1.157117e+00	1.553743e+06	-2.714615e+02	5.509230e+02	7.779637e+00	1.294952e+00	1.728663e+00
ctx_rh_lingual	1.025462e-01	1.343778e+00	1.095887e+00	4.012918e+06	-2.866141e+02	5.812283e+02	7.779637e+00	2.244949e+00	3.331291e+00
ctx_rh_medialorbitofrontal	1.025462e-01	1.583229e+00	1.211153e+00	2.517763e+06	-2.791154e+02	5.662307e+02	7.779637e+00	1.629216e+00	2.181210e+00
ctx_rh_middletemporal	1.025462e-01	1.281274e+00	7.472395e-01	1.078124e+06	-2.656605e+02	5.393211e+02	7.779637e+00	1.340432e+00	2.271717e+00
ctx_rh_parahippocampal	1.025462e-01	8.974142e-01	1.034359e+00	2.043010e+06	-2.757539e+02	5.595078e+02	7.779637e+00	1.937043e+00	3.730175e+00
ctx_rh_paracentral	1.025462e-01	1.676504e+00	1.308327e+00	3.983563e+06	-2.865535e+02	5.811070e+02	7.779637e+00	1.955360e+00	2.512278e+00
ctx_rh_parsopercularis	1.025462e-01	1.980144e+00	1.064415e+00	1.455500e+06	-2.703452e+02	5.486905e+02	7.779637e+00	1.248729e+00	1.548718e+00
ctx_rh_parsorbitalis	1.025462e-01	1.665298e+00	8.179021e-01	3.741748e+06	-2.855526e+02	5.791052e+02	7.779637e+00	2.289576e+00	3.323442e+00
ctx_rh_parstriangularis	1.025462e-01	1.852526e+00	1.060227e+00	2.571205e+06	-2.795440e+02	5.670879e+02	7.779637e+00	1.679854e+00	2.150057e+00
ctx_rh_pericalcarine	1.025462e-01	2.387495e+00	1.908893e+00	8.659926e+06	-2.989675e+02	6.059350e+02	7.779637e+00	2.221467e+00	2.325643e+00
ctx_rh_postcentral	1.025462e-01	1.595873e+00	1.391205e+00	1.948769e+06	-2.750986e+02	5.581972e+02	7.779637e+00	1.353414e+00	1.767464e+00
ctx_rh_posteriorcingulate	1.025462e-01	1.814438e+00	1.555822e+00	7.109200e+06	-2.957170e+02	5.994341e+02	7.779637e+00	2.374181e+00	2.872237e+00
ctx_rh_precentral	1.025462e-01	1.728088e+00	8.649215e-01	1.088243e+06	-2.658779e+02	5.397558e+02	7.779637e+00	1.201438e+00	1.682931e+00
ctx_rh_precuneus	1.025462e-01	1.711852e+00	1.064450e+00	1.565288e+06	-2.715731e+02	5.511462e+02	7.779637e+00	1.327941e+00	1.760946e+00
ctx_rh_rostralanteriorcingulate	1.025462e-01	1.326428e+00	1.560756e+00	5.065582e+06	-2.902777e+02	5.885553e+02	7.779637e+00	2.243562e+00	3.231671e+00
ctx_rh_rostralmiddlefrontal	1.025462e-01	1.747800e+00	9.215793e-01	1.334464e+06	-2.691971e+02	5.463942e+02	7.779637e+00	1.295046e+00	1.769246e+00
ctx_rh_superiorfrontal	1.025462e-01	1.719733e+00	8.150395e-01	8.762089e+05	-2.623728e+02	5.327456e+02	7.779637e+00	1.103951e+00	1.580928e+00
ctx_rh_superiorparietal	1.025462e-01	1.421346e+00	8.919340e-01	1.823101e+06	-2.740756e+02	5.561511e+02	7.779637e+00	1.599654e+00	2.430692e+00
ctx_rh_superiortemporal	1.025462e-01	1.101666e+00	1.063436e+00	6.987150e+05	-2.585997e+02	5.251993e+02	7.779637e+00	1.020537e+00	1.705873e+00
ctx_rh_supramarginal	1.025462e-01	1.547886e+00	9.188739e-01	1.029314e+06	-2.649407e+02	5.378813e+02	7.779637e+00	1.165338e+00	1.685436e+00
ctx_rh_frontalpole	1.025462e-01	1.528922e+00	7.927323e-01	2.311676e+06	-2.777309e+02	5.634619e+02	7.779637e+00	1.848030e+00	2.820516e+00
ctx_rh_temporalpole	1.025462e-01	7.179659e-01	1.300266e+00	1.315882e+06	-2.687107e+02	5.454214e+02	7.779637e+00	1.681899e+00	3.870435e+00
ctx_rh_transversetemporal	1.025462e-01	2.310048e+00	1.753525e+00	8.471520e+06	-2.985065e+02	6.050130e+02	7.779637e+00	2.310742e+00	2.467526e+00
ctx_rh_insula	1.025462e-01	1.138987e+00	1.717296e+00	1.085279e+06	-2.656274e+02	5.392548e+02	7.779637e+00	1.085746e+00	1.746979e+00
