MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
left_ventraldc	1.035791e-01	6.420275e-01	3.112889e+00	3.284723e+06	-2.833462e+02	5.746925e+02	7.588045e+00	2.302016e+00	8.266852e+00
left_choroid_plexus	1.035791e-01	3.232189e+00	5.983181e-01	3.001483e+08	-3.555932e+02	7.191864e+02	7.588045e+00	1.054083e+01	5.663635e+00
right_cerebral_white_matter	1.035791e-01	2.155893e-01	6.346544e-01	6.087328e+05	-2.564705e+02	5.209410e+02	7.588045e+00	2.949890e+00	2.467256e+01
right_cerebellum_white_matter	1.035791e-01	5.211092e-01	1.015992e-01	3.570079e+05	-2.478393e+02	5.036787e+02	7.588045e+00	1.129673e+00	1.044814e+01
right_cerebellum_cortex	1.035791e-01	9.771022e-01	-1.075526e-02	8.477727e+03	-1.879988e+02	3.839975e+02	7.588045e+00	1.214357e-01	-4.582680e+00
right_thalamus	1.035791e-01	1.001607e+00	2.320918e+00	1.927370e+06	-2.748212e+02	5.576425e+02	7.588045e+00	1.230280e+00	2.396709e+00
right_caudate	1.035791e-01	1.383428e+00	2.056983e+00	3.810001e+06	-2.860049e+02	5.800098e+02	7.588045e+00	1.333887e+00	1.753763e+00
right_putamen	1.035791e-01	1.466273e+00	2.451519e+00	1.072456e+06	-2.654376e+02	5.388753e+02	7.588045e+00	6.677770e-01	8.927891e-01
right_pallidum	1.035791e-01	5.413641e-01	1.296107e+00	2.704343e+06	-2.802376e+02	5.684753e+02	7.588045e+00	2.614217e+00	8.214375e+00
right_hippocampus	1.035791e-01	9.052192e-01	5.877665e-01	1.050450e+06	-2.651356e+02	5.382713e+02	7.588045e+00	1.158121e+00	2.197133e+00
right_amygdala	1.035791e-01	5.753439e-01	7.437408e+00	4.957241e+06	-2.899392e+02	5.878783e+02	7.588045e+00	2.910070e+00	2.092975e+01
right_accumbens_area	1.035791e-01	8.912082e-01	6.845501e+00	1.241302e+07	-3.046249e+02	6.172498e+02	7.588045e+00	3.118035e+00	1.350826e+01
right_ventraldc	1.035791e-01	6.321878e-01	3.914348e+00	3.399353e+06	-2.839023e+02	5.758046e+02	7.588045e+00	2.350723e+00	9.810107e+00
right_choroid_plexus	1.035791e-01	1.658478e+00	-7.297406e-02	4.215099e+07	-3.241811e+02	6.563622e+02	7.588045e+00	7.077022e+00	-2.132001e+01
aircavity	1.035791e-01	1.138280e-01	-7.451215e-01	2.592055e+05	-2.431641e+02	4.943283e+02	7.588045e+00	4.589140e+00	-1.433599e+00
skull	1.035791e-01	5.917573e-02	-4.753661e-01	2.835466e+05	-2.445561e+02	4.971122e+02	7.588045e+00	7.766774e+00	-3.301255e+01
vermis	1.035791e-01	8.803113e-01	-1.357380e-01	2.493053e+06	-2.789339e+02	5.658678e+02	7.588045e+00	2.396973e+00	-6.114646e+00
pons	1.035791e-01	6.414372e-01	9.908283e-01	4.151629e+05	-2.502539e+02	5.085077e+02	7.588045e+00	8.995229e-01	2.295359e+00
csf_extracerebral	1.035791e-01	4.653201e-02	-4.369782e-01	6.723369e+05	-2.589337e+02	5.258675e+02	7.588045e+00	1.626315e+01	-1.102908e+02
head_extracerebral	1.035791e-01	1.520062e-01	-5.172335e-01	5.229661e+05	-2.544227e+02	5.168455e+02	7.588045e+00	4.493634e+00	-5.505927e+00
ctx_lh_bankssts	1.035791e-01	1.370492e+00	1.036494e+00	3.274453e+06	-2.833341e+02	5.746682e+02	7.588045e+00	1.416795e+00	1.647122e+00
ctx_lh_caudalanteriorcingulate	1.035791e-01	1.665821e+00	1.698177e+00	6.052607e+06	-2.931270e+02	5.942540e+02	7.588045e+00	1.561536e+00	1.609754e+00
ctx_lh_caudalmiddlefrontal	1.035791e-01	1.798177e+00	8.309246e-01	3.048373e+06	-2.823441e+02	5.726883e+02	7.588045e+00	1.231697e+00	1.115743e+00
ctx_lh_cuneus	1.035791e-01	1.641659e+00	1.384734e+00	7.110174e+06	-2.957598e+02	5.995196e+02	7.588045e+00	1.748765e+00	1.740072e+00
ctx_lh_entorhinal	1.035791e-01	6.949623e-01	1.161846e+00	1.086871e+06	-2.656539e+02	5.393077e+02	7.588045e+00	1.321836e+00	3.113668e+00
ctx_lh_fusiform	1.035791e-01	9.102893e-01	6.542831e-01	1.223455e+06	-2.676024e+02	5.432048e+02	7.588045e+00	1.214218e+00	2.219056e+00
ctx_lh_inferiorparietal	1.035791e-01	1.606664e+00	8.630754e-01	2.288321e+06	-2.777600e+02	5.635199e+02	7.588045e+00	1.123358e+00	1.128917e+00
ctx_lh_inferiortemporal	1.035791e-01	1.255307e+00	6.319612e-01	3.112660e+06	-2.825792e+02	5.731583e+02	7.588045e+00	1.584930e+00	2.123497e+00
ctx_lh_isthmuscingulate	1.035791e-01	1.525761e+00	9.902910e-01	3.645708e+06	-2.850667e+02	5.781334e+02	7.588045e+00	1.425262e+00	1.497308e+00
ctx_lh_lateraloccipital	1.035791e-01	1.464998e+00	1.019871e+00	6.424740e+06	-2.941579e+02	5.963159e+02	7.588045e+00	1.901294e+00	2.065273e+00
ctx_lh_lateralorbitofrontal	1.035791e-01	1.651430e+00	1.080417e+00	2.658117e+06	-2.800875e+02	5.681750e+02	7.588045e+00	1.135864e+00	1.102908e+00
ctx_lh_lingual	1.035791e-01	1.355622e+00	1.104656e+00	4.771863e+06	-2.894020e+02	5.868041e+02	7.588045e+00	1.690946e+00	1.986978e+00
ctx_lh_medialorbitofrontal	1.035791e-01	1.451526e+00	1.312387e+00	2.264979e+06	-2.775223e+02	5.630446e+02	7.588045e+00	1.093072e+00	1.223175e+00
ctx_lh_middletemporal	1.035791e-01	1.330858e+00	7.714301e-01	3.652359e+06	-2.851684e+02	5.783367e+02	7.588045e+00	1.605970e+00	1.957088e+00
ctx_lh_parahippocampal	1.035791e-01	8.413939e-01	8.116055e-01	2.067562e+06	-2.759408e+02	5.598817e+02	7.588045e+00	1.635852e+00	3.143496e+00
ctx_lh_paracentral	1.035791e-01	1.521081e+00	1.193149e+00	4.138598e+06	-2.870861e+02	5.821723e+02	7.588045e+00	1.454533e+00	1.537852e+00
ctx_lh_parsopercularis	1.035791e-01	1.902452e+00	1.029942e+00	4.972248e+06	-2.900990e+02	5.881981e+02	7.588045e+00	1.453890e+00	1.232201e+00
ctx_lh_parsorbitalis	1.035791e-01	1.632826e+00	7.664699e-01	6.479874e+06	-2.942538e+02	5.965077e+02	7.588045e+00	1.901823e+00	1.902811e+00
ctx_lh_parstriangularis	1.035791e-01	1.776168e+00	1.108885e+00	6.688871e+06	-2.948778e+02	5.977556e+02	7.588045e+00	1.707368e+00	1.542766e+00
ctx_lh_pericalcarine	1.035791e-01	2.319127e+00	2.004354e+00	5.225256e+06	-2.908345e+02	5.896690e+02	7.588045e+00	1.120979e+00	8.688688e-01
ctx_lh_postcentral	1.035791e-01	1.500341e+00	1.226883e+00	4.063025e+06	-2.868944e+02	5.817889e+02	7.588045e+00	1.440272e+00	1.545175e+00
ctx_lh_posteriorcingulate	1.035791e-01	1.647031e+00	1.357875e+00	4.106431e+06	-2.869194e+02	5.818387e+02	7.588045e+00	1.354676e+00	1.344453e+00
ctx_lh_precentral	1.035791e-01	1.762662e+00	9.876809e-01	2.584221e+06	-2.797617e+02	5.675233e+02	7.588045e+00	1.103167e+00	1.006611e+00
ctx_lh_precuneus	1.035791e-01	1.669007e+00	9.851563e-01	2.972858e+06	-2.818904e+02	5.717808e+02	7.588045e+00	1.218255e+00	1.170222e+00
ctx_lh_rostralanteriorcingulate	1.035791e-01	1.247081e+00	1.419885e+00	2.081570e+06	-2.760556e+02	5.601111e+02	7.588045e+00	1.158677e+00	1.540417e+00
ctx_lh_rostralmiddlefrontal	1.035791e-01	1.818224e+00	1.000369e+00	2.619849e+06	-2.799103e+02	5.678207e+02	7.588045e+00	1.088444e+00	9.631099e-01
ctx_lh_superiorfrontal	1.035791e-01	1.694297e+00	8.037624e-01	1.227293e+06	-2.678192e+02	5.436384e+02	7.588045e+00	8.153867e-01	7.860495e-01
ctx_lh_superiorparietal	1.035791e-01	1.442951e+00	9.124215e-01	3.664428e+06	-2.852486e+02	5.784972e+02	7.588045e+00	1.485555e+00	1.644190e+00
ctx_lh_superiortemporal	1.035791e-01	1.140572e+00	1.087208e+00	1.621149e+06	-2.722309e+02	5.524618e+02	7.588045e+00	1.118535e+00	1.567244e+00
ctx_lh_supramarginal	1.035791e-01	1.603177e+00	9.701793e-01	2.012703e+06	-2.757455e+02	5.594910e+02	7.588045e+00	1.031720e+00	1.032664e+00
ctx_lh_frontalpole	1.035791e-01	1.409683e+00	8.724635e-01	4.552115e+06	-2.886637e+02	5.853275e+02	7.588045e+00	1.696089e+00	1.926651e+00
ctx_lh_temporalpole	1.035791e-01	6.609932e-01	1.328498e+00	1.059462e+06	-2.652600e+02	5.385199e+02	7.588045e+00	1.327750e+00	3.348170e+00
ctx_lh_transversetemporal	1.035791e-01	1.891574e+00	1.889090e+00	1.267073e+07	-3.049480e+02	6.178961e+02	7.588045e+00	2.018833e+00	1.880149e+00
ctx_lh_insula	1.035791e-01	1.148465e+00	1.775258e+00	9.217910e+05	-2.630226e+02	5.340453e+02	7.588045e+00	7.887776e-01	1.204759e+00
ctx_rh_bankssts	1.035791e-01	1.263032e+00	9.038778e-01	3.506209e+06	-2.844807e+02	5.769614e+02	7.588045e+00	1.585890e+00	2.005215e+00
ctx_rh_caudalanteriorcingulate	1.035791e-01	1.413978e+00	1.458331e+00	3.844689e+06	-2.858671e+02	5.797341e+02	7.588045e+00	1.434590e+00	1.684195e+00
ctx_rh_caudalmiddlefrontal	1.035791e-01	1.681371e+00	7.553635e-01	1.366260e+06	-2.694872e+02	5.469745e+02	7.588045e+00	8.759654e-01	8.587342e-01
ctx_rh_cuneus	1.035791e-01	1.547015e+00	1.364156e+00	8.835352e+06	-2.991992e+02	6.063983e+02	7.588045e+00	2.019921e+00	2.117913e+00
ctx_rh_entorhinal	1.035791e-01	7.733724e-01	9.405296e-01	1.399139e+06	-2.696916e+02	5.473832e+02	7.588045e+00	1.400628e+00	2.910548e+00
ctx_rh_fusiform	1.035791e-01	9.073945e-01	6.758971e-01	1.850962e+06	-2.742184e+02	5.564369e+02	7.588045e+00	1.491067e+00	2.718080e+00
ctx_rh_inferiorparietal	1.035791e-01	1.529864e+00	8.083892e-01	1.436512e+06	-2.703582e+02	5.487163e+02	7.588045e+00	9.292364e-01	9.860155e-01
ctx_rh_inferiortemporal	1.035791e-01	1.143275e+00	5.757241e-01	1.462001e+06	-2.704757e+02	5.489514e+02	7.588045e+00	1.170836e+00	1.760560e+00
ctx_rh_isthmuscingulate	1.035791e-01	1.486619e+00	1.098952e+00	7.577438e+06	-2.967464e+02	6.014928e+02	7.588045e+00	2.047035e+00	2.216401e+00
ctx_rh_lateraloccipital	1.035791e-01	1.348408e+00	7.970669e-01	3.680383e+06	-2.852837e+02	5.785674e+02	7.588045e+00	1.590674e+00	1.904206e+00
ctx_rh_lateralorbitofrontal	1.035791e-01	1.613061e+00	1.163558e+00	2.031738e+06	-2.757325e+02	5.594650e+02	7.588045e+00	9.918490e-01	9.876541e-01
ctx_rh_lingual	1.035791e-01	1.331655e+00	1.106592e+00	5.016378e+06	-2.901861e+02	5.883722e+02	7.588045e+00	1.762005e+00	2.109943e+00
ctx_rh_medialorbitofrontal	1.035791e-01	1.573671e+00	1.214967e+00	2.872996e+06	-2.812412e+02	5.704825e+02	7.588045e+00	1.192253e+00	1.224147e+00
ctx_rh_middletemporal	1.035791e-01	1.274656e+00	7.518444e-01	1.422378e+06	-2.700786e+02	5.481572e+02	7.588045e+00	1.039786e+00	1.328860e+00
ctx_rh_parahippocampal	1.035791e-01	8.961786e-01	1.022541e+00	2.075604e+06	-2.760062e+02	5.600124e+02	7.588045e+00	1.538181e+00	2.770912e+00
ctx_rh_paracentral	1.035791e-01	1.666809e+00	1.313222e+00	4.811671e+06	-2.896067e+02	5.872133e+02	7.588045e+00	1.453380e+00	1.417960e+00
ctx_rh_parsopercularis	1.035791e-01	1.979202e+00	1.063414e+00	1.846151e+06	-2.741687e+02	5.563374e+02	7.588045e+00	8.674920e-01	7.093886e-01
ctx_rh_parsorbitalis	1.035791e-01	1.658692e+00	8.183055e-01	5.064990e+06	-2.903848e+02	5.887696e+02	7.588045e+00	1.654204e+00	1.620524e+00
ctx_rh_parstriangularis	1.035791e-01	1.844037e+00	1.065268e+00	3.643499e+06	-2.850864e+02	5.781729e+02	7.588045e+00	1.252401e+00	1.091390e+00
ctx_rh_pericalcarine	1.035791e-01	2.371340e+00	1.915975e+00	1.116733e+07	-3.030420e+02	6.140840e+02	7.588045e+00	1.635128e+00	1.225023e+00
ctx_rh_postcentral	1.035791e-01	1.587414e+00	1.395304e+00	2.373095e+06	-2.782752e+02	5.645505e+02	7.588045e+00	1.042872e+00	1.078403e+00
ctx_rh_posteriorcingulate	1.035791e-01	1.804596e+00	1.555361e+00	7.988104e+06	-2.976018e+02	6.032036e+02	7.588045e+00	1.727139e+00	1.609358e+00
ctx_rh_precentral	1.035791e-01	1.726739e+00	8.642805e-01	1.474678e+06	-2.707584e+02	5.495168e+02	7.588045e+00	8.708694e-01	8.176148e-01
ctx_rh_precuneus	1.035791e-01	1.704472e+00	1.065265e+00	1.823254e+06	-2.740491e+02	5.560982e+02	7.588045e+00	9.328935e-01	8.807893e-01
ctx_rh_rostralanteriorcingulate	1.035791e-01	1.323826e+00	1.557926e+00	5.133556e+06	-2.904905e+02	5.889810e+02	7.588045e+00	1.704358e+00	2.163975e+00
ctx_rh_rostralmiddlefrontal	1.035791e-01	1.743346e+00	9.224133e-01	1.886172e+06	-2.747142e+02	5.574284e+02	7.588045e+00	9.643091e-01	8.921947e-01
ctx_rh_superiorfrontal	1.035791e-01	1.716107e+00	8.155817e-01	1.176170e+06	-2.670967e+02	5.421934e+02	7.588045e+00	7.905124e-01	7.514876e-01
ctx_rh_superiorparietal	1.035791e-01	1.413202e+00	8.967937e-01	2.422403e+06	-2.786121e+02	5.652241e+02	7.588045e+00	1.233479e+00	1.398013e+00
ctx_rh_superiortemporal	1.035791e-01	1.097385e+00	1.065360e+00	8.010770e+05	-2.607972e+02	5.295945e+02	7.588045e+00	8.165910e-01	1.190638e+00
ctx_rh_supramarginal	1.035791e-01	1.542808e+00	9.222040e-01	1.346991e+06	-2.692469e+02	5.464938e+02	7.588045e+00	8.737487e-01	9.087241e-01
ctx_rh_frontalpole	1.035791e-01	1.521455e+00	7.996892e-01	2.737961e+06	-2.804412e+02	5.688824e+02	7.588045e+00	1.290336e+00	1.375774e+00
ctx_rh_temporalpole	1.035791e-01	7.155072e-01	1.295848e+00	1.350837e+06	-2.691321e+02	5.462641e+02	7.588045e+00	1.418238e+00	3.276308e+00
ctx_rh_transversetemporal	1.035791e-01	2.310480e+00	1.752133e+00	8.742227e+06	-2.990091e+02	6.060183e+02	7.588045e+00	1.517089e+00	1.139367e+00
ctx_rh_insula	1.035791e-01	1.139881e+00	1.699078e+00	1.190022e+06	-2.671014e+02	5.422027e+02	7.588045e+00	9.117794e-01	1.386343e+00
