Logan Ref	Kappa2	BPnd	k2ref	MSE	LogLikelihood	AIC	%Cov Kappa2	%Cov BPnd	%Cov k2ref
ctx_lh_caudalanteriorcingulate	8.719541e-02	8.024545e-01	1.000000e+06	2.288868e-01	-2.057572e+00	1.211514e+01	5.762607e+00	1.914210e+00	NaN
ctx_lh_caudalmiddlefrontal	3.835255e-01	2.620005e-01	1.000000e+06	9.220548e-02	6.700527e-01	6.659895e+00	1.309075e+01	1.983085e+00	NaN
ctx_lh_cuneus	1.869980e-01	6.795054e-01	1.000000e+06	1.051466e-01	2.760446e-01	7.447911e+00	7.122459e+00	1.173706e+00	NaN
ctx_lh_entorhinal	7.263301e-02	6.845711e-01	1.000000e+06	2.607053e-01	-2.448060e+00	1.289612e+01	5.126276e+00	2.311091e+00	NaN
ctx_lh_fusiform	1.153487e-01	4.932245e-01	1.000000e+06	2.125740e-01	-1.835759e+00	1.167152e+01	6.712594e+00	2.264946e+00	NaN
ctx_lh_inferiorparietal	2.378369e-01	2.691721e-01	1.000000e+06	1.031324e-01	3.340717e-01	7.331857e+00	8.717679e+00	2.124763e+00	NaN
ctx_lh_inferiortemporal	1.715938e-01	3.285471e-01	1.000000e+06	2.283830e-02	4.856794e+00	-1.713589e+00	2.841241e+00	8.349441e-01	NaN
ctx_lh_isthmuscingulate	1.939944e-01	4.783883e-01	1.000000e+06	1.613326e-02	5.899463e+00	-3.798926e+00	2.685932e+00	5.299682e-01	NaN
ctx_lh_lateraloccipital	2.280831e-01	3.485847e-01	1.000000e+06	1.170142e-01	-4.477538e-02	8.089551e+00	9.007377e+00	1.887174e+00	NaN
ctx_lh_lateralorbitofrontal	2.357917e-01	5.105589e-01	1.000000e+06	9.411806e-02	6.084615e-01	6.783077e+00	8.002932e+00	1.236436e+00	NaN
ctx_lh_lingual	1.641979e-01	5.534454e-01	1.000000e+06	1.327728e-01	-4.238063e-01	8.847613e+00	7.143110e+00	1.539724e+00	NaN
ctx_lh_medialorbitofrontal	1.338414e-01	6.359632e-01	1.000000e+06	2.305559e-01	-2.079369e+00	1.215874e+01	7.884503e+00	1.946640e+00	NaN
ctx_lh_middletemporal	1.880417e-01	3.645060e-01	1.000000e+06	9.793130e-02	4.893128e-01	7.021374e+00	6.753705e+00	1.678176e+00	NaN
ctx_lh_parahippocampal	8.297277e-02	5.838911e-01	1.000000e+06	2.436893e-01	-2.245571e+00	1.249114e+01	5.280950e+00	2.290203e+00	NaN
ctx_lh_paracentral	1.881452e-01	5.564310e-01	1.000000e+06	3.155321e-02	3.887085e+00	2.258296e-01	3.724014e+00	6.867106e-01	NaN
ctx_lh_parsopercularis	2.831177e-01	4.332759e-01	1.000000e+06	1.520368e-01	-8.302555e-01	9.660511e+00	1.268804e+01	1.828686e+00	NaN
ctx_lh_parsorbitalis	4.113734e-01	3.721062e-01	1.000000e+06	5.726152e-03	9.006980e+00	-1.001396e+01	3.200249e+00	3.389941e-01	NaN
ctx_lh_parstriangularis	2.386435e-01	5.050348e-01	1.000000e+06	1.695445e-01	-1.157235e+00	1.031447e+01	1.159974e+01	1.795470e+00	NaN
ctx_lh_pericalcarine	2.160423e-01	6.713475e-01	1.000000e+06	3.099792e-01	-2.967404e+00	1.393481e+01	1.503043e+01	2.152422e+00	NaN
ctx_lh_postcentral	1.721331e-01	4.629575e-01	1.000000e+06	1.428578e-01	-6.434370e-01	9.286874e+00	7.651057e+00	1.768885e+00	NaN
ctx_lh_posteriorcingulate	1.374323e-01	6.976321e-01	1.000000e+06	2.287727e-01	-2.056075e+00	1.211215e+01	7.797355e+00	1.758921e+00	NaN
ctx_lh_precentral	3.517655e-01	3.606499e-01	1.000000e+06	6.827139e-02	1.571639e+00	4.856721e+00	1.033618e+01	1.337837e+00	NaN
ctx_lh_precuneus	2.253049e-01	4.521005e-01	1.000000e+06	1.390582e-01	-5.625667e-01	9.125133e+00	9.715101e+00	1.714342e+00	NaN
ctx_lh_rostralanteriorcingulate	1.068206e-01	7.430195e-01	1.000000e+06	5.899305e-01	-4.897903e+00	1.779581e+01	1.110115e+01	3.184516e+00	NaN
ctx_lh_rostralmiddlefrontal	2.360441e-01	4.242974e-01	1.000000e+06	9.949048e-02	4.419258e-01	7.116148e+00	8.456370e+00	1.479979e+00	NaN
ctx_lh_superiorfrontal	2.736636e-01	3.816444e-01	1.000000e+06	1.070457e-01	2.223444e-01	7.555311e+00	1.015659e+01	1.645971e+00	NaN
ctx_lh_superiorparietal	2.010809e-01	2.972570e-01	1.000000e+06	1.896514e-01	-1.493451e+00	1.098690e+01	1.027040e+01	2.771362e+00	NaN
ctx_lh_superiortemporal	1.126880e-01	5.744412e-01	1.000000e+06	1.935654e-01	-1.554735e+00	1.110947e+01	6.211487e+00	1.948038e+00	NaN
ctx_lh_supramarginal	2.183616e-01	3.490134e-01	1.000000e+06	1.182172e-01	-7.545849e-02	8.150917e+00	8.614839e+00	1.882593e+00	NaN
ctx_lh_frontalpole	2.192813e-01	5.023476e-01	1.000000e+06	1.452853e-01	-6.939861e-01	9.387972e+00	9.436497e+00	1.580359e+00	NaN
ctx_lh_temporalpole	6.050935e-02	7.691603e-01	1.000000e+06	4.345424e-01	-3.980769e+00	1.596154e+01	5.964433e+00	3.007116e+00	NaN
ctx_lh_transversetemporal	1.623529e-01	9.102066e-01	1.000000e+06	2.187832e-01	-1.922132e+00	1.184426e+01	8.822155e+00	1.439358e+00	NaN
ctx_lh_insula	8.306285e-02	9.109891e-01	1.000000e+06	1.002854e-01	4.180518e-01	7.163896e+00	3.456544e+00	1.147232e+00	NaN
ctx_rh_bankssts	1.773209e-01	4.648370e-01	1.000000e+06	3.425454e-01	-3.267101e+00	1.453420e+01	1.269799e+01	2.872725e+00	NaN
ctx_rh_caudalanteriorcingulate	1.605313e-01	5.915055e-01	1.000000e+06	3.503122e-01	-3.334362e+00	1.466872e+01	1.169223e+01	2.496639e+00	NaN
ctx_rh_caudalmiddlefrontal	5.254030e-01	2.482603e-01	1.000000e+06	6.758755e-02	1.601840e+00	4.796320e+00	1.517195e+01	1.733010e+00	NaN
ctx_rh_cuneus	1.983302e-01	6.017230e-01	1.000000e+06	1.912103e-01	-1.518011e+00	1.103602e+01	9.946703e+00	1.658957e+00	NaN
ctx_rh_entorhinal	6.825710e-02	7.207483e-01	1.000000e+06	3.179693e-01	-3.043753e+00	1.408751e+01	5.273542e+00	2.481147e+00	NaN
ctx_rh_fusiform	1.198292e-01	4.815477e-01	1.000000e+06	2.562825e-01	-2.396729e+00	1.279346e+01	7.514908e+00	2.490480e+00	NaN
ctx_rh_inferiorparietal	2.350985e-01	2.560932e-01	1.000000e+06	1.467217e-01	-7.235021e-01	9.447004e+00	1.035840e+01	2.663649e+00	NaN
ctx_rh_inferiortemporal	1.491577e-01	3.672396e-01	1.000000e+06	1.295433e-01	-3.499339e-01	8.699868e+00	6.324989e+00	1.995640e+00	NaN
ctx_rh_isthmuscingulate	1.835597e-01	4.759736e-01	1.000000e+06	1.503537e-01	-7.968591e-01	9.593718e+00	8.199628e+00	1.746169e+00	NaN
ctx_rh_lateraloccipital	2.206098e-01	3.583949e-01	1.000000e+06	7.988155e-02	1.100477e+00	5.799046e+00	7.095030e+00	1.504477e+00	NaN
ctx_rh_lateralorbitofrontal	1.773944e-01	4.933065e-01	1.000000e+06	1.010783e-01	3.944243e-01	7.211151e+00	6.525372e+00	1.398740e+00	NaN
ctx_rh_lingual	1.762271e-01	5.531488e-01	1.000000e+06	8.313964e-02	9.805467e-01	6.038907e+00	5.809068e+00	1.158357e+00	NaN
ctx_rh_medialorbitofrontal	1.552669e-01	5.483750e-01	1.000000e+06	9.932076e-02	4.470476e-01	7.105905e+00	5.690294e+00	1.302766e+00	NaN
ctx_rh_middletemporal	1.817257e-01	3.825033e-01	1.000000e+06	1.038860e-01	3.122278e-01	7.375544e+00	6.715380e+00	1.667245e+00	NaN
ctx_rh_parahippocampal	7.821035e-02	6.627313e-01	1.000000e+06	6.978626e-01	-5.401955e+00	1.880391e+01	8.867084e+00	3.796630e+00	NaN
ctx_rh_paracentral	1.808168e-01	5.731050e-01	1.000000e+06	1.335525e-01	-4.413728e-01	8.882746e+00	7.642754e+00	1.457418e+00	NaN
ctx_rh_parsopercularis	3.000548e-01	3.793619e-01	1.000000e+06	1.295592e-01	-3.503029e-01	8.700606e+00	1.271373e+01	1.894710e+00	NaN
ctx_rh_parsorbitalis	3.461335e-01	3.441991e-01	1.000000e+06	9.785675e-02	4.915976e-01	7.016805e+00	1.195490e+01	1.634804e+00	NaN
ctx_rh_parstriangularis	2.731898e-01	4.067812e-01	1.000000e+06	9.040149e-02	7.293293e-01	6.541341e+00	9.348573e+00	1.458989e+00	NaN
ctx_rh_pericalcarine	2.553571e-01	6.877093e-01	1.000000e+06	1.838502e-01	-1.400252e+00	1.080050e+01	1.301795e+01	1.547623e+00	NaN
ctx_rh_postcentral	1.778891e-01	3.995760e-01	1.000000e+06	8.419201e-02	9.428113e-01	6.114377e+00	5.973690e+00	1.469794e+00	NaN
ctx_rh_posteriorcingulate	1.697778e-01	6.363701e-01	1.000000e+06	1.137984e-01	3.882728e-02	7.922345e+00	6.617838e+00	1.255956e+00	NaN
ctx_rh_precentral	3.711858e-01	2.872226e-01	1.000000e+06	8.215900e-02	1.016142e+00	5.967716e+00	1.183567e+01	1.719905e+00	NaN
ctx_rh_precuneus	2.415038e-01	4.432267e-01	1.000000e+06	6.979909e-02	1.505249e+00	4.989503e+00	7.066116e+00	1.165082e+00	NaN
ctx_rh_rostralanteriorcingulate	1.479131e-01	6.242629e-01	1.000000e+06	1.017478e-01	3.746208e-01	7.250758e+00	5.472780e+00	1.220133e+00	NaN
ctx_rh_rostralmiddlefrontal	2.448606e-01	3.361732e-01	1.000000e+06	6.496398e-02	1.720613e+00	4.558775e+00	6.968144e+00	1.381773e+00	NaN
ctx_rh_superiorfrontal	3.260513e-01	3.168282e-01	1.000000e+06	8.678347e-02	8.518631e-01	6.296274e+00	1.079436e+01	1.671868e+00	NaN
ctx_rh_superiorparietal	2.105867e-01	2.478178e-01	1.000000e+06	1.368510e-01	-5.145674e-01	9.029135e+00	9.030108e+00	2.682927e+00	NaN
ctx_rh_superiortemporal	1.149060e-01	5.739940e-01	1.000000e+06	1.984740e-01	-1.629863e+00	1.125973e+01	6.371055e+00	1.965546e+00	NaN
ctx_rh_supramarginal	2.381820e-01	3.115154e-01	1.000000e+06	9.189772e-02	6.800828e-01	6.639834e+00	8.233821e+00	1.794909e+00	NaN
ctx_rh_frontalpole	1.844822e-01	3.499006e-01	1.000000e+06	1.891193e-01	-1.485023e+00	1.097005e+01	9.393366e+00	2.459242e+00	NaN
ctx_rh_temporalpole	5.679360e-02	8.606650e-01	1.000000e+06	6.914228e-01	-5.374143e+00	1.874829e+01	7.219005e+00	3.669293e+00	NaN
ctx_rh_transversetemporal	1.400340e-01	9.035967e-01	1.000000e+06	4.218638e-01	-3.891936e+00	1.578387e+01	1.159900e+01	2.236112e+00	NaN
ctx_rh_insula	9.164177e-02	7.998489e-01	1.000000e+06	2.583138e-01	-2.420413e+00	1.284083e+01	6.074097e+00	1.950037e+00	NaN
