SRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
left_ventraldc	7.282301e-02	7.059096e-01	2.019244e+00	1.617824e+06	-3.063037e+02	6.206073e+02	4.859493e+00	1.154032e+00	2.620753e+00
left_choroid_plexus	7.282301e-02	5.739923e-01	-6.771813e-02	3.692771e+06	-3.211563e+02	6.503126e+02	4.859493e+00	3.421058e+00	-3.438621e+01
right_cerebral_white_matter	7.282301e-02	5.811800e-01	2.115173e-01	7.311687e+05	-2.920258e+02	5.920517e+02	4.859493e+00	1.292092e+00	6.209345e+00
right_cerebellum_white_matter	7.282301e-02	7.512916e-01	1.185404e-01	4.321502e+05	-2.825392e+02	5.730784e+02	4.859493e+00	9.476817e-01	6.268040e+00
right_cerebellum_cortex	7.282301e-02	8.740431e-01	-4.084564e-02	5.157162e+04	-2.442963e+02	4.965925e+02	4.859493e+00	3.521392e-01	-5.136349e+00
right_thalamus	7.282301e-02	8.858042e-01	2.071922e+00	1.289391e+06	-3.022271e+02	6.124542e+02	4.859493e+00	8.850309e-01	1.635035e+00
right_caudate	7.282301e-02	9.315684e-01	1.205839e+00	2.170683e+06	-3.117808e+02	6.315616e+02	4.859493e+00	1.296811e+00	2.167403e+00
right_putamen	7.282301e-02	1.112174e+00	1.758873e+00	1.286052e+06	-3.021742e+02	6.123484e+02	4.859493e+00	8.165793e-01	1.210169e+00
right_pallidum	7.282301e-02	6.237756e-01	1.778042e+00	2.734683e+06	-3.157556e+02	6.395112e+02	4.859493e+00	1.675934e+00	4.138060e+00
right_hippocampus	7.282301e-02	7.528250e-01	6.427423e-01	1.536132e+06	-3.053703e+02	6.187406e+02	4.859493e+00	1.409711e+00	3.113273e+00
right_amygdala	7.282301e-02	7.362020e-01	2.258412e+00	2.526879e+06	-3.143716e+02	6.367432e+02	4.859493e+00	1.367685e+00	3.099353e+00
right_accumbens_area	7.282301e-02	9.204738e-01	1.768160e+00	8.906268e+06	-3.370095e+02	6.820190e+02	4.859493e+00	2.373497e+00	4.087369e+00
right_ventraldc	7.282301e-02	6.856251e-01	1.967327e+00	7.949211e+05	-2.935165e+02	5.950330e+02	4.859493e+00	8.296609e-01	1.922681e+00
right_choroid_plexus	7.282301e-02	5.561875e-01	-1.303387e-01	5.954053e+06	-3.297544e+02	6.675088e+02	4.859493e+00	4.596909e+00	-2.198895e+01
aircavity	7.282301e-02	1.380940e-01	-7.252906e-01	2.267188e+05	-2.712870e+02	5.505739e+02	4.859493e+00	3.109906e+00	-9.602020e-01
skull	7.282301e-02	1.338692e-01	-7.360217e-01	3.406247e+05	-2.786259e+02	5.652517e+02	4.859493e+00	3.952260e+00	-1.149467e+00
vermis	7.282301e-02	7.888991e-01	-8.951453e-02	1.075624e+06	-2.989788e+02	6.059575e+02	4.859493e+00	1.713480e+00	-1.102558e+01
pons	7.282301e-02	7.810132e-01	9.611456e-01	1.328185e+06	-3.027544e+02	6.135088e+02	4.859493e+00	1.174576e+00	2.284878e+00
csf_extracerebral	7.282301e-02	5.455070e-01	-2.518795e-01	2.355783e+05	-2.716767e+02	5.513534e+02	4.859493e+00	1.020540e+00	-2.050709e+00
head_extracerebral	7.282301e-02	8.769740e-02	-6.048573e-01	2.628697e+05	-2.744999e+02	5.569999e+02	4.859493e+00	3.682304e+00	-3.845476e+00
ctx_lh_bankssts	7.282301e-02	1.027211e+00	5.016306e-01	1.660602e+06	-3.067776e+02	6.215551e+02	4.859493e+00	1.375885e+00	2.863639e+00
ctx_lh_caudalanteriorcingulate	7.282301e-02	1.022406e+00	7.949091e-01	2.267913e+06	-3.123842e+02	6.327683e+02	4.859493e+00	1.432237e+00	2.456467e+00
ctx_lh_caudalmiddlefrontal	7.282301e-02	1.119206e+00	2.530532e-01	5.132175e+05	-2.856384e+02	5.792768e+02	4.859493e+00	8.540808e-01	2.646001e+00
ctx_lh_cuneus	7.282301e-02	1.226439e+00	6.894026e-01	1.532701e+06	-3.053275e+02	6.186550e+02	4.859493e+00	1.154203e+00	1.917056e+00
ctx_lh_entorhinal	7.282301e-02	7.694208e-01	8.025411e-01	1.856586e+06	-3.088367e+02	6.256734e+02	4.859493e+00	1.460117e+00	2.973835e+00
ctx_lh_fusiform	7.282301e-02	9.120001e-01	5.180937e-01	1.289623e+06	-3.022882e+02	6.125764e+02	4.859493e+00	1.252325e+00	2.711843e+00
ctx_lh_inferiorparietal	7.282301e-02	1.002485e+00	2.689584e-01	6.965646e+05	-2.911355e+02	5.902709e+02	4.859493e+00	1.012121e+00	3.128207e+00
ctx_lh_inferiortemporal	7.282301e-02	9.092069e-01	3.560438e-01	7.215113e+05	-2.919102e+02	5.918204e+02	4.859493e+00	1.010618e+00	2.700146e+00
ctx_lh_isthmuscingulate	7.282301e-02	1.087460e+00	4.897804e-01	1.501715e+06	-3.049752e+02	6.179504e+02	4.859493e+00	1.293519e+00	2.660706e+00
ctx_lh_lateraloccipital	7.282301e-02	1.045117e+00	3.533288e-01	1.429678e+06	-3.041172e+02	6.162345e+02	4.859493e+00	1.367806e+00	3.462804e+00
ctx_lh_lateralorbitofrontal	7.282301e-02	1.113636e+00	5.421185e-01	1.311584e+06	-3.026462e+02	6.132924e+02	4.859493e+00	1.171464e+00	2.263619e+00
ctx_lh_lingual	7.282301e-02	1.095157e+00	5.634329e-01	1.445981e+06	-3.042898e+02	6.165795e+02	4.859493e+00	1.224243e+00	2.337626e+00
ctx_lh_medialorbitofrontal	7.282301e-02	1.051578e+00	6.652487e-01	1.268520e+06	-3.019575e+02	6.119151e+02	4.859493e+00	1.112836e+00	2.009061e+00
ctx_lh_middletemporal	7.282301e-02	9.822304e-01	3.802951e-01	8.382293e+05	-2.946279e+02	5.972558e+02	4.859493e+00	1.050827e+00	2.606907e+00
ctx_lh_parahippocampal	7.282301e-02	7.839440e-01	6.764866e-01	2.356173e+06	-3.130835e+02	6.341669e+02	4.859493e+00	1.695253e+00	3.582785e+00
ctx_lh_paracentral	7.282301e-02	1.118874e+00	5.744852e-01	8.030177e+05	-2.936921e+02	5.953841e+02	4.859493e+00	9.020342e-01	1.690754e+00
ctx_lh_parsopercularis	7.282301e-02	1.155951e+00	4.410543e-01	1.144663e+06	-3.000764e+02	6.081527e+02	4.859493e+00	1.138010e+00	2.421394e+00
ctx_lh_parsorbitalis	7.282301e-02	1.149045e+00	3.860436e-01	1.294251e+06	-3.023708e+02	6.127416e+02	4.859493e+00	1.247772e+00	2.881095e+00
ctx_lh_parstriangularis	7.282301e-02	1.181603e+00	5.097790e-01	1.447719e+06	-3.043417e+02	6.166834e+02	4.859493e+00	1.229409e+00	2.393977e+00
ctx_lh_pericalcarine	7.282301e-02	1.348641e+00	6.514132e-01	2.951216e+06	-3.171214e+02	6.422428e+02	4.859493e+00	1.587317e+00	2.602638e+00
ctx_lh_postcentral	7.282301e-02	1.032310e+00	4.784906e-01	6.524620e+05	-2.899686e+02	5.879371e+02	4.859493e+00	8.704606e-01	1.853405e+00
ctx_lh_posteriorcingulate	7.282301e-02	1.138533e+00	7.035365e-01	1.355593e+06	-3.031223e+02	6.142445e+02	4.859493e+00	1.103812e+00	1.877658e+00
ctx_lh_precentral	7.282301e-02	1.171570e+00	3.556508e-01	6.298763e+05	-2.893210e+02	5.866419e+02	4.859493e+00	8.811801e-01	2.126892e+00
ctx_lh_precuneus	7.282301e-02	1.132222e+00	4.519914e-01	6.623995e+05	-2.902270e+02	5.884539e+02	4.859493e+00	8.655328e-01	1.830777e+00
ctx_lh_rostralanteriorcingulate	7.282301e-02	1.049899e+00	7.618136e-01	1.647248e+06	-3.066318e+02	6.212636e+02	4.859493e+00	1.223092e+00	2.098912e+00
ctx_lh_rostralmiddlefrontal	7.282301e-02	1.101825e+00	4.326965e-01	6.139406e+05	-2.889012e+02	5.858023e+02	4.859493e+00	8.476236e-01	1.858095e+00
ctx_lh_superiorfrontal	7.282301e-02	1.123020e+00	3.816256e-01	3.066285e+05	-2.763675e+02	5.607351e+02	4.859493e+00	6.122762e-01	1.436251e+00
ctx_lh_superiorparietal	7.282301e-02	9.841207e-01	2.976804e-01	7.223996e+05	-2.917878e+02	5.915756e+02	4.859493e+00	1.018983e+00	2.957399e+00
ctx_lh_superiortemporal	7.282301e-02	9.513046e-01	6.010664e-01	1.197869e+06	-3.009086e+02	6.098172e+02	4.859493e+00	1.148932e+00	2.274321e+00
ctx_lh_supramarginal	7.282301e-02	1.038920e+00	3.513905e-01	6.582791e+05	-2.901374e+02	5.882748e+02	4.859493e+00	9.305931e-01	2.369784e+00
ctx_lh_frontalpole	7.282301e-02	1.104513e+00	5.267377e-01	2.408996e+06	-3.135254e+02	6.350508e+02	4.859493e+00	1.602790e+00	3.153321e+00
ctx_lh_temporalpole	7.282301e-02	7.441207e-01	8.843173e-01	1.745411e+06	-3.077606e+02	6.235213e+02	4.859493e+00	1.407375e+00	2.877013e+00
ctx_lh_transversetemporal	7.282301e-02	1.351973e+00	9.135589e-01	3.053015e+06	-3.177345e+02	6.434690e+02	4.859493e+00	1.449674e+00	2.081829e+00
ctx_lh_insula	7.282301e-02	9.779454e-01	9.811299e-01	5.615709e+05	-2.872571e+02	5.825141e+02	4.859493e+00	6.839467e-01	1.138307e+00
ctx_rh_bankssts	7.282301e-02	1.022266e+00	4.932113e-01	2.157943e+06	-3.114968e+02	6.309935e+02	4.859493e+00	1.576898e+00	3.318157e+00
ctx_rh_caudalanteriorcingulate	7.282301e-02	1.125221e+00	5.968961e-01	1.145132e+06	-3.000860e+02	6.081720e+02	4.859493e+00	1.064747e+00	1.955210e+00
ctx_rh_caudalmiddlefrontal	7.282301e-02	1.148467e+00	2.408143e-01	4.735371e+05	-2.841872e+02	5.763745e+02	4.859493e+00	8.220655e-01	2.616434e+00
ctx_rh_cuneus	7.282301e-02	1.197054e+00	6.077633e-01	1.473212e+06	-3.046155e+02	6.172309e+02	4.859493e+00	1.180515e+00	2.094699e+00
ctx_rh_entorhinal	7.282301e-02	7.575031e-01	8.520141e-01	1.280241e+06	-3.021336e+02	6.122672e+02	4.859493e+00	1.204938e+00	2.448546e+00
ctx_rh_fusiform	7.282301e-02	9.071465e-01	5.130138e-01	9.706072e+05	-2.971439e+02	6.022878e+02	4.859493e+00	1.090865e+00	2.379980e+00
ctx_rh_inferiorparietal	7.282301e-02	9.966754e-01	2.532249e-01	5.219260e+05	-2.859368e+02	5.798735e+02	4.859493e+00	8.855714e-01	2.863657e+00
ctx_rh_inferiortemporal	7.282301e-02	9.192594e-01	3.841184e-01	7.257129e+05	-2.919289e+02	5.918577e+02	4.859493e+00	9.960061e-01	2.528480e+00
ctx_rh_isthmuscingulate	7.282301e-02	1.054995e+00	4.944278e-01	1.168219e+06	-3.004462e+02	6.088923e+02	4.859493e+00	1.148522e+00	2.380847e+00
ctx_rh_lateraloccipital	7.282301e-02	1.040698e+00	3.649938e-01	1.262824e+06	-3.018855e+02	6.117710e+02	4.859493e+00	1.278953e+00	3.177579e+00
ctx_rh_lateralorbitofrontal	7.282301e-02	1.053404e+00	5.142899e-01	7.369966e+05	-2.921688e+02	5.923375e+02	4.859493e+00	9.042748e-01	1.837691e+00
ctx_rh_lingual	7.282301e-02	1.099449e+00	5.715613e-01	1.090769e+06	-2.992345e+02	6.064690e+02	4.859493e+00	1.058199e+00	2.003294e+00
ctx_rh_medialorbitofrontal	7.282301e-02	1.046623e+00	5.706490e-01	9.922444e+05	-2.975513e+02	6.031026e+02	4.859493e+00	1.025228e+00	1.985028e+00
ctx_rh_middletemporal	7.282301e-02	9.930065e-01	3.951420e-01	7.171841e+05	-2.917122e+02	5.914244e+02	4.859493e+00	9.615939e-01	2.320385e+00
ctx_rh_parahippocampal	7.282301e-02	8.110853e-01	7.455979e-01	1.494587e+06	-3.048743e+02	6.177486e+02	4.859493e+00	1.300433e+00	2.607118e+00
ctx_rh_paracentral	7.282301e-02	1.133040e+00	5.864227e-01	1.076121e+06	-2.989615e+02	6.059229e+02	4.859493e+00	1.034822e+00	1.910489e+00
ctx_rh_parsopercularis	7.282301e-02	1.162356e+00	3.730863e-01	1.074209e+06	-2.989319e+02	6.058637e+02	4.859493e+00	1.141695e+00	2.681132e+00
ctx_rh_parsorbitalis	7.282301e-02	1.092045e+00	3.596669e-01	8.875668e+05	-2.955822e+02	5.991644e+02	4.859493e+00	1.061732e+00	2.612566e+00
ctx_rh_parstriangularis	7.282301e-02	1.104921e+00	4.234582e-01	9.819614e+05	-2.973234e+02	6.026468e+02	4.859493e+00	1.076259e+00	2.386435e+00
ctx_rh_pericalcarine	7.282301e-02	1.345630e+00	6.934082e-01	2.346285e+06	-3.129920e+02	6.339840e+02	4.859493e+00	1.389858e+00	2.218490e+00
ctx_rh_postcentral	7.282301e-02	1.011870e+00	4.063563e-01	5.540820e+05	-2.870129e+02	5.820258e+02	4.859493e+00	8.358071e-01	1.967950e+00
ctx_rh_posteriorcingulate	7.282301e-02	1.167220e+00	6.441425e-01	6.154881e+05	-2.889068e+02	5.858135e+02	4.859493e+00	7.564784e-01	1.321097e+00
ctx_rh_precentral	7.282301e-02	1.125081e+00	2.807334e-01	5.659694e+05	-2.873967e+02	5.827933e+02	4.859493e+00	8.808155e-01	2.529320e+00
ctx_rh_precuneus	7.282301e-02	1.121946e+00	4.505672e-01	5.861218e+05	-2.880509e+02	5.841019e+02	4.859493e+00	8.167425e-01	1.736902e+00
ctx_rh_rostralanteriorcingulate	7.282301e-02	1.086518e+00	6.458756e-01	1.012953e+06	-2.978726e+02	6.037451e+02	4.859493e+00	9.915013e-01	1.784944e+00
ctx_rh_rostralmiddlefrontal	7.282301e-02	1.052402e+00	3.389813e-01	4.581933e+05	-2.836081e+02	5.752162e+02	4.859493e+00	7.789887e-01	2.019749e+00
ctx_rh_superiorfrontal	7.282301e-02	1.107250e+00	3.158811e-01	2.984293e+05	-2.758759e+02	5.597517e+02	4.859493e+00	6.288315e-01	1.675256e+00
ctx_rh_superiorparietal	7.282301e-02	9.488000e-01	2.513108e-01	4.581196e+05	-2.835897e+02	5.751794e+02	4.859493e+00	8.415686e-01	2.789959e+00
ctx_rh_superiortemporal	7.282301e-02	9.559133e-01	6.031370e-01	6.970346e+05	-2.911522e+02	5.903044e+02	4.859493e+00	8.741824e-01	1.723654e+00
ctx_rh_supramarginal	7.282301e-02	1.029476e+00	3.141973e-01	4.723010e+05	-2.841391e+02	5.762782e+02	4.859493e+00	8.065133e-01	2.217206e+00
ctx_rh_frontalpole	7.282301e-02	9.678734e-01	3.658929e-01	2.122266e+06	-3.112032e+02	6.304064e+02	4.859493e+00	1.691806e+00	4.324531e+00
ctx_rh_temporalpole	7.282301e-02	7.385483e-01	1.015954e+00	1.371361e+06	-3.033486e+02	6.146971e+02	4.859493e+00	1.212511e+00	2.445332e+00
ctx_rh_transversetemporal	7.282301e-02	1.364791e+00	8.741457e-01	8.604356e+06	-3.363874e+02	6.807748e+02	4.859493e+00	2.462933e+00	3.574399e+00
ctx_rh_insula	7.282301e-02	9.750280e-01	8.516190e-01	6.143084e+05	-2.888706e+02	5.857412e+02	4.859493e+00	7.450621e-01	1.284978e+00
