Logan Ref	Kappa2	BPnd	k2ref	MSE	LogLikelihood	AIC	%Cov Kappa2	%Cov BPnd	%Cov k2ref
right_cerebellum_white_matter	1.070384e-01	1.634807e-01	1.000000e+06	2.860869e-01	-2.726776e+00	1.345355e+01	7.351411e+00	6.347304e+00	NaN
right_cerebellum_cortex	4.343947e+00	-8.469142e-03	1.000000e+06	9.258748e-04	1.447316e+01	-2.094632e+01	1.348497e+01	-4.171914e+00	NaN
right_thalamus	4.270123e-02	2.303443e+00	1.000000e+06	3.082471e-01	-2.950594e+00	1.390119e+01	4.093862e+00	1.803590e+00	NaN
right_caudate	8.418567e-02	1.975280e+00	1.000000e+06	6.833624e-02	1.568791e+00	4.862418e+00	2.755501e+00	6.521602e-01	NaN
right_putamen	7.087020e-02	2.258351e+00	1.000000e+06	2.832753e-01	-2.697146e+00	1.339429e+01	5.132340e+00	1.395983e+00	NaN
right_pallidum	2.157049e-02	1.915142e+00	1.000000e+06	3.225607e+00	-9.994518e+00	2.798904e+01	1.096586e+01	8.487937e+00	NaN
right_hippocampus	1.007717e-01	6.464806e-01	1.000000e+06	1.815332e-01	-1.362204e+00	1.072441e+01	5.445457e+00	1.786737e+00	NaN
right_amygdala	2.962117e-02	2.936921e+00	1.000000e+06	6.490594e-01	-5.184461e+00	1.836892e+01	5.077402e+00	2.811249e+00	NaN
right_accumbens_area	2.833089e-02	4.206316e+00	1.000000e+06	2.945776e+00	-9.722271e+00	2.744454e+01	1.132917e+01	6.018569e+00	NaN
right_ventraldc	3.128775e-02	2.212778e+00	1.000000e+06	1.048312e+00	-6.622699e+00	2.124540e+01	6.818611e+00	3.929214e+00	NaN
right_choroid_plexus	-3.424967e-01	5.901868e-02	1.000000e+06	9.042243e+00	-1.308688e+01	3.417375e+01	-7.525502e+01	3.275593e+01	NaN
aircavity	7.395677e-02	-6.957502e-01	1.000000e+06	1.478005e+00	-7.653234e+00	2.330647e+01	1.361417e+01	-1.080149e+00	NaN
skull	2.823562e-02	-8.451351e-01	1.000000e+06	1.659034e+00	-7.999862e+00	2.399972e+01	9.116982e+00	-6.941383e-01	NaN
vermis	1.721398e-01	-1.743330e-01	1.000000e+06	5.303450e-02	2.329284e+00	3.341433e+00	4.750454e+00	-1.619794e+00	NaN
pons	6.782470e-02	8.873836e-01	1.000000e+06	4.743121e-01	-4.243485e+00	1.648697e+01	6.637041e+00	2.788370e+00	NaN
csf_extracerebral	4.205137e-02	-7.860269e-01	1.000000e+06	1.818293e+00	-8.274848e+00	2.454970e+01	1.065295e+01	-8.998642e-01	NaN
head_extracerebral	2.325134e-02	-5.762919e-01	1.000000e+06	1.694375e+00	-8.063097e+00	2.412619e+01	8.309337e+00	-2.937207e+00	NaN
ctx_lh_bankssts	4.058188e-01	9.332385e-01	1.000000e+06	7.556595e-03	8.174850e+00	-8.349699e+00	3.655131e+00	2.207570e-01	NaN
ctx_lh_caudalanteriorcingulate	9.510035e-02	1.801845e+00	1.000000e+06	2.646364e-01	-2.492959e+00	1.298592e+01	6.452585e+00	1.355833e+00	NaN
ctx_lh_caudalmiddlefrontal	-8.195731e-01	6.022825e-01	1.000000e+06	2.375759e-03	1.164616e+01	-1.529232e+01	-4.005523e+00	1.455429e-01	NaN
ctx_lh_cuneus	4.661659e-01	1.661764e+00	1.000000e+06	9.900661e-03	7.364307e+00	-6.728614e+00	4.830835e+00	1.962152e-01	NaN
ctx_lh_entorhinal	7.441460e-02	1.391317e+00	1.000000e+06	3.095150e-01	-2.962908e+00	1.392582e+01	5.644443e+00	1.738239e+00	NaN
ctx_lh_fusiform	1.379255e-01	8.646196e-01	1.000000e+06	1.526833e-01	-8.429868e-01	9.685974e+00	6.532219e+00	1.299855e+00	NaN
ctx_lh_inferiorparietal	1.170454e+00	6.596008e-01	1.000000e+06	5.198905e-03	9.296767e+00	-1.059353e+01	8.693863e+00	2.167437e-01	NaN
ctx_lh_inferiortemporal	3.380050e-01	7.051522e-01	1.000000e+06	1.591450e-03	1.284817e+01	-1.769635e+01	1.358255e+00	1.157418e-01	NaN
ctx_lh_isthmuscingulate	3.260399e-01	1.012318e+00	1.000000e+06	9.628371e-03	7.447969e+00	-6.895939e+00	3.235042e+00	2.342298e-01	NaN
ctx_lh_lateraloccipital	1.512167e+00	9.475935e-01	1.000000e+06	2.934995e-03	1.101199e+01	-1.402399e+01	8.383311e+00	1.313761e-01	NaN
ctx_lh_lateralorbitofrontal	5.640667e-01	1.027532e+00	1.000000e+06	3.831317e-03	1.021249e+01	-1.242497e+01	3.513571e+00	1.437686e-01	NaN
ctx_lh_lingual	4.696237e-01	1.308258e+00	1.000000e+06	7.310515e-03	8.274170e+00	-8.548340e+00	4.233708e+00	1.892119e-01	NaN
ctx_lh_medialorbitofrontal	1.966886e-01	1.243965e+00	1.000000e+06	1.378406e-01	-5.361815e-01	9.072363e+00	8.534854e+00	9.801113e-01	NaN
ctx_lh_middletemporal	3.836672e-01	7.622045e-01	1.000000e+06	2.168026e-02	5.012906e+00	-2.025811e+00	6.020201e+00	4.342538e-01	NaN
ctx_lh_parahippocampal	8.969178e-02	1.062606e+00	1.000000e+06	1.644203e-01	-1.065166e+00	1.013033e+01	4.360866e+00	1.248653e+00	NaN
ctx_lh_paracentral	3.568939e-01	1.174415e+00	1.000000e+06	1.017660e-02	7.281838e+00	-6.563675e+00	3.792803e+00	2.354863e-01	NaN
ctx_lh_parsopercularis	2.466011e+00	8.564539e-01	1.000000e+06	9.951399e-03	7.348972e+00	-6.697944e+00	2.573330e+01	2.643147e-01	NaN
ctx_lh_parsorbitalis	-2.272888e+01	9.665146e-01	1.000000e+06	1.045304e-02	7.201432e+00	-6.402864e+00	-2.299870e+02	2.339568e-01	NaN
ctx_lh_parstriangularis	6.095565e-01	1.113646e+00	1.000000e+06	2.629299e-02	4.434204e+00	-8.684079e-01	1.063928e+01	3.918993e-01	NaN
ctx_lh_pericalcarine	-7.918536e-01	1.998219e+00	1.000000e+06	9.697441e-03	7.426525e+00	-6.853051e+00	-7.623645e+00	1.594288e-01	NaN
ctx_lh_postcentral	2.876244e-01	1.225251e+00	1.000000e+06	2.971563e-02	4.067092e+00	-1.341835e-01	5.396498e+00	4.142627e-01	NaN
ctx_lh_posteriorcingulate	1.894916e-01	1.260159e+00	1.000000e+06	1.193179e-01	-1.032628e-01	8.206526e+00	7.340290e+00	8.674106e-01	NaN
ctx_lh_precentral	-9.316435e-01	8.352059e-01	1.000000e+06	3.098514e-03	1.084934e+01	-1.369869e+01	-5.130397e+00	1.346660e-01	NaN
ctx_lh_precuneus	6.822087e-01	8.125132e-01	1.000000e+06	4.309000e-02	2.952239e+00	2.095523e+00	1.528898e+01	5.910816e-01	NaN
ctx_lh_rostralanteriorcingulate	1.275349e-01	1.328522e+00	1.000000e+06	2.705763e-01	-2.559551e+00	1.311910e+01	8.285932e+00	1.465521e+00	NaN
ctx_lh_rostralmiddlefrontal	5.057875e-01	9.757139e-01	1.000000e+06	1.903439e-02	5.403370e+00	-2.806739e+00	7.368010e+00	3.490850e-01	NaN
ctx_lh_superiorfrontal	1.215975e+00	7.794452e-01	1.000000e+06	1.620003e-02	5.887072e+00	-3.774143e+00	1.625105e+01	3.563200e-01	NaN
ctx_lh_superiorparietal	8.128679e-01	8.123662e-01	1.000000e+06	1.991419e-02	5.267813e+00	-2.535627e+00	1.202119e+01	3.857670e-01	NaN
ctx_lh_superiortemporal	1.328501e-01	1.129130e+00	1.000000e+06	1.052663e-01	2.726312e-01	7.454738e+00	5.170951e+00	9.335493e-01	NaN
ctx_lh_supramarginal	9.852717e-01	7.460986e-01	1.000000e+06	3.423178e-03	1.055040e+01	-1.310081e+01	5.834173e+00	1.602126e-01	NaN
ctx_lh_frontalpole	3.137797e-01	1.278720e+00	1.000000e+06	6.829765e-02	1.570485e+00	4.859029e+00	8.843447e+00	6.055173e-01	NaN
ctx_lh_temporalpole	5.862047e-02	1.590930e+00	1.000000e+06	3.713882e-01	-3.509632e+00	1.501926e+01	5.366665e+00	1.981412e+00	NaN
ctx_lh_transversetemporal	3.213365e-01	1.783234e+00	1.000000e+06	2.117283e-02	5.083955e+00	-2.167909e+00	4.940355e+00	2.892910e-01	NaN
ctx_lh_insula	7.942824e-02	1.760675e+00	1.000000e+06	1.133052e-01	5.185506e-02	7.896290e+00	3.521904e+00	9.191587e-01	NaN
ctx_rh_bankssts	3.902423e-01	8.652161e-01	1.000000e+06	1.059376e-01	2.535599e-01	7.492880e+00	1.433364e+01	9.684143e-01	NaN
ctx_rh_caudalanteriorcingulate	1.932786e-01	1.174664e+00	1.000000e+06	1.926859e-01	-1.541073e+00	1.108215e+01	1.007583e+01	1.207975e+00	NaN
ctx_rh_caudalmiddlefrontal	-6.005994e-01	5.881504e-01	1.000000e+06	5.727884e-03	9.006073e+00	-1.001215e+01	-4.535062e+00	2.262976e-01	NaN
ctx_rh_cuneus	4.148686e-01	1.520912e+00	1.000000e+06	6.053171e-02	1.932609e+00	4.134781e+00	1.062241e+01	5.041298e-01	NaN
ctx_rh_entorhinal	6.994972e-02	1.536596e+00	1.000000e+06	2.583389e-01	-2.420706e+00	1.284141e+01	4.791129e+00	1.518783e+00	NaN
ctx_rh_fusiform	1.382106e-01	8.424352e-01	1.000000e+06	1.815045e-01	-1.361730e+00	1.072346e+01	7.068614e+00	1.430853e+00	NaN
ctx_rh_inferiorparietal	1.149021e+00	6.473571e-01	1.000000e+06	1.610561e-02	5.904609e+00	-3.809218e+00	1.521274e+01	3.922637e-01	NaN
ctx_rh_inferiortemporal	2.415999e-01	7.272476e-01	1.000000e+06	3.241641e-02	3.806118e+00	3.877648e-01	4.708144e+00	5.648485e-01	NaN
ctx_rh_isthmuscingulate	2.464415e-01	9.739737e-01	1.000000e+06	8.055019e-02	1.075470e+00	5.849059e+00	7.829103e+00	7.917886e-01	NaN
ctx_rh_lateraloccipital	7.509272e-01	9.036227e-01	1.000000e+06	2.997700e-03	1.094858e+01	-1.389715e+01	4.197802e+00	1.369130e-01	NaN
ctx_rh_lateralorbitofrontal	3.223695e-01	9.851964e-01	1.000000e+06	1.897503e-02	5.412739e+00	-2.825478e+00	4.737033e+00	3.572067e-01	NaN
ctx_rh_lingual	4.288018e-01	1.353694e+00	1.000000e+06	6.225678e-03	8.756065e+00	-9.512129e+00	3.508283e+00	1.686518e-01	NaN
ctx_rh_medialorbitofrontal	2.629387e-01	1.115917e+00	1.000000e+06	2.595997e-02	4.472444e+00	-9.448881e-01	4.473667e+00	3.898845e-01	NaN
ctx_rh_middletemporal	3.255768e-01	7.642595e-01	1.000000e+06	3.883272e-02	3.264322e+00	1.471356e+00	6.880668e+00	5.865456e-01	NaN
ctx_rh_parahippocampal	7.685463e-02	1.218514e+00	1.000000e+06	6.699130e-01	-5.279332e+00	1.855866e+01	8.547549e+00	2.700700e+00	NaN
ctx_rh_paracentral	3.251026e-01	1.176485e+00	1.000000e+06	1.828820e-02	5.523343e+00	-3.046685e+00	4.654607e+00	3.190518e-01	NaN
ctx_rh_parsopercularis	-1.827870e+00	8.794334e-01	1.000000e+06	6.122554e-03	8.806174e+00	-9.612348e+00	-1.537264e+01	2.077178e-01	NaN
ctx_rh_parsorbitalis	3.403120e+00	8.867235e-01	1.000000e+06	1.093428e-02	7.066403e+00	-6.132806e+00	3.669280e+01	2.642851e-01	NaN
ctx_rh_parstriangularis	1.006533e+00	1.038917e+00	1.000000e+06	1.602119e-02	5.920374e+00	-3.840749e+00	1.347323e+01	3.093715e-01	NaN
ctx_rh_pericalcarine	-1.160253e+00	2.106985e+00	1.000000e+06	4.096103e-03	1.001200e+01	-1.202401e+01	-7.587149e+00	1.092080e-01	NaN
ctx_rh_postcentral	3.657428e-01	1.121656e+00	1.000000e+06	2.745991e-02	4.303930e+00	-6.078601e-01	6.534292e+00	4.069089e-01	NaN
ctx_rh_posteriorcingulate	2.413740e-01	1.136988e+00	1.000000e+06	6.209240e-02	1.856241e+00	4.287519e+00	6.572132e+00	6.249479e-01	NaN
ctx_rh_precentral	-5.449392e-01	7.447973e-01	1.000000e+06	5.554339e-03	9.098373e+00	-1.019675e+01	-3.938291e+00	1.852255e-01	NaN
ctx_rh_precuneus	9.374591e-01	8.661607e-01	1.000000e+06	1.052187e-03	1.408950e+01	-2.017900e+01	3.098005e+00	8.273418e-02	NaN
ctx_rh_rostralanteriorcingulate	1.898310e-01	1.206775e+00	1.000000e+06	2.490776e-02	4.596574e+00	-1.193148e+00	3.262791e+00	3.896583e-01	NaN
ctx_rh_rostralmiddlefrontal	7.139776e-01	8.789625e-01	1.000000e+06	7.231606e-03	8.306728e+00	-8.613456e+00	6.269051e+00	2.190038e-01	NaN
ctx_rh_superiorfrontal	3.648694e+00	7.097279e-01	1.000000e+06	3.390465e-03	1.057921e+01	-1.315842e+01	2.193161e+01	1.669221e-01	NaN
ctx_rh_superiorparietal	7.009788e-01	7.573511e-01	1.000000e+06	9.091978e-03	7.619934e+00	-7.239868e+00	6.948843e+00	2.700317e-01	NaN
ctx_rh_superiortemporal	1.318716e-01	1.105043e+00	1.000000e+06	1.413971e-01	-6.126049e-01	9.225210e+00	5.980604e+00	1.104911e+00	NaN
ctx_rh_supramarginal	1.214480e+00	6.612285e-01	1.000000e+06	2.831609e-03	1.111958e+01	-1.423915e+01	6.711474e+00	1.615808e-01	NaN
ctx_rh_frontalpole	2.370543e-01	1.014659e+00	1.000000e+06	1.417249e-01	-6.195524e-01	9.239105e+00	9.815169e+00	1.001765e+00	NaN
ctx_rh_temporalpole	5.426287e-02	1.548457e+00	1.000000e+06	4.821031e-01	-4.292363e+00	1.658473e+01	5.808975e+00	2.353561e+00	NaN
ctx_rh_transversetemporal	2.952292e-01	2.237145e+00	1.000000e+06	1.770081e-01	-1.286475e+00	1.057295e+01	1.447869e+01	8.706822e-01	NaN
ctx_rh_insula	9.414949e-02	1.509807e+00	1.000000e+06	1.384212e-01	-5.487924e-01	9.097585e+00	4.402282e+00	1.016078e+00	NaN
