SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
ctx_lh_caudalanteriorcingulate	1.677834e+00	9.856283e-02	1.887717e+00	6.428191e+06	-3.311372e+02	6.702743e+02	2.656205e+00	1.361335e+01	3.901227e+00
ctx_lh_caudalmiddlefrontal	1.679336e+00	2.820029e-02	5.570129e-01	1.145865e+06	-3.001333e+02	6.082667e+02	9.583643e-01	1.319221e+02	1.544926e+01
ctx_lh_cuneus	1.970226e+00	4.799793e-01	1.604670e+00	4.199958e+06	-3.234743e+02	6.549486e+02	3.923505e+00	2.571845e+01	2.361962e+00
ctx_lh_entorhinal	9.813060e-01	1.041296e-01	1.431678e+00	3.392608e+06	-3.196314e+02	6.472628e+02	3.592796e+00	7.018220e+00	2.802062e+00
ctx_lh_fusiform	1.017516e+00	1.717892e-01	8.020193e-01	2.527835e+06	-3.143349e+02	6.366699e+02	4.777867e+00	1.247847e+01	2.606619e+00
ctx_lh_inferiorparietal	1.411558e+00	3.726260e-01	6.392913e-01	1.127465e+06	-2.998591e+02	6.077182e+02	2.153519e+00	2.963922e+01	2.986817e+00
ctx_lh_inferiortemporal	1.092706e+00	2.683141e-01	6.678030e-01	9.531968e+05	-2.967803e+02	6.015605e+02	3.649314e+00	1.387597e+01	2.529074e+00
ctx_lh_isthmuscingulate	1.401863e+00	4.237782e-01	9.268858e-01	4.473789e+06	-3.246093e+02	6.572186e+02	4.517216e+00	2.594852e+01	4.151133e+00
ctx_lh_lateraloccipital	1.590609e+00	4.230327e-01	9.327102e-01	3.719696e+06	-3.213676e+02	6.507352e+02	3.653655e+00	3.746387e+01	3.767099e+00
ctx_lh_lateralorbitofrontal	1.439584e+00	3.687288e-01	9.934848e-01	1.066959e+06	-2.988289e+02	6.056578e+02	2.697210e+00	1.469730e+01	1.924260e+00
ctx_lh_lingual	1.584858e+00	4.689588e-01	1.246958e+00	2.981843e+06	-3.173309e+02	6.426617e+02	3.512612e+00	1.797088e+01	2.555694e+00
ctx_lh_medialorbitofrontal	1.146890e+00	5.122312e-01	1.052501e+00	2.536032e+06	-3.143988e+02	6.367975e+02	3.591471e+00	8.924666e+00	2.624046e+00
ctx_lh_middletemporal	1.201084e+00	3.754294e-01	6.966209e-01	8.373364e+05	-2.945232e+02	5.970464e+02	2.260935e+00	1.172667e+01	2.384497e+00
ctx_lh_parahippocampal	8.975709e-01	1.044953e-01	1.092550e+00	5.622973e+06	-3.287247e+02	6.654495e+02	5.418467e+00	1.068500e+01	4.015520e+00
ctx_lh_paracentral	1.519344e+00	3.233757e-01	1.131411e+00	1.849109e+06	-3.087104e+02	6.254208e+02	3.655602e+00	1.816165e+01	1.986877e+00
ctx_lh_parsopercularis	1.605465e+00	3.922451e-01	8.504480e-01	2.053059e+06	-3.106107e+02	6.292214e+02	2.815058e+00	4.107462e+01	3.098062e+00
ctx_lh_parsorbitalis	1.732128e+00	3.997305e-01	9.730223e-01	3.722223e+06	-3.213765e+02	6.507531e+02	3.743797e+00	5.969412e+01	3.678722e+00
ctx_lh_parstriangularis	1.662277e+00	4.961969e-01	1.060660e+00	2.366837e+06	-3.132222e+02	6.344445e+02	2.475859e+00	2.223660e+01	2.551368e+00
ctx_lh_pericalcarine	3.103923e+00	-1.945513e-03	4.924068e+05	1.087371e+07	-3.406674e+02	6.893347e+02	9.390008e-01	-3.979667e+01	3.843714e-21
ctx_lh_postcentral	1.395373e+00	4.352474e-01	1.127188e+00	8.798388e+05	-2.953415e+02	5.986830e+02	2.228627e+00	8.954802e+00	1.541627e+00
ctx_lh_posteriorcingulate	1.604537e+00	1.346857e-01	1.267514e+00	4.303097e+06	-3.239144e+02	6.558288e+02	2.901047e+00	1.773136e+01	2.607542e+00
ctx_lh_precentral	1.886274e+00	1.473999e-06	-9.969978e-01	1.711753e+06	-3.073968e+02	6.227937e+02	6.175291e-01	3.401126e+01	-2.749781e-05
ctx_lh_precuneus	1.494327e+00	4.492494e-01	7.665644e-01	7.179261e+05	-2.916771e+02	5.913543e+02	1.445100e+00	1.675841e+01	1.902759e+00
ctx_lh_rostralanteriorcingulate	1.505387e+00	9.518189e-02	1.397467e+00	2.876608e+06	-3.166599e+02	6.413198e+02	2.091695e+00	1.162518e+01	2.892797e+00
ctx_lh_rostralmiddlefrontal	1.492755e+00	4.234335e-01	9.213636e-01	7.060135e+05	-2.914114e+02	5.908228e+02	1.676659e+00	1.274068e+01	1.656944e+00
ctx_lh_superiorfrontal	1.566413e+00	4.046514e-01	7.576892e-01	3.912487e+05	-2.807497e+02	5.694993e+02	1.124982e+00	2.057190e+01	1.477629e+00
ctx_lh_superiorparietal	1.478557e+00	4.019763e-01	7.815604e-01	1.259552e+06	-3.018015e+02	6.116031e+02	2.194774e+00	2.360825e+01	2.589366e+00
ctx_lh_superiortemporal	1.275590e+00	1.376385e-01	1.103094e+00	2.633752e+06	-3.150724e+02	6.381448e+02	3.019248e+00	1.091316e+01	2.193302e+00
ctx_lh_supramarginal	1.435098e+00	3.658610e-01	7.237432e-01	1.083733e+06	-2.991933e+02	6.063865e+02	2.283407e+00	2.506816e+01	2.643958e+00
ctx_lh_frontalpole	1.413798e+00	4.848366e-01	1.171692e+00	2.432141e+06	-3.136424e+02	6.352847e+02	3.234975e+00	1.270529e+01	2.409032e+00
ctx_lh_temporalpole	9.824692e-01	9.087308e-02	1.663409e+00	4.302735e+06	-3.239472e+02	6.558943e+02	3.710788e+00	7.356620e+00	3.623992e+00
ctx_lh_transversetemporal	2.358071e+00	1.059868e-01	1.844065e+00	8.713629e+06	-3.366159e+02	6.812319e+02	2.269193e+00	4.104882e+01	4.133587e+00
ctx_lh_insula	1.325066e+00	1.047095e-01	1.866632e+00	9.035538e+05	-2.958289e+02	5.996579e+02	1.290997e+00	3.692890e+00	1.349778e+00
ctx_rh_bankssts	1.233259e+00	3.955688e-01	7.992523e-01	3.071587e+06	-3.178423e+02	6.436845e+02	4.255189e+00	1.973399e+01	3.989009e+00
ctx_rh_caudalanteriorcingulate	1.637981e+00	1.004699e-01	1.207224e+00	2.904550e+06	-3.168366e+02	6.416733e+02	2.044612e+00	1.797239e+01	2.872316e+00
ctx_rh_caudalmiddlefrontal	1.691721e+00	2.953100e-02	5.321377e-01	1.104334e+06	-2.994672e+02	6.069343e+02	9.446022e-01	9.291245e+01	1.420863e+01
ctx_rh_cuneus	1.809432e+00	5.324629e-01	1.436926e+00	3.191735e+06	-3.185342e+02	6.450684e+02	2.981036e+00	1.857835e+01	2.266069e+00
ctx_rh_entorhinal	1.090096e+00	9.068922e-02	1.665287e+00	4.073184e+06	-3.229302e+02	6.538605e+02	3.251031e+00	7.777456e+00	3.535245e+00
ctx_rh_fusiform	1.054383e+00	1.348232e-01	8.152487e-01	2.173003e+06	-3.116114e+02	6.312228e+02	3.590980e+00	1.094760e+01	2.520685e+00
ctx_rh_inferiorparietal	1.406555e+00	3.849438e-01	6.253348e-01	9.540562e+05	-2.968650e+02	6.017300e+02	1.891528e+00	2.676907e+01	2.765551e+00
ctx_rh_inferiortemporal	1.005395e+00	3.549758e-01	6.248598e-01	8.089294e+05	-2.938305e+02	5.956610e+02	2.703008e+00	9.177825e+00	2.623866e+00
ctx_rh_isthmuscingulate	1.466805e+00	1.417137e-01	9.714867e-01	4.003009e+06	-3.226105e+02	6.532210e+02	3.430229e+00	2.292489e+01	2.914880e+00
ctx_rh_lateraloccipital	1.510735e+00	4.153696e-01	8.711441e-01	2.938912e+06	-3.171066e+02	6.422132e+02	3.352182e+00	3.085308e+01	3.568280e+00
ctx_rh_lateralorbitofrontal	1.328257e+00	3.750456e-01	9.121712e-01	1.041229e+06	-2.983746e+02	6.047491e+02	2.697047e+00	1.295738e+01	2.081014e+00
ctx_rh_lingual	1.636439e+00	4.645203e-01	1.287693e+00	1.795512e+06	-3.081804e+02	6.243609e+02	2.743700e+00	1.472243e+01	1.930035e+00
ctx_rh_medialorbitofrontal	1.282298e+00	3.757946e-01	1.026464e+00	1.386420e+06	-3.035276e+02	6.150553e+02	3.442747e+00	1.220589e+01	2.124106e+00
ctx_rh_middletemporal	1.175734e+00	3.867807e-01	6.820827e-01	6.176128e+05	-2.889705e+02	5.859410e+02	1.885951e+00	9.288941e+00	2.063230e+00
ctx_rh_parahippocampal	1.024215e+00	8.422575e-02	1.306710e+00	3.600079e+06	-3.207038e+02	6.494076e+02	3.333420e+00	8.800830e+00	3.850731e+00
ctx_rh_paracentral	1.496818e+00	3.878026e-01	1.106148e+00	1.758568e+06	-3.078086e+02	6.236172e+02	3.345728e+00	1.716923e+01	2.216604e+00
ctx_rh_parsopercularis	1.899983e+00	-2.351711e-04	1.863826e+03	3.072970e+06	-3.178869e+02	6.437738e+02	8.154858e-01	-1.752573e+02	7.015759e-15
ctx_rh_parsorbitalis	1.597963e+00	4.102312e-01	8.777971e-01	1.990365e+06	-3.101132e+02	6.282264e+02	2.665901e+00	3.382417e+01	2.929391e+00
ctx_rh_parstriangularis	1.675958e+00	4.049882e-01	1.019990e+00	2.051354e+06	-3.105800e+02	6.291601e+02	2.913758e+00	3.106528e+01	2.608448e+00
ctx_rh_pericalcarine	3.135788e+00	-1.732757e-04	-1.070533e+06	1.576486e+07	-3.473664e+02	7.027328e+02	1.119145e+00	-5.380165e+02	-6.539903e-23
ctx_rh_postcentral	1.454931e+00	4.283835e-01	1.045512e+00	6.478287e+05	-2.898288e+02	5.876577e+02	1.774691e+00	9.361307e+00	1.419656e+00
ctx_rh_posteriorcingulate	1.649488e+00	1.278043e-01	1.142416e+00	1.831959e+06	-3.085378e+02	6.250757e+02	1.845688e+00	1.576952e+01	1.881642e+00
ctx_rh_precentral	1.847842e+00	6.258945e-03	3.763612e-01	1.814890e+06	-3.083863e+02	6.247726e+02	9.649314e-01	4.847682e+02	3.984329e+02
ctx_rh_precuneus	1.519377e+00	3.790328e-01	8.427035e-01	1.158479e+06	-3.003272e+02	6.086544e+02	2.331417e+00	2.405603e+01	2.364024e+00
ctx_rh_rostralanteriorcingulate	1.515716e+00	1.308104e-01	1.227617e+00	2.968467e+06	-3.172302e+02	6.424604e+02	2.534666e+00	1.363957e+01	2.255532e+00
ctx_rh_rostralmiddlefrontal	1.497466e+00	3.944423e-01	8.439881e-01	7.933792e+05	-2.935583e+02	5.951166e+02	1.851567e+00	1.758925e+01	1.935860e+00
ctx_rh_superiorfrontal	1.585148e+00	3.964619e-01	7.023698e-01	4.506782e+05	-2.833315e+02	5.746630e+02	1.175958e+00	3.580480e+01	1.703138e+00
ctx_rh_superiorparietal	1.406185e+00	3.666431e-01	7.256081e-01	8.353443e+05	-2.944037e+02	5.968074e+02	2.042779e+00	1.977376e+01	2.314654e+00
ctx_rh_superiortemporal	1.301070e+00	1.135697e-01	1.113062e+00	1.689182e+06	-3.070863e+02	6.221726e+02	2.125007e+00	8.950092e+00	2.018329e+00
ctx_rh_supramarginal	1.409283e+00	3.455525e-01	6.448552e-01	7.119146e+05	-2.915632e+02	5.911264e+02	1.912041e+00	2.538440e+01	2.411108e+00
ctx_rh_frontalpole	1.168083e+00	4.520050e-01	8.811757e-01	5.380791e+06	-3.279348e+02	6.638696e+02	5.324849e+00	1.781761e+01	4.634547e+00
ctx_rh_temporalpole	8.993299e-01	8.216365e-02	1.668958e+00	2.725286e+06	-3.156995e+02	6.393989e+02	3.122371e+00	5.786883e+00	3.328598e+00
ctx_rh_transversetemporal	2.916506e+00	5.470981e-03	1.676061e+04	2.669593e+07	-3.567681e+02	7.215361e+02	1.565854e+00	2.218120e+01	3.358144e-14
ctx_rh_insula	1.317551e+00	1.067220e-01	1.573407e+00	1.113584e+06	-2.995869e+02	6.071738e+02	1.512974e+00	4.859325e+00	1.516448e+00
