MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_lh_frontalpole	7.272355e-02	1.106491e+00	5.286392e-01	2.885229e+06	-3.168178e+02	6.416356e+02	4.419244e+00	1.161770e+00	1.662673e+00
ctx_lh_temporalpole	7.272355e-02	7.435929e-01	8.882362e-01	1.884391e+06	-3.091826e+02	6.263653e+02	4.419244e+00	1.127942e+00	2.186306e+00
ctx_lh_transversetemporal	7.272355e-02	1.345792e+00	9.193337e-01	3.442282e+06	-3.198931e+02	6.477861e+02	4.419244e+00	1.039471e+00	1.112599e+00
ctx_lh_insula	7.272355e-02	9.773850e-01	9.837898e-01	6.067313e+05	-2.886525e+02	5.853049e+02	4.419244e+00	5.228108e-01	7.657918e-01
ctx_rh_bankssts	7.272355e-02	1.022308e+00	4.933315e-01	2.412368e+06	-3.135208e+02	6.350416e+02	4.419244e+00	1.128763e+00	1.791663e+00
ctx_rh_caudalanteriorcingulate	7.272355e-02	1.119768e+00	6.000990e-01	1.430952e+06	-3.040971e+02	6.161942e+02	4.419244e+00	8.045739e-01	1.103251e+00
ctx_rh_caudalmiddlefrontal	7.272355e-02	1.142943e+00	2.419913e-01	6.993551e+05	-2.912062e+02	5.904123e+02	4.419244e+00	6.220777e-01	1.263093e+00
ctx_rh_cuneus	7.272355e-02	1.193887e+00	6.099759e-01	1.786112e+06	-3.080833e+02	6.241667e+02	4.419244e+00	8.606808e-01	1.102553e+00
ctx_rh_entorhinal	7.272355e-02	7.572119e-01	8.504980e-01	1.348973e+06	-3.030983e+02	6.141967e+02	4.419244e+00	9.461673e-01	1.809221e+00
ctx_rh_fusiform	7.272355e-02	9.060733e-01	5.149744e-01	1.108140e+06	-2.995542e+02	6.071084e+02	4.419244e+00	8.171759e-01	1.438837e+00
ctx_rh_inferiorparietal	7.272355e-02	9.920494e-01	2.556687e-01	7.140561e+05	-2.915786e+02	5.911572e+02	4.419244e+00	6.745469e-01	1.513971e+00
ctx_rh_inferiortemporal	7.272355e-02	9.178587e-01	3.863202e-01	8.439522e+05	-2.946773e+02	5.973546e+02	4.419244e+00	7.325912e-01	1.423181e+00
ctx_rh_isthmuscingulate	7.272355e-02	1.053429e+00	4.951445e-01	1.268695e+06	-3.019370e+02	6.118741e+02	4.419244e+00	8.044439e-01	1.239461e+00
ctx_rh_lateraloccipital	7.272355e-02	1.038480e+00	3.657763e-01	1.532215e+06	-3.053880e+02	6.187760e+02	4.419244e+00	9.252050e-01	1.636944e+00
ctx_rh_lateralorbitofrontal	7.272355e-02	1.052359e+00	5.149149e-01	8.244437e+05	-2.942097e+02	5.964193e+02	4.419244e+00	6.438925e-01	9.793321e-01
ctx_rh_lingual	7.272355e-02	1.098074e+00	5.726151e-01	1.256534e+06	-3.018039e+02	6.116078e+02	4.419244e+00	7.630304e-01	1.077621e+00
ctx_rh_medialorbitofrontal	7.272355e-02	1.045864e+00	5.734069e-01	1.127393e+06	-2.998874e+02	6.077749e+02	4.419244e+00	7.433913e-01	1.098944e+00
ctx_rh_middletemporal	7.272355e-02	9.911371e-01	3.969935e-01	8.468023e+05	-2.947308e+02	5.974616e+02	4.419244e+00	6.991253e-01	1.245426e+00
ctx_rh_parahippocampal	7.272355e-02	8.100522e-01	7.465775e-01	1.544215e+06	-3.054627e+02	6.189255e+02	4.419244e+00	9.869154e-01	1.785771e+00
ctx_rh_paracentral	7.272355e-02	1.130510e+00	5.876834e-01	1.256254e+06	-3.017474e+02	6.114948e+02	4.419244e+00	7.490526e-01	1.022042e+00
ctx_rh_parsopercularis	7.272355e-02	1.156502e+00	3.761089e-01	1.391349e+06	-3.035878e+02	6.151757e+02	4.419244e+00	8.328505e-01	1.313123e+00
ctx_rh_parsorbitalis	7.272355e-02	1.093558e+00	3.604345e-01	1.068604e+06	-2.989960e+02	6.059921e+02	4.419244e+00	7.510189e-01	1.270422e+00
ctx_rh_parstriangularis	7.272355e-02	1.105695e+00	4.225368e-01	1.094008e+06	-2.992863e+02	6.065726e+02	4.419244e+00	7.418008e-01	1.158425e+00
ctx_rh_pericalcarine	7.272355e-02	1.341387e+00	6.944576e-01	2.698377e+06	-3.155100e+02	6.390199e+02	4.419244e+00	9.692956e-01	1.079016e+00
ctx_rh_postcentral	7.272355e-02	1.009165e+00	4.087137e-01	6.822366e+05	-2.907582e+02	5.895164e+02	4.419244e+00	6.201150e-01	1.072489e+00
ctx_rh_posteriorcingulate	7.272355e-02	1.162804e+00	6.473342e-01	7.589434e+05	-2.926786e+02	5.933571e+02	4.419244e+00	5.641451e-01	7.311270e-01
ctx_rh_precentral	7.272355e-02	1.120253e+00	2.823179e-01	7.923472e+05	-2.934529e+02	5.949059e+02	4.419244e+00	6.587731e-01	1.242744e+00
ctx_rh_precuneus	7.272355e-02	1.120367e+00	4.523651e-01	6.882095e+05	-2.909595e+02	5.899190e+02	4.419244e+00	5.784060e-01	8.669173e-01
ctx_rh_rostralanteriorcingulate	7.272355e-02	1.083616e+00	6.479943e-01	1.085264e+06	-2.991137e+02	6.062274e+02	4.419244e+00	7.021779e-01	9.745505e-01
ctx_rh_rostralmiddlefrontal	7.272355e-02	1.049932e+00	3.410256e-01	5.653461e+05	-2.873982e+02	5.827965e+02	4.419244e+00	5.634284e-01	1.020007e+00
ctx_rh_superiorfrontal	7.272355e-02	1.103569e+00	3.178614e-01	4.126560e+05	-2.817093e+02	5.714185e+02	4.419244e+00	4.731065e-01	8.475511e-01
ctx_rh_superiorparietal	7.272355e-02	9.462155e-01	2.533875e-01	5.938816e+05	-2.882616e+02	5.845231e+02	4.419244e+00	6.316775e-01	1.490539e+00
ctx_rh_superiortemporal	7.272355e-02	9.540061e-01	6.051041e-01	8.104761e+05	-2.938712e+02	5.957425e+02	4.419244e+00	6.628197e-01	1.059800e+00
ctx_rh_supramarginal	7.272355e-02	1.026244e+00	3.158872e-01	5.895331e+05	-2.881305e+02	5.842610e+02	4.419244e+00	5.884974e-01	1.134018e+00
ctx_rh_frontalpole	7.272355e-02	9.670663e-01	3.670222e-01	2.425647e+06	-3.136263e+02	6.352527e+02	4.419244e+00	1.211265e+00	2.289770e+00
ctx_rh_temporalpole	7.272355e-02	7.390598e-01	1.019002e+00	1.444934e+06	-3.043068e+02	6.166136e+02	4.419244e+00	9.757861e-01	1.899852e+00
ctx_rh_transversetemporal	7.272355e-02	1.346917e+00	8.810414e-01	1.053738e+07	-3.400341e+02	6.880682e+02	4.419244e+00	1.841088e+00	1.983983e+00
ctx_rh_insula	7.272355e-02	9.743655e-01	8.551860e-01	6.723551e+05	-2.904955e+02	5.889910e+02	4.419244e+00	5.651292e-01	8.347787e-01
