SRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
left_ventraldc	6.807404e-02	6.649172e-01	1.531062e+00	7.946898e+05	-2.935046e+02	5.950092e+02	5.078757e+00	1.042786e+00	2.543054e+00
left_choroid_plexus	6.807404e-02	4.858811e-01	-1.807668e-01	6.094575e+06	-3.301766e+02	6.683531e+02	5.078757e+00	5.665244e+00	-2.129440e+01
right_cerebral_white_matter	6.807404e-02	5.702124e-01	1.453935e-01	4.107099e+05	-2.816408e+02	5.712815e+02	5.078757e+00	1.139453e+00	8.152524e+00
right_cerebellum_white_matter	6.807404e-02	7.477260e-01	6.368735e-02	2.953839e+05	-2.757047e+02	5.594094e+02	5.078757e+00	8.975796e-01	1.156764e+01
right_cerebellum_cortex	6.807404e-02	8.730124e-01	-4.967212e-02	5.257789e+04	-2.446438e+02	4.972876e+02	5.078757e+00	3.880640e-01	-5.231246e+00
right_thalamus	6.807404e-02	8.629852e-01	1.760323e+00	2.136714e+06	-3.113084e+02	6.306169e+02	5.078757e+00	1.399228e+00	2.776539e+00
right_caudate	6.807404e-02	8.309018e-01	1.099317e+00	1.206942e+06	-3.011570e+02	6.103140e+02	5.078757e+00	1.201584e+00	2.415221e+00
right_putamen	6.807404e-02	9.726963e-01	1.724262e+00	8.317171e+05	-2.943307e+02	5.966614e+02	5.078757e+00	8.156046e-01	1.464483e+00
right_pallidum	6.807404e-02	5.860523e-01	1.420412e+00	1.104420e+06	-2.994347e+02	6.068693e+02	5.078757e+00	1.359652e+00	3.687156e+00
right_hippocampus	6.807404e-02	7.123970e-01	5.072175e-01	6.492238e+05	-2.898677e+02	5.877353e+02	5.078757e+00	1.116981e+00	3.107807e+00
right_amygdala	6.807404e-02	6.446436e-01	2.174944e+00	1.186135e+06	-3.007300e+02	6.094600e+02	5.078757e+00	1.219086e+00	3.357787e+00
right_accumbens_area	6.807404e-02	8.288071e-01	1.691852e+00	5.625937e+06	-3.287362e+02	6.654725e+02	5.078757e+00	2.350822e+00	4.794889e+00
right_ventraldc	6.807404e-02	6.689223e-01	1.621291e+00	1.360202e+06	-3.031784e+02	6.143567e+02	5.078757e+00	1.343593e+00	3.291417e+00
right_choroid_plexus	6.807404e-02	5.144501e-01	-3.194925e-01	4.316818e+06	-3.239666e+02	6.559332e+02	5.078757e+00	5.224981e+00	-8.359437e+00
aircavity	6.807404e-02	1.834431e-01	-6.981210e-01	2.410926e+05	-2.722480e+02	5.524960e+02	5.078757e+00	3.026593e+00	-1.073330e+00
skull	6.807404e-02	2.114194e-01	-6.705492e-01	4.204769e+05	-2.821815e+02	5.723629e+02	5.078757e+00	3.581423e+00	-1.408846e+00
vermis	6.807404e-02	7.891198e-01	-1.219993e-01	1.163993e+06	-3.003969e+02	6.087938e+02	5.078757e+00	1.989056e+00	-1.015422e+01
pons	6.807404e-02	6.666526e-01	8.258575e-01	2.514450e+05	-2.727967e+02	5.535934e+02	5.078757e+00	6.603751e-01	1.631022e+00
csf_extracerebral	6.807404e-02	5.705741e-01	-2.316945e-01	2.025903e+05	-2.689493e+02	5.458986e+02	5.078757e+00	1.008853e+00	-2.528945e+00
head_extracerebral	6.807404e-02	1.458166e-01	-5.914722e-01	4.715099e+05	-2.845265e+02	5.770530e+02	5.078757e+00	4.095914e+00	-3.215877e+00
ctx_lh_bankssts	6.807404e-02	1.024987e+00	5.018327e-01	1.177092e+06	-3.005758e+02	6.091515e+02	5.078757e+00	1.283226e+00	2.997755e+00
ctx_lh_caudalanteriorcingulate	6.807404e-02	9.461327e-01	8.056952e-01	1.721293e+06	-3.074192e+02	6.228383e+02	5.078757e+00	1.443972e+00	2.856718e+00
ctx_lh_caudalmiddlefrontal	6.807404e-02	1.138437e+00	2.638495e-01	5.045331e+05	-2.853529e+02	5.787057e+02	5.078757e+00	9.091382e-01	3.086972e+00
ctx_lh_cuneus	6.807404e-02	1.157210e+00	5.748914e-01	8.074522e+05	-2.937945e+02	5.955889e+02	5.078757e+00	9.862793e-01	2.050428e+00
ctx_lh_entorhinal	6.807404e-02	7.076735e-01	7.867902e-01	1.132193e+06	-2.999225e+02	6.078450e+02	5.078757e+00	1.366830e+00	3.265664e+00
ctx_lh_fusiform	6.807404e-02	9.008576e-01	4.826461e-01	3.753458e+05	-2.800042e+02	5.680084e+02	5.078757e+00	7.689400e-01	1.937342e+00
ctx_lh_inferiorparietal	6.807404e-02	1.040018e+00	3.128061e-01	4.796398e+05	-2.844403e+02	5.768807e+02	5.078757e+00	8.885296e-01	2.755625e+00
ctx_lh_inferiortemporal	6.807404e-02	9.230155e-01	3.284896e-01	3.143729e+05	-2.768301e+02	5.616603e+02	5.078757e+00	7.446512e-01	2.334355e+00
ctx_lh_isthmuscingulate	6.807404e-02	1.016002e+00	3.844839e-01	1.035411e+06	-2.983049e+02	6.046098e+02	5.078757e+00	1.271037e+00	3.474983e+00
ctx_lh_lateraloccipital	6.807404e-02	1.079959e+00	3.389942e-01	7.305376e+05	-2.919993e+02	5.919986e+02	5.078757e+00	1.068765e+00	3.100677e+00
ctx_lh_lateralorbitofrontal	6.807404e-02	1.085719e+00	5.437577e-01	4.359173e+05	-2.827338e+02	5.734676e+02	5.078757e+00	7.511706e-01	1.645290e+00
ctx_lh_lingual	6.807404e-02	1.093965e+00	4.786322e-01	6.874033e+05	-2.908991e+02	5.897982e+02	5.078757e+00	9.668884e-01	2.261125e+00
ctx_lh_medialorbitofrontal	6.807404e-02	9.765635e-01	6.542482e-01	8.566392e+05	-2.948581e+02	5.977162e+02	5.078757e+00	1.053957e+00	2.215022e+00
ctx_lh_middletemporal	6.807404e-02	9.983092e-01	3.818842e-01	6.154173e+05	-2.889937e+02	5.859874e+02	5.078757e+00	9.873131e-01	2.728383e+00
ctx_lh_parahippocampal	6.807404e-02	7.524475e-01	5.650301e-01	9.661841e+05	-2.970261e+02	6.020523e+02	5.078757e+00	1.301151e+00	3.340194e+00
ctx_lh_paracentral	6.807404e-02	1.018908e+00	5.277477e-01	7.212058e+05	-2.917580e+02	5.915160e+02	5.078757e+00	9.962053e-01	2.272164e+00
ctx_lh_parsopercularis	6.807404e-02	1.217254e+00	5.277169e-01	1.097018e+06	-2.993190e+02	6.066380e+02	5.078757e+00	1.152520e+00	2.460725e+00
ctx_lh_parsorbitalis	6.807404e-02	1.106145e+00	3.764111e-01	1.553574e+06	-3.056012e+02	6.192023e+02	5.078757e+00	1.518000e+00	4.081978e+00
ctx_lh_parstriangularis	6.807404e-02	1.210754e+00	5.731972e-01	7.564727e+05	-2.926483e+02	5.932966e+02	5.078757e+00	9.403166e-01	1.926288e+00
ctx_lh_pericalcarine	6.807404e-02	1.358192e+00	6.069285e-01	1.569954e+06	-3.057628e+02	6.195255e+02	5.078757e+00	1.286058e+00	2.462706e+00
ctx_lh_postcentral	6.807404e-02	9.725754e-01	4.276312e-01	7.197985e+05	-2.917943e+02	5.915885e+02	5.078757e+00	1.056354e+00	2.754870e+00
ctx_lh_posteriorcingulate	6.807404e-02	1.060792e+00	6.049986e-01	1.406633e+06	-3.037977e+02	6.155955e+02	5.078757e+00	1.328980e+00	2.788144e+00
ctx_lh_precentral	6.807404e-02	1.121569e+00	3.388672e-01	7.428294e+05	-2.923496e+02	5.926993e+02	5.078757e+00	1.064739e+00	3.051405e+00
ctx_lh_precuneus	6.807404e-02	1.103079e+00	3.999176e-01	4.343992e+05	-2.826449e+02	5.732898e+02	5.078757e+00	7.943970e-01	2.058691e+00
ctx_lh_rostralanteriorcingulate	6.807404e-02	9.978381e-01	7.404664e-01	8.736475e+05	-2.952123e+02	5.984246e+02	5.078757e+00	1.024566e+00	2.029918e+00
ctx_lh_rostralmiddlefrontal	6.807404e-02	1.108352e+00	4.682913e-01	6.139770e+05	-2.889344e+02	5.858687e+02	5.078757e+00	9.137505e-01	2.153114e+00
ctx_lh_superiorfrontal	6.807404e-02	1.104675e+00	3.923023e-01	2.682381e+05	-2.739605e+02	5.559209e+02	5.078757e+00	6.262118e-01	1.641465e+00
ctx_lh_superiorparietal	6.807404e-02	9.509816e-01	2.584930e-01	3.827017e+05	-2.804205e+02	5.688409e+02	5.078757e+00	8.413654e-01	3.077278e+00
ctx_lh_superiortemporal	6.807404e-02	9.218014e-01	5.573946e-01	6.067670e+05	-2.886950e+02	5.853900e+02	5.078757e+00	9.411274e-01	2.182967e+00
ctx_lh_supramarginal	6.807404e-02	1.048372e+00	3.740123e-01	3.621670e+05	-2.793968e+02	5.667936e+02	5.078757e+00	7.471583e-01	2.054965e+00
ctx_lh_frontalpole	6.807404e-02	1.082332e+00	5.544753e-01	1.458242e+06	-3.044342e+02	6.168684e+02	5.078757e+00	1.369534e+00	2.973656e+00
ctx_lh_temporalpole	6.807404e-02	7.161899e-01	7.534956e-01	9.288274e+05	-2.963357e+02	6.006714e+02	5.078757e+00	1.240161e+00	2.971197e+00
ctx_lh_transversetemporal	6.807404e-02	1.198795e+00	8.144737e-01	1.616185e+06	-3.062830e+02	6.205660e+02	5.078757e+00	1.260262e+00	2.220637e+00
ctx_lh_insula	6.807404e-02	9.175622e-01	9.051207e-01	4.796055e+05	-2.844148e+02	5.768296e+02	5.078757e+00	7.524239e-01	1.466295e+00
ctx_rh_bankssts	6.807404e-02	9.997623e-01	4.578536e-01	1.623338e+06	-3.063629e+02	6.207259e+02	5.078757e+00	1.549590e+00	3.844214e+00
ctx_rh_caudalanteriorcingulate	6.807404e-02	1.079152e+00	6.411559e-01	1.454861e+06	-3.043901e+02	6.167803e+02	5.078757e+00	1.324450e+00	2.686693e+00
ctx_rh_caudalmiddlefrontal	6.807404e-02	1.143745e+00	2.184040e-01	4.490910e+05	-2.832600e+02	5.745199e+02	5.078757e+00	8.791140e-01	3.432913e+00
ctx_rh_cuneus	6.807404e-02	1.139614e+00	5.020524e-01	8.341123e+05	-2.943759e+02	5.967518e+02	5.078757e+00	1.039261e+00	2.332468e+00
ctx_rh_entorhinal	6.807404e-02	7.284869e-01	7.778362e-01	1.427113e+06	-3.040445e+02	6.160889e+02	5.078757e+00	1.513492e+00	3.553337e+00
ctx_rh_fusiform	6.807404e-02	8.775165e-01	4.355550e-01	3.900745e+05	-2.807295e+02	5.694589e+02	5.078757e+00	8.075567e-01	2.177057e+00
ctx_rh_inferiorparietal	6.807404e-02	1.005885e+00	2.359454e-01	2.502302e+05	-2.727289e+02	5.534579e+02	5.078757e+00	6.756627e-01	2.591757e+00
ctx_rh_inferiortemporal	6.807404e-02	8.939354e-01	3.440622e-01	3.575097e+05	-2.791544e+02	5.663089e+02	5.078757e+00	7.981063e-01	2.459224e+00
ctx_rh_isthmuscingulate	6.807404e-02	9.806984e-01	3.527234e-01	1.522244e+06	-3.052160e+02	6.184319e+02	5.078757e+00	1.584239e+00	4.633752e+00
ctx_rh_lateraloccipital	6.807404e-02	1.029070e+00	3.247002e-01	6.461336e+05	-2.897845e+02	5.875689e+02	5.078757e+00	1.028779e+00	3.122556e+00
ctx_rh_lateralorbitofrontal	6.807404e-02	1.037983e+00	5.149759e-01	4.452869e+05	-2.830782e+02	5.741565e+02	5.078757e+00	7.812530e-01	1.791313e+00
ctx_rh_lingual	6.807404e-02	1.051984e+00	4.780513e-01	6.050560e+05	-2.885978e+02	5.851956e+02	5.078757e+00	9.202637e-01	2.185119e+00
ctx_rh_medialorbitofrontal	6.807404e-02	9.869079e-01	5.480324e-01	5.942286e+05	-2.882725e+02	5.845450e+02	5.078757e+00	9.084943e-01	2.060476e+00
ctx_rh_middletemporal	6.807404e-02	9.669573e-01	3.801411e-01	3.770278e+05	-2.801318e+02	5.682635e+02	5.078757e+00	7.825179e-01	2.195028e+00
ctx_rh_parahippocampal	6.807404e-02	7.175654e-01	6.221632e-01	9.481084e+05	-2.966856e+02	6.013713e+02	5.078757e+00	1.297601e+00	3.301684e+00
ctx_rh_paracentral	6.807404e-02	1.056411e+00	5.126947e-01	7.999056e+05	-2.936266e+02	5.952533e+02	5.078757e+00	1.041171e+00	2.376426e+00
ctx_rh_parsopercularis	6.807404e-02	1.210732e+00	3.498507e-01	7.190838e+05	-2.917077e+02	5.914154e+02	5.078757e+00	1.017500e+00	2.786589e+00
ctx_rh_parsorbitalis	6.807404e-02	1.103517e+00	3.901028e-01	8.216083e+05	-2.941206e+02	5.962411e+02	5.078757e+00	1.097496e+00	2.887953e+00
ctx_rh_parstriangularis	6.807404e-02	1.122606e+00	4.110597e-01	5.334865e+05	-2.863403e+02	5.806806e+02	5.078757e+00	8.705994e-01	2.205234e+00
ctx_rh_pericalcarine	6.807404e-02	1.341340e+00	6.225972e-01	1.652054e+06	-3.066843e+02	6.213686e+02	5.078757e+00	1.315746e+00	2.498096e+00
ctx_rh_postcentral	6.807404e-02	9.849188e-01	3.679163e-01	5.576874e+05	-2.871422e+02	5.822845e+02	5.078757e+00	9.506155e-01	2.702522e+00
ctx_rh_posteriorcingulate	6.807404e-02	1.122763e+00	5.987770e-01	1.172967e+06	-3.005433e+02	6.090866e+02	5.078757e+00	1.190441e+00	2.453612e+00
ctx_rh_precentral	6.807404e-02	1.120809e+00	2.613264e-01	4.599850e+05	-2.836905e+02	5.753810e+02	5.078757e+00	8.733450e-01	3.000742e+00
ctx_rh_precuneus	6.807404e-02	1.084764e+00	3.779732e-01	6.021010e+05	-2.885433e+02	5.850865e+02	5.078757e+00	9.504449e-01	2.566071e+00
ctx_rh_rostralanteriorcingulate	6.807404e-02	1.070295e+00	6.302929e-01	1.134648e+06	-2.999277e+02	6.078555e+02	5.078757e+00	1.178183e+00	2.416692e+00
ctx_rh_rostralmiddlefrontal	6.807404e-02	1.090147e+00	3.775956e-01	2.924345e+05	-2.755436e+02	5.590871e+02	5.078757e+00	6.614036e-01	1.783803e+00
ctx_rh_superiorfrontal	6.807404e-02	1.108936e+00	3.327638e-01	3.826620e+05	-2.804293e+02	5.688585e+02	5.078757e+00	7.693471e-01	2.239993e+00
ctx_rh_superiorparietal	6.807404e-02	9.269799e-01	2.077262e-01	3.117915e+05	-2.766676e+02	5.613352e+02	5.078757e+00	7.870925e-01	3.418860e+00
ctx_rh_superiortemporal	6.807404e-02	9.186050e-01	5.615746e-01	3.703670e+05	-2.797632e+02	5.675264e+02	5.078757e+00	7.352533e-01	1.702206e+00
ctx_rh_supramarginal	6.807404e-02	1.028156e+00	3.008530e-01	2.084154e+05	-2.694150e+02	5.468300e+02	5.078757e+00	5.915463e-01	1.891600e+00
ctx_rh_frontalpole	6.807404e-02	9.981975e-01	4.150448e-01	1.469135e+06	-3.045650e+02	6.171301e+02	5.078757e+00	1.502769e+00	3.948156e+00
ctx_rh_temporalpole	6.807404e-02	6.898059e-01	8.117992e-01	7.077760e+05	-2.914213e+02	5.908426e+02	5.078757e+00	1.089836e+00	2.633318e+00
ctx_rh_transversetemporal	6.807404e-02	1.321133e+00	6.842136e-01	2.307734e+06	-3.127003e+02	6.334007e+02	5.078757e+00	1.524220e+00	2.781928e+00
ctx_rh_insula	6.807404e-02	9.111365e-01	7.966094e-01	3.664366e+05	-2.795764e+02	5.671528e+02	5.078757e+00	6.800570e-01	1.378431e+00
