MRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_lh_inferiorparietal	6.776418e-02	1.040942e+00	3.129505e-01	5.553770e+05	-2.871000e+02	5.822001e+02	4.672814e+00	6.506261e-01	1.358376e+00
ctx_lh_inferiortemporal	6.776418e-02	9.257693e-01	3.289512e-01	3.528458e+05	-2.789319e+02	5.658639e+02	4.672814e+00	5.537330e-01	1.254906e+00
ctx_lh_isthmuscingulate	6.776418e-02	1.018392e+00	3.839025e-01	1.123966e+06	-2.998137e+02	6.076273e+02	4.672814e+00	9.171885e-01	1.762962e+00
ctx_lh_lateraloccipital	6.776418e-02	1.082736e+00	3.385746e-01	8.873713e+05	-2.955119e+02	5.990237e+02	4.672814e+00	7.971668e-01	1.538265e+00
ctx_lh_lateralorbitofrontal	6.776418e-02	1.089586e+00	5.437131e-01	5.100745e+05	-2.855933e+02	5.791866e+02	4.672814e+00	5.676384e-01	8.925030e-01
ctx_lh_lingual	6.776418e-02	1.093819e+00	4.798380e-01	7.693631e+05	-2.929256e+02	5.938511e+02	4.672814e+00	7.107334e-01	1.165702e+00
ctx_lh_medialorbitofrontal	6.776418e-02	9.774270e-01	6.559838e-01	9.127886e+05	-2.960061e+02	6.000121e+02	4.672814e+00	7.961956e-01	1.323790e+00
ctx_lh_middletemporal	6.776418e-02	1.001036e+00	3.819385e-01	7.177430e+05	-2.918184e+02	5.916367e+02	4.672814e+00	7.407939e-01	1.449348e+00
ctx_lh_parahippocampal	6.776418e-02	7.516906e-01	5.669123e-01	9.991060e+05	-2.976292e+02	6.032584e+02	4.672814e+00	1.015470e+00	2.271699e+00
ctx_lh_paracentral	6.776418e-02	1.021463e+00	5.283449e-01	7.907179e+05	-2.934164e+02	5.948328e+02	4.672814e+00	7.396034e-01	1.248717e+00
ctx_lh_parsopercularis	6.776418e-02	1.217923e+00	5.281149e-01	1.262759e+06	-3.018629e+02	6.117259e+02	4.672814e+00	8.414110e-01	1.206082e+00
ctx_lh_parsorbitalis	6.776418e-02	1.113647e+00	3.755192e-01	1.885785e+06	-3.091109e+02	6.262219e+02	4.672814e+00	1.126281e+00	2.004884e+00
ctx_lh_parstriangularis	6.776418e-02	1.211530e+00	5.735957e-01	8.627762e+05	-2.950391e+02	5.980783e+02	4.672814e+00	6.885404e-01	9.661315e-01
ctx_lh_pericalcarine	6.776418e-02	1.355510e+00	6.095302e-01	1.662783e+06	-3.067962e+02	6.215925e+02	4.672814e+00	8.891392e-01	1.105923e+00
ctx_lh_postcentral	6.776418e-02	9.751446e-01	4.270498e-01	8.453447e+05	-2.947369e+02	5.974737e+02	4.672814e+00	8.080193e-01	1.544202e+00
ctx_lh_posteriorcingulate	6.776418e-02	1.061203e+00	6.063326e-01	1.531918e+06	-3.053476e+02	6.186952e+02	4.672814e+00	9.894199e-01	1.549751e+00
ctx_lh_precentral	6.776418e-02	1.126938e+00	3.379569e-01	9.317119e+05	-2.964662e+02	6.009324e+02	4.672814e+00	7.975741e-01	1.482632e+00
ctx_lh_precuneus	6.776418e-02	1.105276e+00	4.002277e-01	4.752823e+05	-2.842800e+02	5.765599e+02	4.672814e+00	5.658821e-01	9.884821e-01
ctx_lh_rostralanteriorcingulate	6.776418e-02	9.980605e-01	7.428414e-01	9.024911e+05	-2.957960e+02	5.995920e+02	4.672814e+00	7.671262e-01	1.220988e+00
ctx_lh_rostralmiddlefrontal	6.776418e-02	1.111254e+00	4.685784e-01	7.275382e+05	-2.920406e+02	5.920813e+02	4.672814e+00	6.842800e-01	1.113272e+00
ctx_lh_superiorfrontal	6.776418e-02	1.104949e+00	3.934855e-01	3.221409e+05	-2.772637e+02	5.625273e+02	4.672814e+00	4.675414e-01	8.239184e-01
ctx_lh_superiorparietal	6.776418e-02	9.534581e-01	2.584220e-01	4.618274e+05	-2.838503e+02	5.757006e+02	4.672814e+00	6.356055e-01	1.605128e+00
ctx_lh_superiortemporal	6.776418e-02	9.242352e-01	5.582434e-01	7.036689e+05	-2.913966e+02	5.907932e+02	4.672814e+00	7.384582e-01	1.348930e+00
ctx_lh_supramarginal	6.776418e-02	1.049567e+00	3.743894e-01	4.133588e+05	-2.818079e+02	5.716157e+02	4.672814e+00	5.481430e-01	1.036649e+00
ctx_lh_frontalpole	6.776418e-02	1.089409e+00	5.543040e-01	1.777280e+06	-3.079991e+02	6.239981e+02	4.672814e+00	1.052160e+00	1.639028e+00
ctx_lh_temporalpole	6.776418e-02	7.171461e-01	7.539047e-01	9.821821e+05	-2.973585e+02	6.027171e+02	4.672814e+00	1.006121e+00	2.219390e+00
ctx_lh_transversetemporal	6.776418e-02	1.198959e+00	8.185558e-01	1.759274e+06	-3.078092e+02	6.236185e+02	4.672814e+00	9.400502e-01	1.236354e+00
ctx_lh_insula	6.776418e-02	9.180486e-01	9.068307e-01	4.974958e+05	-2.850739e+02	5.781477e+02	4.672814e+00	5.861479e-01	9.923811e-01
ctx_rh_bankssts	6.776418e-02	9.992925e-01	4.609303e-01	1.749019e+06	-3.077043e+02	6.234086e+02	4.672814e+00	1.137076e+00	2.059611e+00
ctx_rh_caudalanteriorcingulate	6.776418e-02	1.077604e+00	6.427151e-01	1.526416e+06	-3.052539e+02	6.185078e+02	4.672814e+00	9.700652e-01	1.477745e+00
ctx_rh_caudalmiddlefrontal	6.776418e-02	1.145762e+00	2.170471e-01	5.018565e+05	-2.852913e+02	5.785825e+02	4.672814e+00	6.047653e-01	1.441964e+00
ctx_rh_cuneus	6.776418e-02	1.143377e+00	5.024082e-01	9.516495e+05	-2.967501e+02	6.015001e+02	4.672814e+00	7.616518e-01	1.175134e+00
ctx_rh_entorhinal	6.776418e-02	7.305481e-01	7.776753e-01	1.446057e+06	-3.042809e+02	6.165617e+02	4.672814e+00	1.201636e+00	2.588835e+00
ctx_rh_fusiform	6.776418e-02	8.801325e-01	4.363951e-01	4.577135e+05	-2.836404e+02	5.752808e+02	4.672814e+00	6.331275e-01	1.321434e+00
ctx_rh_inferiorparietal	6.776418e-02	1.007875e+00	2.357952e-01	2.892446e+05	-2.753656e+02	5.587311e+02	4.672814e+00	4.904964e-01	1.245455e+00
ctx_rh_inferiortemporal	6.776418e-02	8.949508e-01	3.442692e-01	3.896217e+05	-2.807259e+02	5.694518e+02	4.672814e+00	5.920828e-01	1.356373e+00
ctx_rh_isthmuscingulate	6.776418e-02	9.797788e-01	3.528291e-01	1.611673e+06	-3.062520e+02	6.205041e+02	4.672814e+00	1.135842e+00	2.362285e+00
ctx_rh_lateraloccipital	6.776418e-02	1.031916e+00	3.242897e-01	7.696669e+05	-2.929438e+02	5.938877e+02	4.672814e+00	7.676684e-01	1.584301e+00
ctx_rh_lateralorbitofrontal	6.776418e-02	1.039756e+00	5.141651e-01	4.716093e+05	-2.841129e+02	5.762257e+02	4.672814e+00	5.667985e-01	9.509273e-01
ctx_rh_lingual	6.776418e-02	1.051798e+00	4.783059e-01	6.932958e+05	-2.910478e+02	5.900955e+02	4.672814e+00	6.897682e-01	1.175490e+00
ctx_rh_medialorbitofrontal	6.776418e-02	9.880910e-01	5.478337e-01	6.377959e+05	-2.895456e+02	5.870912e+02	4.672814e+00	6.750349e-01	1.164904e+00
ctx_rh_middletemporal	6.776418e-02	9.691579e-01	3.808438e-01	4.343515e+05	-2.827230e+02	5.734459e+02	4.672814e+00	5.892588e-01	1.190768e+00
ctx_rh_parahippocampal	6.776418e-02	7.184691e-01	6.218245e-01	9.693068e+05	-2.970825e+02	6.021650e+02	4.672814e+00	1.022069e+00	2.334465e+00
ctx_rh_paracentral	6.776418e-02	1.058936e+00	5.122041e-01	8.750809e+05	-2.952515e+02	5.985029e+02	4.672814e+00	7.629765e-01	1.258379e+00
ctx_rh_parsopercularis	6.776418e-02	1.214834e+00	3.492642e-01	8.350354e+05	-2.944072e+02	5.968144e+02	4.672814e+00	7.217272e-01	1.232742e+00
ctx_rh_parsorbitalis	6.776418e-02	1.107448e+00	3.895026e-01	8.994143e+05	-2.957700e+02	5.995399e+02	4.672814e+00	7.790144e-01	1.374136e+00
ctx_rh_parstriangularis	6.776418e-02	1.124696e+00	4.104694e-01	5.665747e+05	-2.874376e+02	5.828753e+02	4.672814e+00	6.095613e-01	1.036716e+00
ctx_rh_pericalcarine	6.776418e-02	1.337821e+00	6.236061e-01	1.790607e+06	-3.081339e+02	6.242678e+02	4.672814e+00	9.251089e-01	1.158952e+00
ctx_rh_postcentral	6.776418e-02	9.853316e-01	3.694401e-01	6.572436e+05	-2.901089e+02	5.882178e+02	4.672814e+00	7.204108e-01	1.455014e+00
ctx_rh_posteriorcingulate	6.776418e-02	1.125078e+00	5.990401e-01	1.269969e+06	-3.020014e+02	6.120029e+02	4.672814e+00	8.676486e-01	1.288028e+00
ctx_rh_precentral	6.776418e-02	1.122945e+00	2.607314e-01	5.647378e+05	-2.874084e+02	5.828167e+02	4.672814e+00	6.393368e-01	1.381818e+00
ctx_rh_precuneus	6.776418e-02	1.086705e+00	3.785508e-01	6.883909e+05	-2.909838e+02	5.899676e+02	4.672814e+00	6.923439e-01	1.260297e+00
ctx_rh_rostralanteriorcingulate	6.776418e-02	1.073941e+00	6.304102e-01	1.232431e+06	-3.014320e+02	6.108639e+02	4.672814e+00	8.727855e-01	1.335133e+00
ctx_rh_rostralmiddlefrontal	6.776418e-02	1.092022e+00	3.779203e-01	3.456326e+05	-2.785852e+02	5.651704e+02	4.672814e+00	4.893866e-01	8.877990e-01
ctx_rh_superiorfrontal	6.776418e-02	1.110608e+00	3.326287e-01	4.521465e+05	-2.834836e+02	5.749672e+02	4.672814e+00	5.616519e-01	1.068882e+00
ctx_rh_superiorparietal	6.776418e-02	9.267206e-01	2.084127e-01	3.766171e+05	-2.800720e+02	5.681440e+02	4.672814e+00	5.944995e-01	1.770607e+00
ctx_rh_superiortemporal	6.776418e-02	9.194194e-01	5.622011e-01	4.046498e+05	-2.813600e+02	5.707199e+02	4.672814e+00	5.627368e-01	1.033364e+00
ctx_rh_supramarginal	6.776418e-02	1.027282e+00	3.021748e-01	2.411087e+05	-2.720406e+02	5.520813e+02	4.672814e+00	4.338164e-01	9.350568e-01
ctx_rh_frontalpole	6.776418e-02	1.002533e+00	4.140262e-01	1.574919e+06	-3.058173e+02	6.196347e+02	4.672814e+00	1.086718e+00	2.047299e+00
ctx_rh_temporalpole	6.776418e-02	6.913622e-01	8.108973e-01	7.288921e+05	-2.919543e+02	5.919086e+02	4.672814e+00	8.829310e-01	2.003380e+00
ctx_rh_transversetemporal	6.776418e-02	1.317450e+00	6.880851e-01	2.451909e+06	-3.137911e+02	6.355822e+02	4.672814e+00	1.076149e+00	1.334439e+00
ctx_rh_insula	6.776418e-02	9.102650e-01	7.967376e-01	4.101835e+05	-2.816068e+02	5.712137e+02	4.672814e+00	5.450117e-01	9.428226e-01
