SRTM	R1	k2	BPnd	MSE	LogLikelihood	AIC	%Cov R1	%Cov k2	%Cov BPnd
ctx_lh_parstriangularis	1.679156e+00	4.331076e-01	1.180028e+00	1.111321e+06	-2.995410e+02	6.070821e+02	2.377100e+00	1.789970e+01	1.883007e+00
ctx_lh_pericalcarine	3.162309e+00	4.231672e-06	-9.964020e-01	9.021737e+06	-3.372379e+02	6.824757e+02	9.709158e-01	2.363286e+01	-6.717457e-04
ctx_lh_postcentral	1.238471e+00	3.793891e-01	1.027924e+00	4.933307e+05	-2.849228e+02	5.778456e+02	2.273673e+00	7.655104e+00	1.426984e+00
ctx_lh_posteriorcingulate	1.060942e+00	5.663003e-01	8.591398e-01	2.388309e+06	-3.133156e+02	6.346312e+02	3.875136e+00	8.609502e+00	3.277976e+00
ctx_lh_precentral	1.669531e+00	3.642551e-01	8.349053e-01	3.029078e+06	-3.176303e+02	6.432606e+02	3.947139e+00	9.239369e+01	4.393818e+00
ctx_lh_precuneus	1.465225e+00	3.033250e-01	7.527822e-01	1.039985e+06	-2.983494e+02	6.046987e+02	2.918851e+00	3.287157e+01	2.734365e+00
ctx_lh_rostralanteriorcingulate	1.363012e+00	1.063426e-01	1.333194e+00	2.904517e+06	-3.168365e+02	6.416729e+02	2.644313e+00	1.141054e+01	3.009748e+00
ctx_lh_rostralmiddlefrontal	1.464994e+00	3.918486e-01	9.781311e-01	3.960827e+05	-2.809868e+02	5.699735e+02	1.630078e+00	1.038838e+01	1.356091e+00
ctx_lh_superiorfrontal	1.518094e+00	3.375801e-01	7.784902e-01	2.944479e+05	-2.756331e+02	5.592663e+02	1.415538e+00	1.871865e+01	1.460946e+00
ctx_lh_superiorparietal	1.383130e+00	3.293102e-01	7.282228e-01	1.084346e+06	-2.991482e+02	6.062965e+02	2.970320e+00	2.672915e+01	2.999753e+00
ctx_lh_superiortemporal	1.162018e+00	1.431763e-01	9.993265e-01	7.798459e+05	-2.931684e+02	5.943368e+02	2.007638e+00	6.575441e+00	1.460330e+00
ctx_lh_supramarginal	1.471617e+00	3.327363e-01	7.897777e-01	6.637686e+05	-2.902710e+02	5.885421e+02	2.230585e+00	2.313618e+01	2.150354e+00
ctx_lh_frontalpole	1.486583e+00	2.783994e-01	1.265117e+00	2.766817e+06	-3.159653e+02	6.399307e+02	4.196082e+00	1.658003e+01	2.099001e+00
ctx_lh_temporalpole	9.280116e-01	8.251254e-02	1.427552e+00	2.209076e+06	-3.119132e+02	6.318263e+02	3.047119e+00	6.774601e+00	3.503520e+00
ctx_lh_transversetemporal	1.641842e+00	6.112392e-01	1.370030e+00	5.886050e+06	-3.295542e+02	6.671083e+02	4.131139e+00	1.941960e+01	3.447162e+00
ctx_lh_insula	1.192506e+00	8.964822e-02	1.687539e+00	1.295308e+06	-3.022998e+02	6.125997e+02	1.805217e+00	5.391659e+00	2.328830e+00
ctx_rh_bankssts	1.121036e+00	4.521269e-01	7.258139e-01	3.169098e+06	-3.184093e+02	6.448187e+02	4.389953e+00	1.653703e+01	4.741374e+00
ctx_rh_caudalanteriorcingulate	1.525483e+00	1.084244e-01	1.275629e+00	4.068974e+06	-3.229020e+02	6.538039e+02	2.848805e+00	1.765967e+01	3.556528e+00
ctx_rh_caudalmiddlefrontal	1.651568e+00	1.007174e-03	-4.561556e-01	1.316947e+06	-3.026396e+02	6.132792e+02	9.880776e-01	2.411617e+03	-1.882214e+03
ctx_rh_cuneus	1.762554e+00	3.769771e-01	1.314450e+00	3.639510e+06	-3.208995e+02	6.497991e+02	4.586729e+00	3.149922e+01	2.814339e+00
ctx_rh_entorhinal	9.817079e-01	8.357875e-02	1.417272e+00	4.053269e+06	-3.228372e+02	6.536745e+02	3.922850e+00	9.597068e+00	4.670569e+00
ctx_rh_fusiform	1.019946e+00	1.254190e-01	7.210947e-01	6.701800e+05	-2.904430e+02	5.888860e+02	2.141806e+00	7.312201e+00	1.860359e+00
ctx_rh_inferiorparietal	1.430207e+00	3.115096e-01	6.404015e-01	7.724607e+05	-2.930294e+02	5.940589e+02	2.432620e+00	3.769454e+01	2.876825e+00
ctx_rh_inferiortemporal	1.141947e+00	1.473127e-01	6.467498e-01	6.238525e+05	-2.891477e+02	5.862955e+02	2.093695e+00	1.047215e+01	1.871844e+00
ctx_rh_isthmuscingulate	1.123970e+00	3.839970e-01	6.374184e-01	4.291490e+06	-3.238603e+02	6.557207e+02	5.662083e+00	2.713713e+01	6.593092e+00
ctx_rh_lateraloccipital	1.487288e+00	3.541513e-01	8.308383e-01	1.781582e+06	-3.080365e+02	6.240731e+02	3.491497e+00	3.412405e+01	3.378667e+00
ctx_rh_lateralorbitofrontal	1.429884e+00	1.872760e-01	9.437535e-01	9.748386e+05	-2.971878e+02	6.023756e+02	2.194769e+00	1.330982e+01	1.590691e+00
ctx_rh_lingual	1.629473e+00	3.772276e-01	1.161924e+00	1.965246e+06	-3.098074e+02	6.276148e+02	3.596992e+00	2.398449e+01	2.446689e+00
ctx_rh_medialorbitofrontal	1.378274e+00	1.666392e-01	1.067455e+00	1.553341e+06	-3.055753e+02	6.191505e+02	2.562878e+00	1.169697e+01	1.837237e+00
ctx_rh_middletemporal	1.183659e+00	2.840771e-01	6.935291e-01	3.976927e+05	-2.810443e+02	5.700887e+02	2.252017e+00	1.117446e+01	1.799994e+00
ctx_rh_parahippocampal	8.078130e-01	7.543830e-02	1.047057e+00	2.323514e+06	-3.128208e+02	6.336416e+02	3.685843e+00	8.131460e+00	4.400528e+00
ctx_rh_paracentral	1.410001e+00	2.881409e-01	1.010810e+00	1.356526e+06	-3.031353e+02	6.142705e+02	3.388431e+00	1.661007e+01	2.024027e+00
ctx_rh_parsopercularis	1.953952e+00	2.637927e-06	-9.971079e-01	2.256849e+06	-3.123123e+02	6.326247e+02	7.830666e-01	2.426890e+01	-1.780904e-04
ctx_rh_parsorbitalis	1.562606e+00	3.934752e-01	9.339433e-01	1.991969e+06	-3.100490e+02	6.280981e+02	3.324719e+00	3.183593e+01	3.184075e+00
ctx_rh_parstriangularis	1.691872e+00	3.740380e-01	9.968485e-01	1.274946e+06	-3.020309e+02	6.120617e+02	2.673399e+00	3.348418e+01	2.366198e+00
ctx_rh_pericalcarine	3.154512e+00	1.492707e-06	-9.973819e-01	7.437166e+06	-3.337585e+02	6.755170e+02	8.763563e-01	4.296428e+01	-5.883348e-04
ctx_rh_postcentral	1.357148e+00	3.843434e-01	1.014660e+00	8.961347e+05	-2.956673e+02	5.993346e+02	2.749155e+00	1.239557e+01	1.957621e+00
ctx_rh_posteriorcingulate	1.396636e+00	2.496717e-01	1.033918e+00	2.681453e+06	-3.153977e+02	6.387954e+02	4.393209e+00	2.002209e+01	2.526960e+00
ctx_rh_precentral	1.823505e+00	3.044274e-06	-9.971576e-01	2.486458e+06	-3.141474e+02	6.362947e+02	8.826659e-01	2.344238e+01	-2.216087e-04
ctx_rh_precuneus	1.461275e+00	3.535800e-01	7.610316e-01	1.372087e+06	-3.033505e+02	6.147011e+02	2.995381e+00	3.333942e+01	3.244600e+00
ctx_rh_rostralanteriorcingulate	1.395389e+00	1.615172e-01	1.184824e+00	3.989731e+06	-3.225488e+02	6.530975e+02	3.851838e+00	1.601444e+01	2.744302e+00
ctx_rh_rostralmiddlefrontal	1.546711e+00	3.881161e-01	9.269267e-01	3.607818e+05	-2.793160e+02	5.666320e+02	1.446404e+00	1.335394e+01	1.365925e+00
ctx_rh_superiorfrontal	1.535403e+00	3.561193e-01	7.414794e-01	8.693014e+05	-2.951890e+02	5.983780e+02	2.221394e+00	3.833418e+01	2.648428e+00
ctx_rh_superiorparietal	1.346039e+00	3.325669e-01	6.683056e-01	7.163653e+05	-2.916593e+02	5.913187e+02	2.369583e+00	2.244726e+01	2.669692e+00
ctx_rh_superiortemporal	1.219296e+00	1.115699e-01	1.037548e+00	8.024598e+05	-2.936796e+02	5.953591e+02	1.685426e+00	6.852904e+00	1.707665e+00
ctx_rh_supramarginal	1.419430e+00	3.106855e-01	6.448123e-01	4.321166e+05	-2.825596e+02	5.731191e+02	1.841728e+00	2.633424e+01	2.134378e+00
ctx_rh_frontalpole	1.412034e+00	2.562417e-01	1.044882e+00	2.599519e+06	-3.148438e+02	6.376875e+02	4.336658e+00	2.011442e+01	2.486684e+00
ctx_rh_temporalpole	8.115208e-01	6.826627e-02	1.393794e+00	1.302405e+06	-3.023970e+02	6.127940e+02	2.543734e+00	5.339257e+00	3.548313e+00
ctx_rh_transversetemporal	2.682958e+00	4.477386e-01	1.883062e+00	1.414555e+07	-3.453371e+02	6.986742e+02	5.911828e+00	1.742150e+02	3.735498e+00
ctx_rh_insula	1.245782e+00	7.838502e-02	1.549540e+00	7.681042e+05	-2.928920e+02	5.937840e+02	1.298977e+00	5.096749e+00	2.192446e+00
