Logan Ref	Kappa2	BPnd	k2ref	MSE	LogLikelihood	AIC	%Cov Kappa2	%Cov BPnd	%Cov k2ref
left_choroid_plexus	7.501354e-02	-1.625958e-01	1.000000e+06	1.338835e+01	-1.426431e+01	3.652862e+01	5.057518e+01	-4.755433e+01	NaN
right_cerebral_white_matter	6.596660e-02	1.384234e-01	1.000000e+06	4.966509e-01	-4.381550e+00	1.676310e+01	7.275940e+00	1.162060e+01	NaN
right_cerebellum_white_matter	1.425940e-01	6.458531e-02	1.000000e+06	1.976701e-01	-1.617687e+00	1.123537e+01	8.067428e+00	1.156748e+01	NaN
right_cerebellum_cortex	5.116830e-01	-4.481098e-02	1.000000e+06	1.988227e-02	5.272626e+00	-2.545252e+00	8.115583e+00	-3.927452e+00	NaN
right_thalamus	3.746904e-02	1.600768e+00	1.000000e+06	2.524417e-01	-2.351429e+00	1.270286e+01	3.673803e+00	1.973875e+00	NaN
right_caudate	6.376439e-02	9.233132e-01	1.000000e+06	5.062939e-01	-4.439240e+00	1.687848e+01	6.696894e+00	2.850018e+00	NaN
right_putamen	5.129239e-02	1.502438e+00	1.000000e+06	1.172291e-01	-5.027836e-02	8.100557e+00	2.801049e+00	1.171696e+00	NaN
right_pallidum	3.436523e-02	1.045843e+00	1.000000e+06	3.069941e+00	-9.846130e+00	2.769226e+01	1.301928e+01	9.190315e+00	NaN
right_hippocampus	6.932859e-02	4.559441e-01	1.000000e+06	5.123039e-01	-4.474643e+00	1.694929e+01	7.480136e+00	4.452786e+00	NaN
right_amygdala	3.161961e-02	1.495327e+00	1.000000e+06	2.526977e+00	-9.262225e+00	2.652445e+01	1.111203e+01	7.194013e+00	NaN
right_accumbens_area	3.792128e-02	1.499555e+00	1.000000e+06	1.329355e+00	-7.335236e+00	2.267047e+01	8.683735e+00	4.712062e+00	NaN
right_ventraldc	3.370622e-02	1.303074e+00	1.000000e+06	9.609351e-01	-6.361609e+00	2.072322e+01	6.786840e+00	4.388869e+00	NaN
right_choroid_plexus	7.306854e-02	-2.472377e-01	1.000000e+06	1.162906e+00	-6.933920e+00	2.186784e+01	1.349610e+01	-7.029551e+00	NaN
aircavity	6.971977e-02	-6.825586e-01	1.000000e+06	3.937912e-01	-3.685351e+00	1.537070e+01	6.842161e+00	-5.805794e-01	NaN
skull	6.441926e-02	-6.427476e-01	1.000000e+06	7.929476e-01	-5.785160e+00	1.957032e+01	9.760758e+00	-1.066193e+00	NaN
vermis	5.920748e-01	-1.216512e-01	1.000000e+06	1.685583e-02	5.768023e+00	-3.536045e+00	7.869386e+00	-1.087881e+00	NaN
pons	5.229610e-02	6.857957e-01	1.000000e+06	1.401534e-01	-5.861019e-01	9.172204e+00	3.076934e+00	1.869706e+00	NaN
csf_extracerebral	1.455318e-01	-2.214285e-01	1.000000e+06	1.976246e-01	-1.616997e+00	1.123399e+01	8.307593e+00	-2.476976e+00	NaN
head_extracerebral	3.313566e-02	-5.729862e-01	1.000000e+06	1.227585e+00	-7.096301e+00	2.219260e+01	8.270338e+00	-2.230274e+00	NaN
ctx_lh_bankssts	1.509594e-01	4.843877e-01	1.000000e+06	1.728243e-01	-1.214716e+00	1.042943e+01	7.819705e+00	1.955608e+00	NaN
ctx_lh_caudalanteriorcingulate	8.713887e-02	7.466044e-01	1.000000e+06	1.000740e+00	-6.483372e+00	2.096674e+01	1.269884e+01	4.369256e+00	NaN
ctx_lh_caudalmiddlefrontal	6.484819e-01	2.573762e-01	1.000000e+06	2.110868e-02	5.093058e+00	-2.186117e+00	1.049785e+01	9.147033e-01	NaN
ctx_lh_cuneus	2.288394e-01	5.469894e-01	1.000000e+06	3.237071e-02	3.810350e+00	3.793006e-01	4.674263e+00	6.910450e-01	NaN
ctx_lh_entorhinal	6.309754e-02	6.400604e-01	1.000000e+06	2.011463e-01	-1.669986e+00	1.133997e+01	4.116523e+00	2.170862e+00	NaN
ctx_lh_fusiform	1.173970e-01	4.503755e-01	1.000000e+06	1.572097e-01	-9.306309e-01	9.861262e+00	5.931362e+00	2.039912e+00	NaN
ctx_lh_inferiorparietal	2.604668e-01	3.037542e-01	1.000000e+06	6.560578e-02	1.691120e+00	4.617759e+00	7.727354e+00	1.517701e+00	NaN
ctx_lh_inferiortemporal	1.842139e-01	3.011818e-01	1.000000e+06	7.768008e-02	1.184315e+00	5.631370e+00	6.026118e+00	1.723314e+00	NaN
ctx_lh_isthmuscingulate	2.386224e-01	3.535738e-01	1.000000e+06	1.292101e-01	-3.422089e-01	8.684418e+00	1.031236e+01	2.011659e+00	NaN
ctx_lh_lateraloccipital	2.918502e-01	3.284253e-01	1.000000e+06	6.128315e-02	1.895597e+00	4.208806e+00	8.526309e+00	1.403635e+00	NaN
ctx_lh_lateralorbitofrontal	1.986155e-01	5.099439e-01	1.000000e+06	1.659236e-02	5.815285e+00	-3.630570e+00	2.908713e+00	5.239358e-01	NaN
ctx_lh_lingual	1.893126e-01	4.676469e-01	1.000000e+06	1.923120e-01	-1.535246e+00	1.107049e+01	1.058896e+01	2.148437e+00	NaN
ctx_lh_medialorbitofrontal	1.126385e-01	6.105764e-01	1.000000e+06	3.658133e-01	-3.464258e+00	1.492852e+01	8.917466e+00	2.640605e+00	NaN
ctx_lh_middletemporal	2.005003e-01	3.597060e-01	1.000000e+06	7.588933e-02	1.254283e+00	5.491433e+00	6.473130e+00	1.473418e+00	NaN
ctx_lh_parahippocampal	7.148519e-02	5.135163e-01	1.000000e+06	4.091266e-01	-3.799962e+00	1.559992e+01	6.772569e+00	3.582837e+00	NaN
ctx_lh_paracentral	1.575526e-01	4.956162e-01	1.000000e+06	8.161649e-02	1.036017e+00	5.927965e+00	5.366448e+00	1.264184e+00	NaN
ctx_lh_parsopercularis	2.539118e-01	5.205589e-01	1.000000e+06	1.152462e-01	9.002746e-04	7.998199e+00	1.022941e+01	1.410039e+00	NaN
ctx_lh_parsorbitalis	3.873325e-01	3.530076e-01	1.000000e+06	1.555029e-02	6.009874e+00	-4.019749e+00	5.293934e+00	6.070599e-01	NaN
ctx_lh_parstriangularis	2.291344e-01	5.607668e-01	1.000000e+06	7.885044e-02	1.139453e+00	5.721095e+00	7.643912e+00	1.114485e+00	NaN
ctx_lh_pericalcarine	3.119130e-01	6.092764e-01	1.000000e+06	7.270076e-02	1.383056e+00	5.233888e+00	9.851371e+00	9.892299e-01	NaN
ctx_lh_postcentral	1.666775e-01	3.982881e-01	1.000000e+06	1.541066e-01	-8.708218e-01	9.741644e+00	8.079073e+00	2.095714e+00	NaN
ctx_lh_posteriorcingulate	1.456754e-01	5.754639e-01	1.000000e+06	5.182812e-01	-4.509442e+00	1.701888e+01	1.359257e+01	3.191834e+00	NaN
ctx_lh_precentral	4.194417e-01	3.244872e-01	1.000000e+06	2.883812e-02	4.157017e+00	-3.140336e-01	8.080427e+00	9.197165e-01	NaN
ctx_lh_precuneus	2.743398e-01	3.856752e-01	1.000000e+06	3.395046e-02	3.667404e+00	6.651922e-01	5.865616e+00	9.147383e-01	NaN
ctx_lh_rostralanteriorcingulate	1.044342e-01	6.939762e-01	1.000000e+06	2.241434e-01	-1.994746e+00	1.198949e+01	6.453018e+00	1.909647e+00	NaN
ctx_lh_rostralmiddlefrontal	2.310772e-01	4.496500e-01	1.000000e+06	7.295772e-02	1.372471e+00	5.255057e+00	7.366956e+00	1.234412e+00	NaN
ctx_lh_superiorfrontal	2.547387e-01	3.849271e-01	1.000000e+06	7.405775e-02	1.327576e+00	5.344848e+00	8.240973e+00	1.393939e+00	NaN
ctx_lh_superiorparietal	2.314429e-01	2.425572e-01	1.000000e+06	3.983195e-02	3.188103e+00	1.623794e+00	5.384057e+00	1.429651e+00	NaN
ctx_lh_superiortemporal	1.193139e-01	5.087888e-01	1.000000e+06	1.568324e-01	-9.234207e-01	9.846841e+00	5.891006e+00	1.836373e+00	NaN
ctx_lh_supramarginal	2.288004e-01	3.610082e-01	1.000000e+06	2.706087e-02	4.347845e+00	-6.956898e-01	4.323472e+00	8.528640e-01	NaN
ctx_lh_frontalpole	2.328874e-01	5.054616e-01	1.000000e+06	3.569381e-02	3.517179e+00	9.656413e-01	4.514254e+00	6.792516e-01	NaN
ctx_lh_temporalpole	6.055691e-02	6.411913e-01	1.000000e+06	6.087860e-01	-4.992289e+00	1.798458e+01	7.518757e+00	4.109299e+00	NaN
ctx_lh_transversetemporal	1.390402e-01	7.888338e-01	1.000000e+06	4.707983e-01	-4.221178e+00	1.644236e+01	1.284572e+01	2.622374e+00	NaN
ctx_lh_insula	7.692333e-02	8.223750e-01	1.000000e+06	2.926082e-01	-2.794392e+00	1.358878e+01	5.842681e+00	2.167598e+00	NaN
ctx_rh_bankssts	1.420844e-01	4.493975e-01	1.000000e+06	2.992701e-01	-2.861928e+00	1.372386e+01	1.031044e+01	2.869094e+00	NaN
ctx_rh_caudalanteriorcingulate	1.376025e-01	6.173838e-01	1.000000e+06	2.535183e-01	-2.364196e+00	1.272839e+01	8.552709e+00	2.029197e+00	NaN
ctx_rh_caudalmiddlefrontal	1.154437e+00	2.134025e-01	1.000000e+06	8.237152e-03	7.916148e+00	-7.832295e+00	1.164797e+01	6.577443e-01	NaN
ctx_rh_cuneus	2.474990e-01	4.806909e-01	1.000000e+06	3.142970e-02	3.898852e+00	2.022961e-01	4.994211e+00	7.407423e-01	NaN
ctx_rh_entorhinal	6.505439e-02	6.434872e-01	1.000000e+06	8.675541e-01	-6.054922e+00	2.010984e+01	9.123408e+00	4.676011e+00	NaN
ctx_rh_fusiform	1.292927e-01	3.930043e-01	1.000000e+06	1.852587e-01	-1.423149e+00	1.084630e+01	7.070510e+00	2.426073e+00	NaN
ctx_rh_inferiorparietal	3.242677e-01	2.245220e-01	1.000000e+06	3.150994e-02	3.891202e+00	2.175955e-01	6.602889e+00	1.313163e+00	NaN
ctx_rh_inferiortemporal	1.498721e-01	3.194709e-01	1.000000e+06	5.630135e-02	2.149956e+00	3.700088e+00	4.254676e+00	1.444733e+00	NaN
ctx_rh_isthmuscingulate	1.846135e-01	3.382255e-01	1.000000e+06	8.495523e-02	9.157381e-01	6.168524e+00	6.348123e+00	1.657153e+00	NaN
ctx_rh_lateraloccipital	2.553968e-01	3.098285e-01	1.000000e+06	7.268617e-02	1.383658e+00	5.232684e+00	8.204466e+00	1.631038e+00	NaN
ctx_rh_lateralorbitofrontal	1.745112e-01	4.817519e-01	1.000000e+06	9.962600e-02	4.378420e-01	7.124316e+00	6.591257e+00	1.426373e+00	NaN
ctx_rh_lingual	1.692918e-01	4.640163e-01	1.000000e+06	7.903009e-02	1.132625e+00	5.734749e+00	5.666820e+00	1.290528e+00	NaN
ctx_rh_medialorbitofrontal	1.361482e-01	5.135879e-01	1.000000e+06	5.769277e-02	2.076716e+00	3.846568e+00	3.894600e+00	1.044067e+00	NaN
ctx_rh_middletemporal	1.826010e-01	3.549222e-01	1.000000e+06	1.569704e-01	-9.260607e-01	9.852121e+00	8.802671e+00	2.256642e+00	NaN
ctx_rh_parahippocampal	7.053065e-02	5.226783e-01	1.000000e+06	1.015424e+00	-6.527074e+00	2.105415e+01	1.074781e+01	5.810909e+00	NaN
ctx_rh_paracentral	1.823636e-01	4.840406e-01	1.000000e+06	2.953852e-02	4.085026e+00	-1.700512e-01	3.546763e+00	7.238268e-01	NaN
ctx_rh_parsopercularis	6.725513e-01	3.417120e-01	1.000000e+06	5.075606e-02	2.461019e+00	3.077963e+00	1.733565e+01	1.171781e+00	NaN
ctx_rh_parsorbitalis	3.285343e-01	3.690323e-01	1.000000e+06	5.016169e-02	2.496357e+00	3.007286e+00	8.292289e+00	1.107335e+00	NaN
ctx_rh_parstriangularis	3.019759e-01	3.941862e-01	1.000000e+06	3.606248e-02	3.486352e+00	1.027295e+00	6.477867e+00	9.023535e-01	NaN
ctx_rh_pericalcarine	2.705278e-01	6.249422e-01	1.000000e+06	4.280208e-02	2.972352e+00	2.055297e+00	6.391987e+00	7.289132e-01	NaN
ctx_rh_postcentral	1.746391e-01	3.564715e-01	1.000000e+06	1.703122e-01	-1.170788e+00	1.034158e+01	8.975348e+00	2.388022e+00	NaN
ctx_rh_posteriorcingulate	1.755491e-01	5.742924e-01	1.000000e+06	3.863227e-02	3.279847e+00	1.440305e+00	4.124069e+00	7.832109e-01	NaN
ctx_rh_precentral	5.261357e-01	2.564941e-01	1.000000e+06	4.638076e-02	2.731457e+00	2.537085e+00	1.310509e+01	1.424715e+00	NaN
ctx_rh_precuneus	2.615692e-01	3.665522e-01	1.000000e+06	7.728779e-02	1.199503e+00	5.600993e+00	8.512191e+00	1.446593e+00	NaN
ctx_rh_rostralanteriorcingulate	1.638235e-01	5.841294e-01	1.000000e+06	1.560367e-01	-9.081631e-01	9.816326e+00	7.814752e+00	1.594469e+00	NaN
ctx_rh_rostralmiddlefrontal	2.756889e-01	3.645383e-01	1.000000e+06	6.043556e-02	1.937379e+00	4.125243e+00	7.936461e+00	1.286055e+00	NaN
ctx_rh_superiorfrontal	3.410506e-01	3.248353e-01	1.000000e+06	2.940776e-02	4.098336e+00	-1.966718e-01	6.656072e+00	9.365131e-01	NaN
ctx_rh_superiorparietal	2.135903e-01	2.017260e-01	1.000000e+06	8.367297e-02	9.613637e-01	6.077273e+00	7.456261e+00	2.509843e+00	NaN
ctx_rh_superiortemporal	1.118999e-01	5.192915e-01	1.000000e+06	2.114627e-01	-1.820035e+00	1.164007e+01	6.640189e+00	2.194857e+00	NaN
ctx_rh_supramarginal	2.462403e-01	2.950231e-01	1.000000e+06	6.506374e-02	1.716009e+00	4.567982e+00	7.345811e+00	1.565835e+00	NaN
ctx_rh_frontalpole	2.103342e-01	3.797914e-01	1.000000e+06	1.121845e-01	8.167728e-02	7.836645e+00	8.110253e+00	1.704043e+00	NaN
ctx_rh_temporalpole	5.853113e-02	6.589526e-01	1.000000e+06	6.282922e-01	-5.086904e+00	1.817381e+01	7.220041e+00	4.052121e+00	NaN
ctx_rh_transversetemporal	2.148169e-01	6.859276e-01	1.000000e+06	1.293208e-01	-3.447767e-01	8.689553e+00	9.369462e+00	1.293534e+00	NaN
ctx_rh_insula	8.200266e-02	7.323848e-01	1.000000e+06	7.361957e-02	1.345379e+00	5.309242e+00	2.975769e+00	1.100984e+00	NaN
