SRTM2	k2'	R1	BPnd	MSE	LogLikelihood	AIC	%Cov k2'	%Cov R1	%Cov BPnd
ctx_rh_paracentral	7.282301e-02	1.747548e+00	1.204289e+00	3.083980e+06	-3.179302e+02	6.438603e+02	4.859493e+00	1.224865e+00	1.466667e+00
ctx_rh_parsopercularis	7.282301e-02	1.894275e+00	8.935975e-01	3.102380e+06	-3.180566e+02	6.441133e+02	4.859493e+00	1.357079e+00	1.728428e+00
ctx_rh_parsorbitalis	7.282301e-02	1.742144e+00	9.143890e-01	3.383596e+06	-3.197759e+02	6.475518e+02	4.859493e+00	1.429502e+00	1.859920e+00
ctx_rh_parstriangularis	7.282301e-02	1.830039e+00	1.068542e+00	3.235619e+06	-3.188595e+02	6.457189e+02	4.859493e+00	1.301860e+00	1.582240e+00
ctx_rh_pericalcarine	7.282301e-02	3.072309e+00	2.159273e+00	1.513774e+07	-3.466061e+02	7.012123e+02	4.859493e+00	1.806857e+00	1.604711e+00
ctx_rh_postcentral	7.282301e-02	1.724189e+00	1.151215e+00	2.472629e+06	-3.140684e+02	6.361368e+02	4.859493e+00	1.120664e+00	1.364179e+00
ctx_rh_posteriorcingulate	7.282301e-02	1.658346e+00	1.148562e+00	1.837302e+06	-3.085910e+02	6.251819e+02	4.859493e+00	9.768205e-01	1.208034e+00
ctx_rh_precentral	7.282301e-02	1.875500e+00	7.626409e-01	2.539757e+06	-3.144629e+02	6.369259e+02	4.859493e+00	1.303787e+00	1.772790e+00
ctx_rh_precuneus	7.282301e-02	1.668120e+00	8.894023e-01	2.270380e+06	-3.125778e+02	6.331557e+02	4.859493e+00	1.194474e+00	1.594277e+00
ctx_rh_rostralanteriorcingulate	7.282301e-02	1.549495e+00	1.251832e+00	3.069492e+06	-3.178541e+02	6.437083e+02	4.859493e+00	1.245145e+00	1.553260e+00
ctx_rh_rostralmiddlefrontal	7.282301e-02	1.660188e+00	8.980597e-01	2.006084e+06	-3.104222e+02	6.288445e+02	4.859493e+00	1.120060e+00	1.492402e+00
ctx_rh_superiorfrontal	7.282301e-02	1.645828e+00	7.190632e-01	7.009375e+05	-2.913518e+02	5.907037e+02	4.859493e+00	7.168170e-01	1.045952e+00
ctx_rh_superiorparietal	7.282301e-02	1.555617e+00	7.747815e-01	1.882459e+06	-3.090906e+02	6.261812e+02	4.859493e+00	1.159808e+00	1.673627e+00
ctx_rh_superiortemporal	7.282301e-02	1.338618e+00	1.145421e+00	1.794566e+06	-3.082330e+02	6.244659e+02	4.859493e+00	1.031584e+00	1.401590e+00
ctx_rh_supramarginal	7.282301e-02	1.518447e+00	6.788468e-01	1.341275e+06	-3.030870e+02	6.141740e+02	4.859493e+00	1.027681e+00	1.582940e+00
ctx_rh_frontalpole	7.282301e-02	1.530543e+00	1.038980e+00	8.493056e+06	-3.361815e+02	6.803631e+02	4.859493e+00	2.229938e+00	2.925627e+00
ctx_rh_temporalpole	7.282301e-02	9.634220e-01	1.816503e+00	3.252122e+06	-3.190089e+02	6.460177e+02	4.859493e+00	1.387419e+00	2.311109e+00
ctx_rh_transversetemporal	7.282301e-02	2.794756e+00	2.201531e+00	2.935259e+07	-3.584759e+02	7.249518e+02	4.859493e+00	2.541206e+00	2.331460e+00
ctx_rh_insula	7.282301e-02	1.346614e+00	1.609081e+00	1.206145e+06	-3.010832e+02	6.101665e+02	4.859493e+00	7.469950e-01	9.720271e-01
